Product Details,ASIN,Segment,URL,Image URL,Brand,Price  €,Parent Level Sales,ASIN Sales,Recent Purchases,Parent Level Revenue,ASIN Revenue,Title Char. Count,BSR,Seller Country/Region,Fees  €,Active Sellers,Ratings,Review Count,Images,Review velocity,Buy Box,Category,Size Tier,Fulfillment,Dimensions,Weight,ABA Most Clicked,Creation Date,Sponsored,Best Seller,Seller Age (mo),Seller
"La Roche-Posay Lipikar Baume Light AP+M, Replenishing Lotion for Neurodermatitis and Dry Skin, Quick Absorption, No Fragrances, for Babies from 3 Months, Children and Adults, 400 ml",B09V542XVS,Cream,https://www.amazon.de/dp/B09V542XVS?psc=1,https://m.media-amazon.com/images/I/41lmeQYcLrL._SX342_.jpg,La Roche-Posay,23.99,"2,973","2,973","1,000","79,072.94","79,050.38",181,"1,093",N/A,7.02,1,4.7,"1,871",10,48,,Beauty,Extra Large Envelope,MFN,20.10 x 5.60 x 5.70 cm,0.42,N/A,"Mar 9, 2022",,No,49,
"Cerave moisturising lotion, 236 ml",B07CG2TD9F,Cream,https://www.amazon.de/dp/B07CG2TD9F?psc=1,https://m.media-amazon.com/images/I/61YDmQy6soL._SX342_.jpg,CeraVe,10.48,"7,543","7,543","4,000","79,052.75","78,977.16",34,49,AMZ,3.96,1,4.6,"44,258",8,391,Amazon,Beauty,Large Envelope,AMZ,15.80 x 3.80 x 7.00 cm,0.28,N/A,"Mar 16, 2018",,No,97,Amazon
Cerave - Moisturizer for dry to very dry skin - 177 ml,B07C5VMJPW,Cream,https://www.amazon.de/dp/B07C5VMJPW?psc=1,https://m.media-amazon.com/images/I/71ea4mQlpTL._SX342_.jpg,CeraVe,10.3,"6,052","6,052","3,000","66,570.20","66,515.18",54,104,AMZ,3.04,1,4.5,"18,996",10,169,Amazon,Beauty,Extra Large Envelope,AMZ,16.40 x 4.80 x 5.00 cm,0.2,N/A,"Apr 13, 2018",,No,96,Amazon
"Sorion cream - also suitable for skin care in cases of psoriasis and eczema With coconut oil, Neem, Rubia Cordifolia, Turmeric and Wrightia tinctoria.",B074D5ZKX9,Cream,https://www.amazon.de/dp/B074D5ZKX9?psc=1,https://m.media-amazon.com/images/I/81gpa6C36jL._AC_SY355_.jpg,Sorion,30.63,"3,918","1,781",N/A,"83,843.98","54,545.01",150,227,AMZ,8.01,5,4.3,"14,420",6,29,Amazon,,Extra Large Envelope,AMZ,21.50 x 4.70 x 4.70 cm,0.16,N/A,"Oct 15, 2017",,No,102,Amazon
"Mixa Panthenol Skin Soothing Cream with Panthenol, Care Cream for Dry, Sensitive and Neurodermatitis-Prone Skin, Wound Healing Cream for Redness and Itching, Panthenol Comfort, 400 ml",B0BPSWK6Y5,Cream,https://www.amazon.de/dp/B0BPSWK6Y5?psc=1,https://m.media-amazon.com/images/I/71KX5HBOqmL._SY355_.jpg,Mixa,5.82,"6,491","6,491","3,000","48,685.50","48,620.50",183,92,AMZ,3.95,2,4.6,"2,121",11,94,Amazon,Beauty,Small Parcel,AMZ,8.90 x 8.50 x 8.80 cm,0.45,N/A,"Dec 12, 2022",,No,40,Amazon
"La Roche Posay Regenerating Eye Cream for Allergy-Prone Eye Areas, Soothes Redness and Itching, with Niacinamide, Neurosensins and Sphingobioma, Toleriane Dermallergo Eyes, 20 ml",B09DPFXM6C,Cream,https://www.amazon.de/dp/B09DPFXM6C?psc=1,https://m.media-amazon.com/images/I/51HXMkWyHUL._SX342_.jpg,La Roche-Posay,19.99,"2,124","2,124","1,000","42,414.53","42,394.06",178,606,AMZ,5.78,1,4.5,"1,606",12,73,Amazon,Beauty,Large Envelope,AMZ,10.30 x 3.50 x 3.70 cm,0.04,N/A,"Oct 29, 2021",,No,54,Amazon
"La Roche Posay Face Cream, for Allergy-Prone Skin, Reduces Redness, with Sphingobioma and Neurosensine, Fragrance-Free and Alcohol-Free, Dermallergo Cream, Toleriane, 40 ml",B09DPGJC3B,Cream,https://www.amazon.de/dp/B09DPGJC3B?psc=1,https://m.media-amazon.com/images/I/613NuWl9+nL._SX342_.jpg,La Roche-Posay,21.58,"1,956","1,956",N/A,"41,943.74","41,934.13",172,"5,380",AMZ,6.28,1,4.7,"2,397",7,130,Amazon,Beauty,Large Envelope,AMZ,14.00 x 3.40 x 3.70 cm,0.06,N/A,"Feb 20, 2025",,No,14,Amazon
"CeraVe Moisturising Cream for Body and Face, with Pump Dispenser, Cream for Dry to Very Dry Skin, with Hyaluronic and 3 Essential Ceramides, 454 g",B0853C7CFQ,Cream,https://www.amazon.de/dp/B0853C7CFQ?psc=1,https://m.media-amazon.com/images/I/51jzMorS7rL._SX342_.jpg,CeraVe,17.85,"2,315","2,315","1,000","41,390.55","41,372.47",146,257,AMZ,6.08,1,4.6,"7,629",8,106,Amazon,Beauty,Small Parcel,AMZ,11.28 x 9.00 x 9.20 cm,0.53,N/A,"Feb 18, 2020",,No,74,Amazon
"Eucerin AtopiControl Soothing Light Balm 400 ml, Basic Skin Care for Dry and Atopic Skin, Moisturising Body Cream with Ceramides and Licochalcone A",B07YTKM7PN,Cream,https://www.amazon.de/dp/B07YTKM7PN?psc=1,https://m.media-amazon.com/images/I/61bIwDuN4xL._SX342_.jpg,Eucerin,18.31,"1,686","1,686",900,"34,998.50","34,997.16",147,886,AMZ,6.69,10,4.6,743,6,24,,Beauty,Extra Large Envelope,AMZ,20.80 x 5.70 x 8.80 cm,0.43,N/A,"Oct 7, 2019",,No,78,
Cicaplast Baume B5+ Balm,B00ST2GSRK,Cream,https://www.amazon.de/dp/B00ST2GSRK?psc=1,https://m.media-amazon.com/images/I/61QrwyZDC4L._SX342_.jpg,La Roche-Posay,7.88,"5,015","3,765",N/A,"49,716.58","30,760.49",24,44,AMZ,3.28,1,4.7,"20,622",9,789,Amazon,Beauty,Large Envelope,AMZ,12.15 x 3.20 x 4.75 cm,0.05,N/A,"Jul 26, 2015",,No,129,Amazon
"Dexeryl Creams, 1 piece",B008KL09BG,Cream,https://www.amazon.de/dp/B008KL09BG?psc=1,https://m.media-amazon.com/images/I/51tMuhLqAWL._SY355_.jpg,DEXERYL,19.76,"1,908","1,722",900,"34,096.49","30,693.80",23,599,IT,6.12,5,4.7,"3,109",8,36,FARMACIA ONLINE SHOP,Beauty,Extra Large Envelope,FBA,23.10 x 5.50 x 5.80 cm,0.56,#2,"Jul 14, 2012",,No,165,FARMACIA ONLINE SHOP
"Evolsin Eczema & Neurodermitis Cream/Ointment Relieves Itching & Soothes The Skin Aids With Irritated, Dry, Itchy, Irritated Skin",B07H3B8J76,Cream,https://www.amazon.de/dp/B07H3B8J76?psc=1,https://m.media-amazon.com/images/I/71DcCH+LuiL._SY355_.jpg,Evolsin,14.24,"1,685","1,792",900,"28,026.15","29,834.02",131,"1,828",DE,3.04,2,4.1,"2,826",8,N/A,Evolsin,Health & Personal Care,Extra Large Envelope,FBA,14.30 x 4.20 x 4.50 cm,0.07,N/A,"Sep 16, 2018",,No,91,Evolsin
"Linola Forte Skin Milk - 1 x 200 ml - Intensive Nourishing Cream Against Itching with 24-Hour Effect | Body Lotion for Dry, Irritated or Neurodermatitis Prone Skin | Helps from the First Use",B09QJJPR3C,Cream,https://www.amazon.de/dp/B09QJJPR3C?psc=1,https://m.media-amazon.com/images/I/71XK+oLiIAL._SY355_.jpg,Linola,21.34,"1,621","1,621",N/A,"29,409.41","29,404.09",190,"3,018",N/A,7.61,6,4.5,507,4,23,,Beauty,Extra Large Envelope,MFN,20.50 x 5.40 x 6.40 cm,0.23,N/A,"Jan 16, 2022",,No,51,
"Eubos skin calm cream 50ml for sensitive and dry skin of children and babies, dermatologically approved",B000V3MHY8,Cream,https://www.amazon.de/dp/B000V3MHY8?psc=1,https://m.media-amazon.com/images/I/71kUfOsRMzL._SY355_.jpg,EUBOS,12.95,"5,169","1,753",N/A,"78,169.47","22,686.15",103,32,AMZ,5.36,5,4.6,706,9,24,Amazon,Baby Products,Extra Large Envelope,AMZ,13.30 x 4.20 x 4.30 cm,0.07,N/A,"Jun 12, 2008",,No,214,Amazon
"Sorion Repair Cream - for psoriasis, neurodermatitis, dry skin and eczema for intensive skin care (50 g)",B00IFZEBSE,Cream,https://www.amazon.de/dp/B00IFZEBSE?psc=1,https://m.media-amazon.com/images/I/715B3MZAeTL._AC_SY355_.jpg,Sorion,19.08,"3,918","1,136",400,"83,843.98","22,367.51",104,225,N/A,5.73,9,4.3,"14,420",6,29,Amazon,Beauty,Large Envelope,MFN,16.70 x 3.10 x 3.40 cm,0.06,N/A,"Dec 31, 2008",,No,208,Amazon
Eubos Skin Rest,B000V3PZ0Q,Cream,https://www.amazon.de/dp/B000V3PZ0Q?psc=1,https://m.media-amazon.com/images/I/71lad5JZoCL._SY355_.jpg,EUBOS,14.19,"5,169","1,323",700,"78,169.47","22,125.41",15,32,AMZ,5.95,8,4.7,"1,162",9,0,Amazon,Baby Products,Extra Large Envelope,AMZ,17.70 x 4.40 x 5.40 cm,0.15,N/A,"Jun 12, 2008",,No,214,Amazon
"La Roche Posay Lipikar Balm AP+Max Body Lotion, Replenishing Body Cream for Dry Skin Prone to Atopic Dermatitis, Strengthens the Microbiome, Reduces Itching and Tension, 400 ml",B0FTFQB5YF,Cream,https://www.amazon.de/dp/B0FTFQB5YF?psc=1,https://m.media-amazon.com/images/I/61DWK5LAQVL._SX342_.jpg,La Roche-Posay,23.77,947,947,400,"21,639.66","21,636.36",176,"13,517",N/A,7.66,3,4.5,53,1,35,Amazon,Beauty,Extra Large Envelope,FBA,20.10 x 5.40 x 5.70 cm,0.45,N/A,"Sep 29, 2025",,No,7,Amazon
La Roche Posay La Roche PosayLipikar AP + M Balm Moisturising Cream 400 ml,B0849KTG44,Cream,https://www.amazon.de/dp/B0849KTG44?psc=1,https://m.media-amazon.com/images/I/61p-I45AJAL._SX342_.jpg,La Roche-Posay,29.29,942,942,N/A,"21,029.77","21,029.64",74,"8,242",AMZ,7.81,1,4.6,"1,830",9,40,Amazon,Beauty,Extra Large Envelope,AMZ,20.10 x 5.50 x 5.70 cm,0.45,N/A,"Jan 17, 2020",,No,75,Amazon
"La Roche-Posay Lipikar Eczema Med Acute Cream for Fast Relief of Eczema Symptoms in Eczema Eczema, Support for the Natural Microbiome of the Skin, 30 ml",B09LDBLS9T,Cream,https://www.amazon.de/dp/B09LDBLS9T?psc=1,https://m.media-amazon.com/images/I/61CKNNHEIvL._SX342_.jpg,La Roche-Posay,22.88,994,994,300,"21,032.01","21,027.65",152,"4,696",N/A,6.85,1,4.4,345,8,21,,Beauty,Extra Large Envelope,MFN,10.90 x 4.20 x 4.40 cm,0.07,N/A,"Oct 18, 2021",,No,54,
"Linola Face - 2 x 50 ml | Face Cream for Dry, Sensitive and Neurodermatitis Prone Skin | Medical Face Care without Microplastics",B0B3S6NF9M,Cream,https://www.amazon.de/dp/B0B3S6NF9M?psc=1,"https://m.media-amazon.com/images/I/616-V-98lLL._SY355_PIbundle-2,TopRight,0,0_SX322SY355SH20_.jpg",Linola,29.98,698,698,N/A,"20,922.93","20,915.82",128,"2,966",N/A,7.92,3,4.6,175,3,6,,Beauty,Extra Large Envelope,FBA,21.50 x 5.50 x 17.60 cm,0.15,N/A,"Jun 10, 2022",,No,46,
"Eucerin AtopiControl Gesichtscreme, 50 ml [Badartikel]",B00G1IA63G,Cream,https://www.amazon.de/dp/B00G1IA63G?psc=1,https://m.media-amazon.com/images/I/61l-8LHtKEL._SX342_.jpg,Eucerin,17.7,994,994,400,"19,879.02","19,872.67",54,"1,763",N/A,5.78,16,4.5,939,7,4,A+ eCom,Beauty,Large Envelope,FBA,13.20 x 3.20 x 4.30 cm,0.06,N/A,"Oct 9, 2013",,No,150,A+ eCom
"Mixa Urea Balm with 40% Glycerin, Urea and Allatoin, Repairing, Moisturising, for Very Dry, Cracked Skin on Elbows, Knees, Feet & Hands, 10 in 1 Urea Cica Repair+, 150 ml",B0CPTBBQJR,Cream,https://www.amazon.de/dp/B0CPTBBQJR?psc=1,https://m.media-amazon.com/images/I/71+e76JuKTL._SX355_.jpg,Mixa,5.84,"2,557","2,557","1,000","17,769.99","17,744.28",170,459,AMZ,N/A,6,4.7,"1,105",12,35,Amazon,Beauty,Extra Large Envelope,AMZ,9.00 x 4.70 x 8.90 cm,0.2,N/A,"Dec 8, 2023",,No,28,Amazon
"Eucerin AtopiControl Lotion, 400 ml",B00GUYH90E,Cream,https://www.amazon.de/dp/B00GUYH90E?psc=1,https://m.media-amazon.com/images/I/61ESRiqTJxL._SY355_.jpg,Eucerin,24.29,723,723,N/A,"17,245.31","17,238.94",35,"4,349",N/A,7.67,5,4.6,621,6,4,,Beauty,Large Envelope,FBA,21.70 x 3.60 x 7.80 cm,0.45,N/A,"Oct 9, 2013",,No,150,
"Lavera Neutral Acute Cream with Micro Silver, Organic Evening Primrose, Instant Aid for Skin Irritations, Neurodermatitis Medical Skin Care, Vegan Organic Plant Active Ingredients, Natural Cosmetics Cream, 75 ml",B07H43SZRL,Cream,https://www.amazon.de/dp/B07H43SZRL?psc=1,https://m.media-amazon.com/images/I/71w0cEtZexL._AC_SY355_.jpg,lavera,9.61,"1,112","1,112",600,"14,941.58","14,940.54",211,983,AMZ,5.74,4,4.4,"1,739",7,7,Amazon,Beauty,Large Envelope,AMZ,15.00 x 4.00 x 5.00 cm,0.08,N/A,"Sep 5, 2018",,No,91,Amazon
"Manuka Honey Hemp Ointment for Neurodermatitis & Eczema, Dandruff - Propolis, Beeswax, Aloe Vera, Dermatologically Recommended, Heals Dry, Cracked Skin",B0BW9MN9Z9,Cream,https://www.amazon.de/dp/B0BW9MN9Z9?psc=1,https://m.media-amazon.com/images/I/71ffVmxmwEL._SY355_.jpg,Hemp Help HEMP COSMETIC,16.04,778,778,400,"14,075.40","14,069.11",151,"4,111",CZ,4.8,2,4.3,675,8,30,H4H Naturals,Health & Personal Care,Standard Envelope,FBA,6.60 x 2.40 x 6.40 cm,0.06,N/A,"Feb 20, 2023",,No,38,H4H Naturals
Locobase Repair Cream - 72h Moisturising Cream for Very Dry & Cracked Skin - Body & Face Care - Regenerates the Skin Barrier - Fragrance-Free - Dermatologically Tested - 100 g,B0F3DZFTQ6,Cream,https://www.amazon.de/dp/B0F3DZFTQ6?psc=1,https://m.media-amazon.com/images/I/51TfkczNWXL._SY355_.jpg,Locobase,21.59,"1,891",567,200,"26,955.69","13,913.25",175,"1,006",AMZ,7.2,5,4.7,174,7,13,Amazon,Beauty,Extra Large Envelope,AMZ,16.60 x 4.80 x 5.70 cm,0.13,N/A,"Apr 2, 2025",,No,12,Amazon
Cetaphil Pro Itch Control 295ml Lotion,B07NGLXM9G,Cream,https://www.amazon.de/dp/B07NGLXM9G?psc=1,https://m.media-amazon.com/images/I/61vMgieV6kL._SX342_.jpg,Cetaphil,19.03,485,599,300,"11,048.21","13,652.70",38,"3,209",BE,6.82,8,4.6,424,8,16,homeplace-eu,Beauty,Extra Large Envelope,FBA,19.30 x 4.90 x 6.80 cm,0.34,N/A,"Feb 7, 2019",,No,86,homeplace-eu
"Eucerin AtopiControl Acute Care Cream 100 ml, Acute Skin Care for Dry and Atopic Skin, Targeted Use for Instant Relief from Itching, Redness and Irritation",B07ZL23F22,Cream,https://www.amazon.de/dp/B07ZL23F22?psc=1,https://m.media-amazon.com/images/I/61Jgp0KTsIL._SX342_.jpg,Eucerin,30,512,512,200,"13,582.09","13,579.45",155,"6,794",IT,7.23,6,4.6,499,7,21,FarmaciaBasso,Health & Personal Care,Large Envelope,FBA,13.50 x 3.70 x 6.00 cm,0.11,N/A,"Oct 25, 2019",,No,78,FarmaciaBasso
"BIODERMA Atoderm Intensive Balm - Anti-Itching, Repairing and Nourishing Care - Very Dry, Irritated to Atopic Skin - Recommended by Dermatologists - Pump Bottle 500 ml",B0161ZC5GY,Cream,https://www.amazon.de/dp/B0161ZC5GY?psc=1,https://m.media-amazon.com/images/I/51j19A6MGZL._SY355_.jpg,Bioderma,21.34,825,558,300,"17,758.43","13,156.04",167,"1,885",FR,N/A,13,4.8,"10,369",8,162,Cosmeco,Beauty,Small Parcel,FBA,20.95 x 6.60 x 6.81 cm,0.55,N/A,"Oct 7, 2015",,No,126,Cosmeco
"Eucerin AtopiControl Hand Intensive Cream 75 ml, Soothing Hand Cream Nourishes Atopic, Hand Decema-Prone Skin, Moisturising Skin Care with Licochalcone A and Ceramides",B01N0RN5MH,Cream,https://www.amazon.de/dp/B01N0RN5MH?psc=1,https://m.media-amazon.com/images/I/616idZx85VL._SX342_.jpg,Eucerin,8.32,1297,1297,700,"12,640.08","12,633.73",167,"1,219",N/A,3.43,14,4.6,999,7,25,CRIFLOMAR,Beauty,Large Envelope,FBA,11.20 x 3.80 x 3.90 cm,0.09,N/A,"Nov 25, 2016",,No,113,CRIFLOMAR
Eubos Skin Rest,B00E67C4EI,Cream,https://www.amazon.de/dp/B00E67C4EI?psc=1,https://m.media-amazon.com/images/I/717NnAm69CL._SY355_.jpg,EUBOS,12.39,"5,065",982,500,"76,680.77","12,252.08",15,35,N/A,4.9,22,4.5,600,9,7,Amazon,Baby Products,Large Envelope,AMZ,11.50 x 3.90 x 3.90 cm,0.05,N/A,"Sep 3, 2008",,No,211,Amazon
SOS Derma Care Anti-Itching Cream Acute Intensive Care (100 ml) - Relieves Itching in Dry Skin & Neurodermatitis - With Panthenol & Micro Silver - Suitable for Adults & Children,B0D3FD2SCD,Cream,https://www.amazon.de/dp/B0D3FD2SCD?psc=1,https://m.media-amazon.com/images/I/6105ZHoKVYL._AC_SY355_.jpg,SOS,5.95,"1,951","1,830",N/A,"15,726.63","10,869.78",177,695,N/A,3.44,1,4.4,148,9,27,,Beauty,Extra Large Envelope,FBA,14.50 x 4.20 x 6.40 cm,0.12,N/A,"May 23, 2024",,No,23,
"CeraVe Regenerating Hand Cream, Gentle Cream for Sensitive Skin, No Fragrances, for Neurodermatitis or Allergies, with Hyaluronic Acid and Essential Ceramides, 50 ml",B07C5W53C3,Cream,https://www.amazon.de/dp/B07C5W53C3?psc=1,https://m.media-amazon.com/images/I/71cTnXwJBKL._SX342_.jpg,CeraVe,4.54,"1,566","1,566",800,"10,761.37","10,755.14",165,840,AMZ,3.08,4,4.8,"5,553",7,52,Amazon,Beauty,Large Envelope,AMZ,10.83 x 3.40 x 5.10 cm,0.06,N/A,"Apr 13, 2018",,No,96,Amazon
"La Roche Posay Body Lotion for Itchy, Dry and Neurodermatitis Prone Skin, Reduces Itching, Strengthens Skin Protection Barrier, with Niacinamide and Shea Butter, Lipikar Baume AP+M, 200 ml",B08PHCW2DX,Cream,https://www.amazon.de/dp/B08PHCW2DX?psc=1,https://m.media-amazon.com/images/I/51ePUUkT69L._SX342_.jpg,La Roche-Posay,22.89,476,476,200,"10,601.32","10,599.99",188,"3,490",AMZ,N/A,1,4.8,"1,147",8,34,Amazon,Beauty,Extra Large Envelope,AMZ,16.00 x 4.50 x 7.30 cm,0.19,N/A,"Dec 3, 2020",,No,64,Amazon
Locobase Repair Cream - 72h Moisturising Cream for Very Dry & Cracked Skin - Body & Face Care - Regenerates the Skin Barrier - Fragrance-Free - Dermatologically Tested - 30 g,B0F3FJ6MCC,Cream,https://www.amazon.de/dp/B0F3FJ6MCC?psc=1,https://m.media-amazon.com/images/I/51AY0bkptWL._SY355_.jpg,Locobase,6.41,"1,891","1,148",500,"26,955.69","10,219.63",174,"1,006",AMZ,3.64,5,4.7,174,7,13,Amazon,Beauty,Extra Large Envelope,AMZ,13.00 x 4.10 x 4.60 cm,0.04,N/A,"Apr 2, 2025",,No,12,Amazon
"Allergika Med Face Cream, Long-Lasting Regeneration of a Damaged Skin Barrier, 50 ml",B0953KCDHY,Cream,https://www.amazon.de/dp/B0953KCDHY?psc=1,https://m.media-amazon.com/images/I/613V8kxXuaL._SX342_.jpg,Allergika,22.65,412,412,200,"10,047","10,044.71",84,"5,328",N/A,N/A,4,4.6,261,6,3,St. Bernward Apotheke,Beauty,Extra Large Envelope,MFN,12.50 x 4.20 x 4.30 cm,0.09,N/A,"May 18, 2021",,No,59,St. Bernward Apotheke
"- Evolsin® psoriasis balm / ointment, cream, effective relief thanks to unique patented action, soothes irritated, itchy and dry skin",B07G68HMVM,Cream,https://www.amazon.de/dp/B07G68HMVM?psc=1,https://m.media-amazon.com/images/I/71rlJAsw-EL._SX342_.jpg,Evolsin,19.79,488,488,300,"9,732.33","9,732.19",133,"5,372",DE,6.01,2,4.1,"1,103",9,3,Evolsin,Health & Personal Care,Extra Large Envelope,FBA,15.00 x 4.40 x 4.70 cm,0.14,N/A,"Aug 5, 2018",,No,92,Evolsin
"SIRIDERMA HYDRO Intensive Cream - Care for Irritated, Itchy Skin for Neurodermatitis, Psoriasis & Rosacea | Relieves Itching & Burning, Reduces Redness | Perfume Free, 150 ml",B00862A392,Cream,https://www.amazon.de/dp/B00862A392?psc=1,https://m.media-amazon.com/images/I/616v1pbEH-L._SX355_.jpg,SIRIDERMA,42.6,464,228,100,"14,828.11","9,720.29",174,"7,163",DE,10.8,1,4.5,394,10,4,Barbara Seitz,Beauty,Extra Large Envelope,FBA,20.20 x 4.40 x 5.20 cm,0.19,N/A,"May 25, 2012",,No,167,Barbara Seitz
