Display Order,Product Details,ASIN,URL,Image URL,Brand,Price  €,Parent Level Sales,ASIN Sales,Recent Purchases,Parent Level Revenue,ASIN Revenue,Title Char. Count,BSR,Seller Country/Region,Fees  €,Active Sellers,Ratings,Review Count,Images,Review velocity,Buy Box,Category,Size Tier,Fulfillment,Dimensions,Weight,ABA Most Clicked,Creation Date,Sponsored,Best Seller,Seller Age (mo),Seller
28,"Mixa Panthenol Comfort Skin Soothing Cream, Sensitive & Eczema-Prone Skin, 13% Panthenol, Glycerin, Omega 6&9, Face/Body/Hands/Babies/Children/Adults, Highly Compatible, 400 ml | 13% panthenol, glycerine, omega 6 & 9, sensitive & eczema prone skin, face/body/hands, babies/children/adults",B0BPSWK6Y5,https://www.amazon.de/dp/B0BPSWK6Y5?psc=1,https://m.media-amazon.com/images/I/71KX5HBOqmL._SY355_.jpg,Mixa,5.87,"8,231","8,231","4,000","57,428.31","57,428.28",288,117,AMZ,4.01,8,4.6,"2,435",11,111,Amazon,Beauty,Small Parcel,AMZ,9.00 x 8.90 x 9.00 cm,0.45,N/A,"Dec 12, 2022",,No,43,Amazon
29,Eucerin Atopicontrol lotion.,B00FXQ6G5Y,https://www.amazon.de/dp/B00FXQ6G5Y?psc=1,https://m.media-amazon.com/images/I/61fl1Xm4TYL._SX342_.jpg,Eucerin,19.12,941,941,500,"21,394.34","21,394.35",28,"3,679",AMZ,6.49,5,4.5,298,7,4,Amazon,Beauty,Large Envelope,AMZ,21.80 x 3.90 x 8.30 cm,0.45,N/A,"Oct 16, 2013",,No,153,Amazon
30,Eucerin Atopi Olio Det 400ml,B07CJDK8D8,https://www.amazon.de/dp/B07CJDK8D8?psc=1,https://m.media-amazon.com/images/I/61AMXVgOGKL._SX342_.jpg,Eucerin,14.87,704,704,300,"12,470.75","12,470.74",28,"2,772",AMZ,5.73,2,4.6,583,6,9,Amazon,Beauty,Large Envelope,AMZ,21.90 x 3.50 x 8.30 cm,0.44,N/A,"Dec 11, 2013",,No,151,Amazon
31,"Uriage Xemose C8+ Anti-Itching Balm 500 ml - Nourishes, Repairs, Soothes - Very Dry, Atopic Skin - 8 Biomimetic Ceramides & 10% Shea Butter - Face & Body - Fragrance-Free",B07JDLL4LP,https://www.amazon.de/dp/B07JDLL4LP?psc=1,https://m.media-amazon.com/images/I/61d+hZ5AsQL._SY355_.jpg,Uriage,21,220,220,100,"4,620.74","4,620.76",170,"11,196",CH,6.55,18,4.1,"1,682",9,52,DERMA EU,Beauty,Small Parcel,FBA,20.50 x 6.60 x 6.70 cm,0.53,N/A,"Sep 29, 2018",,No,94,DERMA EU
32,Uriage Xemose Cleansing Soothing Oil 500ml,B06XXWTV3H,https://www.amazon.de/dp/B06XXWTV3H?psc=1,https://m.media-amazon.com/images/I/71H2h7cq2pL._SY355_.jpg,Uriage,14.83,583,194,100,"9,927.46","2,968.88",42,"3,349",CH,5.67,18,4.5,"2,054",9,35,DERMA EU,Beauty,Small Parcel,FBA,20.50 x 6.30 x 6.40 cm,0.62,N/A,"May 11, 2017",,No,110,DERMA EU
33,Heldengrün Organic Almond Oil [100% Natural] - Dermatologically Tested - Baby Almond Oil - Gentle Care for Dry & Sensitive Skin - Almond Oil Cold Pressed,B0DX77NZQS,https://www.amazon.de/dp/B0DX77NZQS?psc=1,https://m.media-amazon.com/images/I/81R4pc7hfeL._SY355_.jpg,Heldengrün,12.56,"2,401",532,300,"44,206.94","7,956.92",153,"1,112",DE,5.71,2,4.8,199,8,9,Heldengrün,Health & Personal Care,Extra Large Envelope,FBA,14.50 x 4.70 x 4.90 cm,0.21,N/A,"Feb 14, 2025",,No,17,Heldengrün
34,"BIODERMA Atoderm Intensive Balm - Anti-Itching, Repairing and Nourishing Care - Very Dry, Irritated to Atopic Skin - Recommended by Dermatologists - Pump Bottle 500 ml",B0161ZC5GY,https://www.amazon.de/dp/B0161ZC5GY?psc=1,https://m.media-amazon.com/images/I/51j19A6MGZL._SY355_.jpg,Bioderma,25.17,611,459,300,"13,695.16","11,221.12",167,"4,637",N/A,7.65,31,4.8,"10,672",8,N/A,Schongau-apo,Beauty,Small Parcel,MFN,21.00 x 6.60 x 7.00 cm,0.55,N/A,"Oct 7, 2015",,No,129,Schongau-apo
35,"Penaten Ultra Sensitiv Baby Care Oil, perfume-free (1x 200ml)",B082VNQH9V,https://www.amazon.de/dp/B082VNQH9V?psc=1,https://m.media-amazon.com/images/I/71MYNUyVDpL._SY355_.jpg,Penaten,2.48,"1,523","1,045",500,"5,228.06","3,081.66",61,418,AMZ,3.98,2,4.6,598,6,16,Amazon,Baby Products,Large Envelope,AMZ,14.90 x 3.30 x 6.30 cm,0.19,N/A,"Jan 16, 2020",,No,78,Amazon
36,"Mixa Panthenol Body Lotion XXL, Itch-Relieving and Soothing Balm, with Panthenol and Vegetable Glycerine, for Sensitive, Sensitive Skin, Reduces Itching, Mixa Panthenol Comfort, 400 ml",B0CPT9MFYB,https://www.amazon.de/dp/B0CPT9MFYB?psc=1,https://m.media-amazon.com/images/I/613G9yBI4jL._SY355_.jpg,Mixa,5.04,"4,611","4,073","2,000","27,971.47","24,436.02",184,334,AMZ,3.17,7,4.6,"4,084",8,91,Amazon,Beauty,Large Envelope,AMZ,23.20 x 3.70 x 8.90 cm,0.44,N/A,"Dec 8, 2023",,No,31,Amazon
37,"Almond Oil for Skin (Body and Face) and Hair, Anti Streaks in Pregnancy, for Atopic Skin and Baby, Massage Oil, Moisturising. Rich in Vitamin E. 100% Pure - 1000 ml 1 L | 100% pure, rich in vitamin E, anti-streaks during pregnancy, for atopic skin and baby, moisturising",B07VR7Z936,https://www.amazon.de/dp/B07VR7Z936?psc=1,https://m.media-amazon.com/images/I/51xfOLoDqpL._SX342_.jpg,Oïléna,15.96,2,2,N/A,26.34,26.33,270,"74,972",ES,5.74,3,4.5,460,8,N/A,OmBiance,Beauty,Small Parcel,FBA,23.90 x 8.60 x 8.80 cm,0.98,N/A,"Jul 28, 2019",,No,84,OmBiance
38,Uriage Cleansing Oil 500ml,B06Y3NWF7D,https://www.amazon.de/dp/B06Y3NWF7D?psc=1,https://m.media-amazon.com/images/I/71JJCZBrfRL._SY355_.jpg,Uriage,13.32,414,190,100,"6,349.59","2,524.46",26,"8,559",CH,5.4,15,4.7,"3,277",7,44,DERMA EU,Beauty,Small Parcel,FBA,20.20 x 6.40 x 6.50 cm,0.6,N/A,"Jul 23, 2017",,No,108,DERMA EU
39,ZIAJA MED Fabric Softening Bath and Shower Oil Dermatological Formula for Atopic Skin 270ml,B0DGFHSB6G,https://www.amazon.de/dp/B0DGFHSB6G?psc=1,https://m.media-amazon.com/images/I/51DqoZEEXPL._SY355_.jpg,Ziaja,7.31,6,6,N/A,54.07,54.05,91,"88,837",AMZ,3.78,2,5,2,3,0,Amazon,Beauty,Extra Large Envelope,AMZ,18.50 x 5.40 x 5.50 cm,0.29,N/A,"Mar 27, 2025",,No,16,Amazon
40,ABENA Body Oil Spray with Vitamin E - Nourishing Massage Oil & Skin Oil for Very Dry and Sensitive Skin - For a Firmer Skin Feel - Vegan and Dermatologically Tested - 200 ml,B0CFYBDK23,https://www.amazon.de/dp/B0CFYBDK23?psc=1,https://m.media-amazon.com/images/I/51Q8gK5jJCL._SY355_.jpg,ABENA,8.95,83,83,N/A,743.06,743.08,173,"28,717",DE,3.86,2,4.4,114,7,1,Citycare24 GmbH,Beauty,Extra Large Envelope,MFN,18.40 x 4.60 x 4.90 cm,0.19,N/A,"Jul 21, 2023",,No,36,Citycare24 GmbH
41,"Eucerin AtopiControl Soothing Light Balm 400 ml, Body Cream",B07YTKM7PN,https://www.amazon.de/dp/B07YTKM7PN?psc=1,https://m.media-amazon.com/images/I/61bIwDuN4xL._SX342_.jpg,Eucerin,18.48,"1,470","1,470",800,"32,476.74","32,476.73",59,"1,511",AMZ,6.77,6,4.6,803,6,13,Amazon,Beauty,Extra Large Envelope,AMZ,20.80 x 5.70 x 8.80 cm,0.43,N/A,"Oct 8, 2019",,No,81,Amazon
42,Eucerin AtopiControl 40 ml,B00FXR2XAU,https://www.amazon.de/dp/B00FXR2XAU?psc=1,https://m.media-amazon.com/images/I/61lhqlVxC4L._SX342_.jpg,Eucerin,10.89,226,226,100,"3,588.92","3,588.94",26,"8,460",AMZ,5.33,6,4.3,646,7,3,Amazon,Beauty,Large Envelope,AMZ,14.60 x 2.80 x 4.50 cm,0.05,N/A,"Oct 10, 2013",,No,153,Amazon
43,"SVR - Topialyse Huile Lavante - 24H Replenishing, Itch-Relieving Cleansing Oil - For Dry to Atopic Skin - Omegas 3-6-9, Niacinamide, Prebiotics - 1000ml",B09D8SW19S,https://www.amazon.de/dp/B09D8SW19S?psc=1,https://m.media-amazon.com/images/I/61pEzoLLLyL._SY355_.jpg,SVR,14.47,55,37,N/A,"1,085.48",823.29,152,"15,674",FR,6.04,15,4.6,"1,669",8,66,Cosmeco,Beauty,Small Parcel,FBA,23.30 x 8.30 x 8.80 cm,1.17,N/A,"Aug 21, 2021",,No,59,Cosmeco
44,"frei öl Hydrolipid Foot Cream, 24-Hour Moisture and Regeneration of the Skin Protection Barrier, Against Calluses, Dermatologically Tested, Vegan, 75 ml",B0896SC5HS,https://www.amazon.de/dp/B0896SC5HS?psc=1,https://m.media-amazon.com/images/I/61lAcbWAJgL._SY355_.jpg,frei öl,4.53,78,78,50,418.96,418.95,152,"21,808",AMZ,4.11,11,4.5,101,1,1,Amazon,,Large Envelope,AMZ,13.00 x 4.00 x 5.70 cm,0.09,N/A,"Mar 1, 2020",,No,76,Amazon
45,"Sebamed Shower Oil 200 ml, Shower Oil for Men and Women, with Avocado Oil, Intensive Nourishing Soap-free Cleansing for Sensitive and Dry Skin",B0FJG2NG53,https://www.amazon.de/dp/B0FJG2NG53?psc=1,https://m.media-amazon.com/images/I/51E5NyKM-LL._SX342_.jpg,SEBAMED,3.66,"1,333","1,333",600,"5,150.86","5,150.87",142,"1,706",AMZ,3.04,4,4.6,90,4,5,Amazon,Beauty,Large Envelope,AMZ,15.80 x 3.60 x 6.30 cm,0.23,N/A,"Jul 22, 2025",,No,12,Amazon
46,"Uriage Xémose Cleansing Soothing Oil 1 L - Face & Body Wash for Dry Skin, Prone to Eczema - Cleans, Nourishes & Offers Long-Lasting Comfort - Soap Free",B00P9YV0Z6,https://www.amazon.de/dp/B00P9YV0Z6?psc=1,https://m.media-amazon.com/images/I/71KTsnhUrPL._SY355_.jpg,Uriage,15.08,583,359,200,"9,927.46","6,582.31",151,"3,349",N/A,7.2,14,4.5,"2,054",9,33,DTC Market,Beauty,Small Parcel,FBA,24.30 x 8.30 x 8.30 cm,1.23,N/A,"Aug 27, 2014",,No,143,DTC Market
47,"BIODERMA Atoderm 2-in-1 Oil for Normal to Dry Skin, 150 ml Oil",B0C8BWL2ZV,https://www.amazon.de/dp/B0C8BWL2ZV?psc=1,https://m.media-amazon.com/images/I/41kz0qKvzSL._SY355_.jpg,Bioderma,19.84,22,22,N/A,533.55,533.56,62,"34,522",N/A,6.61,20,4.5,205,7,2,Unique PrimeX,Beauty,Large Envelope,FBA,17.00 x 3.80 x 4.00 cm,0.15,N/A,"Jun 17, 2023",,No,37,Unique PrimeX
48,"LaVita Squalane Care Oil 100 ml Vegan Made of Virgin Olive Oil Moisturising Oil without Fragrances, 100% Vegetable Moisturiser with Deep Effect for Dry Skin",B0CDCNK931,https://www.amazon.de/dp/B0CDCNK931?psc=1,https://m.media-amazon.com/images/I/51kXNbPgdQL._SY355_.jpg,Soulgoods,10.91,294,294,100,"3,848.09","3,848.08",156,"8,260",DE,5.01,4,4.4,235,4,10,ELBKAISER - Preise inkl. MwSt,Beauty,Large Envelope,FBA,9.90 x 3.90 x 4.20 cm,0.09,N/A,"Aug 1, 2023",,No,35,ELBKAISER - Preise inkl. MwSt
49,"La Roche-Posay Lipikar Dusch- und Badeöl AP+ Rückfettendes Duschgel - Badeöl für juckende, trockene und empfindliche Haut",B07Q6FG1T6,https://www.amazon.de/dp/B07Q6FG1T6?psc=1,https://m.media-amazon.com/images/I/712wWJdi+dL._SX342_.jpg,La Roche-Posay,18.42,"1,443",500,400,"34,171.37","8,675.16",121,"1,537",AMZ,7.22,1,4.6,"3,379",1,68,Amazon,Beauty,Extra Large Envelope,AMZ,20.10 x 5.50 x 5.50 cm,0.48,N/A,"Jan 9, 2019",,No,90,Amazon
50,"frei öl Bodyconcept BodyBalm Sensitive, Soothes the Skin & Strengthens the Microbiome, Helps Actively Strengthen and Rebuild the Skin Protection Barrier, Skin Care, Hyaluron, Vegan, 250 ml",B0B9174MWV,https://www.amazon.de/dp/B0B9174MWV?psc=1,https://m.media-amazon.com/images/I/517Sa8C1OZL._SY355_.jpg,frei öl,8.39,31,31,N/A,273.97,273.97,188,"42,278",AMZ,3.41,5,4.3,79,5,1,Amazon,Beauty,Large Envelope,AMZ,17.90 x 3.40 x 6.10 cm,0.27,N/A,"Aug 8, 2022",,No,47,Amazon
51,"Eucerin AtopiControl Soothing Light Balm 200 ml, Basic Skin Care for Dry and Atopic Skin, Moisturising Body Cream with Ceramides and Licochalcone A",B08LYSVT7V,https://www.amazon.de/dp/B08LYSVT7V?psc=1,https://m.media-amazon.com/images/I/61ZbtV6HpWL._SY355_.jpg,Eucerin,14.5,174,174,100,"2,993.93","2,993.92",147,"12,689",AMZ,5.8,4,4.8,47,8,0,Amazon,Beauty,Extra Large Envelope,AMZ,16.60 x 4.80 x 6.00 cm,0.23,N/A,"Jan 1, 2009",,No,210,Amazon
52,parent830638-0 parentv3 Skincare Oil 200 ml,B00B25PIXG,https://www.amazon.de/dp/B00B25PIXG?psc=1,https://m.media-amazon.com/images/I/61gWtIKdfLL._SY355_.jpg,WELEDA,5.68,837,837,400,"6,739.94","6,739.94",43,727,AMZ,2.97,26,4.6,"1,699",10,10,Amazon,Baby Products,Large Envelope,AMZ,16.30 x 3.20 x 6.70 cm,0.22,N/A,"Aug 29, 2007",,No,227,Amazon
53,"Kneipp Derma Protect 10% Urea Body Milk Fragrance-Free - Medical Skin Care - For Very Dry Skin, Even with Atopic Dermatitis - 200 ml",B0FLQ91J7B,https://www.amazon.de/dp/B0FLQ91J7B?psc=1,https://m.media-amazon.com/images/I/81LJJtR1y0L._SY355_.jpg,Kneipp,7.52,406,406,200,"3,630.94","3,630.94",132,"5,024",AMZ,3.8,13,4.6,85,7,3,Amazon,Beauty,Extra Large Envelope,AMZ,17.80 x 5.10 x 6.60 cm,0.23,N/A,"Aug 8, 2025",,No,11,Amazon
54,"PAEDIPROTECT Care Oil for Babies & Children, 200 ml, Baby Oil with Almond Oil for Young Skin, Body Oil for Mild Skin Care and Cleaning in the Nappy Area, Skin Oil without Perfume and Microplastic, Vegan",B07M8B7LTY,https://www.amazon.de/dp/B07M8B7LTY?psc=1,https://m.media-amazon.com/images/I/71-JES2Jz7L._SY355_.jpg,PaediProtect,3.32,80,80,200,315.42,315.42,202,"1,464",AMZ,3.01,2,4.5,335,5,0,Amazon,Baby Products,Large Envelope,AMZ,16.80 x 3.10 x 6.70 cm,0.21,N/A,"Jan 7, 2019",,No,90,Amazon
55,"Topicrem - CICA+ Concentrated Oil for Stretch Marks and Scars - Steamed, Helps Prevent, Soothes, Moisturises 24 Hours - Face & Body Care for Sensitive Skin - Non",B0B5B2HG2W,https://www.amazon.de/dp/B0B5B2HG2W?psc=1,https://m.media-amazon.com/images/I/51K1t2jvhKL._SY355_.jpg,Topicrem,14.44,14,14,N/A,224.67,224.68,161,"47,966",AMZ,5.81,11,4.5,580,7,0,Amazon,Beauty,Extra Large Envelope,AMZ,13.30 x 4.20 x 4.40 cm,0.12,N/A,"Jun 28, 2022",,No,49,Amazon
56,Eucerin pH5 Shower Oil 200ml Gel,B07CZ9M715,https://www.amazon.de/dp/B07CZ9M715?psc=1,https://m.media-amazon.com/images/I/61Xj+LswZlL._SX342_.jpg,Eucerin,15.04,225,213,100,"4,088.33","3,928.26",32,"6,660",AMZ,5.63,7,4.5,815,7,9,Amazon,Beauty,Large Envelope,AMZ,21.70 x 3.60 x 7.90 cm,0.44,N/A,"May 10, 2018",,No,98,Amazon
57,"Almond Oil for Skin (Body and Face) and Hair, Anti Streaks in Pregnancy, for Atopic Skin and Baby, Massage Oil, Moisturising. Rich in Vitamin E. 100% Pure - 5000 ml 5 L",B09MFKXBFX,https://www.amazon.de/dp/B09MFKXBFX?psc=1,https://m.media-amazon.com/images/I/71aXMI-wGtL._AC_SY355_.jpg,Oïléna,41.17,11,2,N/A,262.95,72.57,168,"112,842",ES,12.77,1,4.4,36,9,0,OmBiance,Beauty,Standard Parcel,FBA,33.00 x 18.50 x 24.60 cm,4.84,N/A,"Nov 23, 2021",,No,56,OmBiance
58,"Eucerin AtopiControl Soothing Ultralight Hydro Lotion 400 ml, Basic Skin Care for Dry and Atopic Skin, Moisturising Body Cream with Licochalcone A and Hyaluronic Acid",B0DVZNZMDM,https://www.amazon.de/dp/B0DVZNZMDM?psc=1,https://m.media-amazon.com/images/I/61CWQQ3EHFL._SX342_.jpg,Eucerin,22.94,176,176,100,"4,582.58","4,582.56",166,"12,032",AMZ,3.47,4,4.7,137,7,6,Amazon,Beauty,Extra Large Envelope,AMZ,21.30 x 5.60 x 9.00 cm,0.42,N/A,"Feb 19, 2025",,No,17,Amazon
59,Oilve Oil Body Balsam 250 ml,B001NYRTQU,https://www.amazon.de/dp/B001NYRTQU?psc=1,https://m.media-amazon.com/images/I/41WmFe4233L._SY355_.jpg,Medipharma Cosmetics,12.43,746,396,200,"12,583.22","5,836.39",28,"3,118",AMZ,6.65,20,4.7,528,5,8,Amazon,Beauty,Small Parcel,AMZ,9.30 x 6.90 x 9.00 cm,0.32,N/A,"Jul 11, 2008",,No,216,Amazon
60,"Evolsin Eczema & Neurodermitis Cream/Ointment Relieves Itching & Soothes The Skin Aids With Irritated, Dry, Itchy, Irritated Skin",B07H3B8J76,https://www.amazon.de/dp/B07H3B8J76?psc=1,https://m.media-amazon.com/images/I/61Uy29QmUtL._SY355_.jpg,Evolsin,13.87,"1,328","1,328",700,"22,515.18","22,515.16",131,"3,328",AMZ,3.04,14,4.2,"2,840",8,7,,Health & Personal Care,Extra Large Envelope,AMZ,14.30 x 4.20 x 4.50 cm,0.07,N/A,"Sep 17, 2018",,No,94,
61,"LABORATORIOS BABÉ Soothing SOS Spray, 30 ml, Leak-proof Technology, Soothes and Relieves Irritated and Atopic Skin, Moisture and Elasticity with Prebiotics and Probiotics, Instant",B09Q8PTZM1,https://www.amazon.de/dp/B09Q8PTZM1?psc=1,https://m.media-amazon.com/images/I/41ZPe3xcmsL._SY355_.jpg,LABORATORIOS BABE,16.26,0,0,N/A,0,0,179,"272,682",PT,N/A,2,5,5,N/A,0,Be and Care,Health & Personal Care,N/A,MFN,N/A,N/A,N/A,N/A,,No,N/A,Be and Care
62,"Hautöl, 50 ml oil",B00E4ZU020,https://www.amazon.de/dp/B00E4ZU020?psc=1,https://m.media-amazon.com/images/I/71GKqcuRkbS._SY355_.jpg,Befelka,11.31,17,17,N/A,226.29,226.27,17,"84,399",N/A,5.2,11,4.3,92,5,0,Schongau-apo,Beauty,Large Envelope,MFN,10.30 x 3.90 x 4.10 cm,0.11,N/A,"Jul 22, 2013",,No,156,Schongau-apo
63,Instituto Español I.Spanish Oleogel P.Atop 300 ml,B087KC4NLB,https://www.amazon.de/dp/B087KC4NLB?psc=1,https://m.media-amazon.com/images/I/61yEIZ7CBhS._SY355_.jpg,Instituto Español,5.21,5,5,N/A,42.9,42.9,49,"185,798",AMZ,3.15,5,4.2,902,1,10,Amazon,Beauty,Extra Large Envelope,AMZ,21.40 x 4.10 x 8.30 cm,0.36,N/A,"May 3, 2020",,No,74,Amazon
64,Topicrem Atopic Skin AD Emollient Balm 500ml,B00PAUP3J8,https://www.amazon.de/dp/B00PAUP3J8?psc=1,https://m.media-amazon.com/images/I/51sBe8myOhL._SY355_.jpg,Topicrem,13.03,76,65,N/A,"1,198.66","1,020.19",44,"17,119",AMZ,6.79,14,4.6,"1,992",7,34,Amazon,Beauty,Small Parcel,AMZ,20.30 x 6.10 x 6.30 cm,0.55,N/A,"Oct 13, 2014",,No,141,Amazon
65,"Neuroderm Almond Oil Bath, 200 ml - Medical Bath Oil for Dry Skin and Treatment for Eczema, Psoriasis & Itching | Skin Soothing Bath Additive with Natural Almond Oil",B00EXVBBTQ,https://www.amazon.de/dp/B00EXVBBTQ?psc=1,https://m.media-amazon.com/images/I/714L7cdu+sL._AC_SY355_.jpg,InfectoPharm,11.56,3,2,N/A,42.95,27.98,165,N/A,N/A,4.24,13,4.7,339,1,0,Schongau-apo,,Large Envelope,MFN,4.00 x 5.00 x 10.00 cm,0.28,N/A,"Dec 14, 2012",,No,163,Schongau-apo
