Product Details,ASIN,URL,Image URL,Brand,Price  €,ASIN Revenue,BSR,Ratings,Review Count,Creation Date,Seller Age (mo)
Universal Insect Spray – 750 ml Vermin Spray for Home – Effective Repellent for Insect Infestation – Works Immediately (PT19) (750 ml),B0GPQHFZ2D,https://www.amazon.de/dp/B0GPQHFZ2D?psc=1,https://m.media-amazon.com/images/I/61qszDWqYsL._AC_SY355_.jpg,inseko,16.99,404.71,"17,782",5,2,"Feb 23, 2026",1
"Universal insect spray, 750 ml, vermin spray for home, effective repellent against insect infestation, works immediately (PT19) (1500 ml)",B0GPQ4S9YT,https://www.amazon.de/dp/B0GPQ4S9YT?psc=1,"https://m.media-amazon.com/images/I/719-gmCvPyL._AC_SY355_PIbundle-2,TopRight,0,0_SH20_.jpg",inseko,28.99,175.03,"17,782",5,2,"Feb 23, 2026",1
Universal Insect Spray – 750 ml Vermin Spray for Home – Effective Repellent for Insect Infestation – Works Immediately (PT19) (2250 ml),B0GPQBHTR4,https://www.amazon.de/dp/B0GPQBHTR4?psc=1,"https://m.media-amazon.com/images/I/71dBF43MG8L._AC_SY355_PIbundle-3,TopRight,0,0_SH20_.jpg",inseko,38.99,0,"17,782",5,2,"Feb 23, 2026",1
"Patronus Insect Spray with Instant Effect 500 ml - Effective Repellent Against Flying & Crawling Insects, Vermin Spray, Highly Effective Alternative to Insect Spray, Flies & Cockroaches Poison",B0G5RWKTQM,https://www.amazon.de/dp/B0G5RWKTQM?psc=1,https://m.media-amazon.com/images/I/71SnR7tjzdL._AC_SY355_.jpg,Patronus,19.95,353.43,"17,687",4.1,7,"Dec 8, 2025",3
"Patronus Insect Spray with Instant Effect 1000 ml, Effective Repellent Against Flying & Crawling Insects, Vermin Spray, Highly Effective Alternative to Insect Spray, Flies & Cockroaches Poison",B0G5SC5SHC,https://www.amazon.de/dp/B0G5SC5SHC?psc=1,https://m.media-amazon.com/images/I/71tquIx4-ML._AC_SY355_.jpg,Patronus,34.95,309.5,"17,686",4.1,7,"Dec 8, 2025",3
"Patronus Insect Spray with Immediate Effect, 3 Litres, Effective Repellent Against Flying & Crawling Insects, Vermin Spray, Highly Effective Alternative to Insect Spray, Flies & Cockroaches Poison",B0G5RHG1M3,https://www.amazon.de/dp/B0G5RHG1M3?psc=1,https://m.media-amazon.com/images/I/81sUvyFYCHL._AC_SY355_.jpg,Patronus,59.95,265.4,"17,686",4.1,7,"Dec 8, 2025",3
"Patronus Universal Insect Spray for Home with Instant Protection 750 ml for Repelling Numerous Insects - Highly Effective Vermin Spray with Subtle Citrus Fragrance, Made in Germany",B0F2TMNKFL,https://www.amazon.de/dp/B0F2TMNKFL?psc=1,https://m.media-amazon.com/images/I/71Wm+bxuZVL._AC_SY355_.jpg,Patronus,19.95,"18,389.9",908,4.2,"1,152","Mar 28, 2025",12
"Ardap Repell pest spray, 2 x 750 ml, insect spray for acute vermin infestation, repels insect infestation, insect spray home, pest-free, works quickly and effectively (PT19)",B0DG94KWXL,https://www.amazon.de/dp/B0DG94KWXL?psc=1,https://m.media-amazon.com/images/I/61+Zwe5LZkL._AC_SY355_.jpg,ARDAP,31.99,"17,001.5",38,4,"3,054","Sep 6, 2024",18
"Insect Spray Acute Against Bugs - Instant Effect with Long-Term Protection Against Ants, Mosquitoes, Flies, Silverfish, Spiders and much more - Spray for Home + Garden 600 ml (Perfume Free)",B0FGYYMHY6,https://www.amazon.de/dp/B0FGYYMHY6?psc=1,https://m.media-amazon.com/images/I/71mf4JimcuL._AC_SY355_.jpg,Heimwert,13.97,"9,186.2","4,787",4.5,19,"Jul 7, 2025",8
ARDAP Repell Fly Spray 400 ml - Best Remedy Against Flies - Fly Spray Home - Insect Spray & Vermin Spray - Pest Free - Ideal for Window Frames - Works Quickly and Effectively (PT19),B0DG5ZKLHL,https://www.amazon.de/dp/B0DG5ZKLHL?psc=1,https://m.media-amazon.com/images/I/61zGX3b7atL._AC_SY355_.jpg,ARDAP,12.99,"8,355.62",38,4,"3,054","Sep 5, 2024",18
"Insect Spray & Vermin Spray 500 ml – Effective Insect Spray for Indoor & Home – Also Helps as a Spin Spray, Fly Spray, Fruit Fly Spray, etc.",B0DT4PH2NW,https://www.amazon.de/dp/B0DT4PH2NW?psc=1,https://m.media-amazon.com/images/I/71VV5nIixWL._AC_SY355_.jpg,HomeBugProtect,16.9,"5,570.6","4,697",4.1,110,"Jan 15, 2025",14
"Envira Universal Insect Spray 500 ml - Bug Spray Against Insects in the Home - Repellent Spray Against Silverfish, Fungus Gnats, Fruit Flies, Cockroaches, etc. - Subtle Citrus Fragrance, Low Odour",B0DW47NMDC,https://www.amazon.de/dp/B0DW47NMDC?psc=1,https://m.media-amazon.com/images/I/61wodhJt9FL._SX342_.jpg,Envira,21.9,"4,497.45","2,342",4.3,"2,524","Jun 29, 2022",45
Autan Protection Plus Spray Multi-Insect Protection against Mosquitoes and Ticks Pack of 1 (1 x 100 ml),B0762Y1ZF7,https://www.amazon.de/dp/B0762Y1ZF7?psc=1,https://m.media-amazon.com/images/I/71tsuBMNw4L._AC_SY355_.jpg,Autan,6.95,"4,479.91","2,280",4.5,"1,993","Apr 25, 2017",107
ARDAP Repell Fly Spray 2 x 400 ml - Best Remedy Against Flies - Fly Spray Home - Insect Spray & Vermin Spray - Pest-Free - Works Quickly and Effectively (PT19),B0DZ6SY328,https://www.amazon.de/dp/B0DZ6SY328?psc=1,https://m.media-amazon.com/images/I/61ifhK-pFaL._AC_SY355_.jpg,ARDAP,25.1,"3,503.84","5,665",4.4,200,"Mar 4, 2025",12
"Patronus Universal Insect Spray for Home with Instant Protection 2 x 750 ml to Repel Numerous Insects - Highly Effective Vermin Spray with Subtle Citrus Fragrance, Made in Germany",B0FNX7GPH1,https://www.amazon.de/dp/B0FNX7GPH1?psc=1,"https://m.media-amazon.com/images/I/81SVe1lsS2L._AC_SY355_PIbundle-2,TopRight,0,0_SH20_.jpg",Patronus,36.95,"3,216.51",908,4.2,"1,152","Aug 27, 2025",7
"Nexa Lotte Insect Spray Insecticide-Free, 300 ml - Against Answering Insects such as Flies, Wasps, Mosquitoes, Ants, Fleas and Bed Bugs",B0DNTGK8N1,https://www.amazon.de/dp/B0DNTGK8N1?psc=1,https://m.media-amazon.com/images/I/61lt302ElqL._AC_SY355_.jpg,Nexa Lotte,5.99,"2,894.95","1,921",3.7,45,"Nov 22, 2024",16
"Envira Universal Insect Repellent Spray 5 Litres - Spray with Long-Lasting Effect Against Fungus Gnats, Silverfish, Food Moths and Other Vermin - Remedy Against Insects",B00GC6FQMI,https://www.amazon.de/dp/B00GC6FQMI?psc=1,https://m.media-amazon.com/images/I/518rS6kC6wL._SX342_.jpg,Envira,59.9,"2,866.06","2,342",4.3,"2,524","Aug 25, 2019",79
"Envira Universal Insect Spray – Insecticide with Long-Lasting Effect – Insect Protection, Water-Based, Odourless – 2 Litres",B00EWPD0J2,https://www.amazon.de/dp/B00EWPD0J2?psc=1,https://m.media-amazon.com/images/I/51A8DO+pa7L._SX342_.jpg,Envira,39.9,"2,457.82","2,342",4.3,"2,524","Aug 25, 2019",79
"Envira Effect Insect Spray 500 ml - Extra Strong Vermin Spray Against Insects in the Home - Repellent Spray Against Silverfish, Fungus Gnats, Fruit Flies, Cockroaches & More - Low Odour",B0DZDB772T,https://www.amazon.de/dp/B0DZDB772T?psc=1,https://m.media-amazon.com/images/I/61OE37w-EIL._AC_SY355_.jpg,Envira,21.9,"2,450.25","5,957",4.3,"1,398","Mar 5, 2025",12
"HOTREGA Vermin Spray Repellent 600 ml | Quick Immediate Effect with Long-Term Protection | For Indoor and Outdoor Use | Against Ants, Ticks, Fleas and Much More",B0FQJPMFWR,https://www.amazon.de/dp/B0FQJPMFWR?psc=1,https://m.media-amazon.com/images/I/61B067yAdhL._AC_SY355_.jpg,HOTREGA,19.99,"2,237.04","12,506",4.2,21,"Sep 10, 2025",6
"Neudorff Permanent Vermin Stop – Ready-to-Use Vermin Spray with Reliable Immediate Effect Against Crawling and Flying Insects, 500 ml",B0DLWFTSQM,https://www.amazon.de/dp/B0DLWFTSQM?psc=1,https://m.media-amazon.com/images/I/71Td2S905ZL._AC_SY355_.jpg,Neudorff,13.56,"2,175.23","7,430",3.9,192,"Nov 4, 2024",16
Universal Insect Spray 500 ml - for Home with Instant Protection to Repel Numerous Insects - Highly Effective Vermin Spray,B0G3VMWL3L,https://www.amazon.de/dp/B0G3VMWL3L?psc=1,https://m.media-amazon.com/images/I/61jg1ruIqSL._AC_SY355_.jpg,naturetrend,16.9,"2,124.19","1,184",4.2,685,"Nov 25, 2025",4
"ARDAP Repell pest spray, 2 x 400 ml, insect spray for acute vermin infestation, repels insect infestation, insect spray home, mosquito spray, pest-free, works quickly (PT19)",B0DZ6VPSBL,https://www.amazon.de/dp/B0DZ6VPSBL?psc=1,https://m.media-amazon.com/images/I/61NbOk64T8L._AC_SY355_.jpg,Bactador,25.5,"1,945.13","28,431",4.4,90,"Mar 4, 2025",12
Insect Spray 500 ml - Get Rid of Vermin Quickly & Effectively with Long-Lasting Effect - Highly Effective Fly Spray for Acute Vermin Infestation,B0DNQ1B6MC,https://www.amazon.de/dp/B0DNQ1B6MC?psc=1,https://m.media-amazon.com/images/I/71bRw7CF5xL._AC_SY355_.jpg,Gerobug,16.11,"1,927.34","6,207",4.2,119,"Nov 21, 2024",16
"Insect Spray for Home, 500 ml, Powerful Vermin Spray for Home, Basement and Balcony with Targeted Insecticide Effect for Quick and Reliable Protection",B0G3QFXSTY,https://www.amazon.de/dp/B0G3QFXSTY?psc=1,https://m.media-amazon.com/images/I/71O8bqhR5rL._AC_SY355_.jpg,PATTLER,15.99,"1,317.85","22,005",4.4,28,"Nov 24, 2025",4
Insektenspray 500ml | Anti Ungezieferspray gegen Insekten & Fliegen in der Wohnung | Effektives Fliegenspray & Ungeziefer Spray mit Langzeitwirkung | Universal Insektenabwehr für Balkon & Innenräume,B0F679QPTF,https://www.amazon.de/dp/B0F679QPTF?psc=1,https://m.media-amazon.com/images/I/71LBTNXv7sL._AC_SY355_.jpg,Futura-Shop,16.95,"1,174.99","28,211",4,48,"Apr 24, 2025",11
Universal Insect Spray 500 ml - Insect Spray Home Against Crawling & Flying Insects - Vermin Spray with PT19 Active Ingredient - Effective Insect Killer Spray & Anti Insects FUTUM,B0FXMWQ3BG,https://www.amazon.de/dp/B0FXMWQ3BG?psc=1,https://m.media-amazon.com/images/I/817RdxmPDnL._SX342_.jpg,Futum,14.99,"1,099.99","16,366",4.5,39,"Oct 24, 2025",5
Safe Protection Insect Spray - Ready-to-Use Liquid Against Crawling & Flying Insects - Without Aerosols 2 x 500 ml,B0GK8ZGS1J,https://www.amazon.de/dp/B0GK8ZGS1J?psc=1,"https://m.media-amazon.com/images/I/71cBx1XinHL._AC_SY355_PIbundle-2,TopRight,0,0_SH20_.jpg",AL Faras,28.85,918.43,"53,677",5,1,"Jan 27, 2026",2
ARDAP Repell Vermin Atomiser 2 x 500 ml - Anti Insect Spray - Vermin Spray & Fly Spray for Pest Infestation - Insect Spray - Pest-free - Pump Spray - Works Quickly (PT19),B0DZ6TNH7F,https://www.amazon.de/dp/B0DZ6TNH7F?psc=1,https://m.media-amazon.com/images/I/61mgwoJ8R6L._AC_SY355_.jpg,ARDAP,31.99,809.27,"35,601",4.3,29,"Mar 4, 2025",12
Insect Spray [Highly Effective] Vermin Spray with Instant Protection to Repel Crawling and Flying Insects - Highly Effective Vermin Spray for Indoor and Outdoor Use,B0GLNWZBQF,https://www.amazon.de/dp/B0GLNWZBQF?psc=1,https://m.media-amazon.com/images/I/61EzXyBgqLL._AC_SY355_.jpg,Animal Vita,16.95,672.23,"9,221",4.5,12,"Mar 10, 2026",0
"Ant Spray - Insect Spray Against Ants - Ant Bait Box - Based on Essential Oils - For Home, Patio, Balcony & Garden - Ant Repellent Spray - Germany (Insect Spray 500 ml)",B0GKQ3TZR5,https://www.amazon.de/dp/B0GKQ3TZR5?psc=1,https://m.media-amazon.com/images/I/71vv6J8G4rL._AC_SX355_.jpg,EICHENKRAFT,19.99,542.37,"24,283",N/A,0,"Feb 9, 2026",1
"Envira Universal Effect Insect Repellent Spray, 2 x 5 Litres, Extra Strong Spray with Long-Lasting Effect Against Fungus Gnats, Silverfish, Food Moths and Other Vermin - Remedy Against Insects",B004SBOHKQ,https://www.amazon.de/dp/B004SBOHKQ?psc=1,https://m.media-amazon.com/images/I/61AcqrXj9RL._AC_SY355_.jpg,Envira,109.9,497.63,"97,463",4.4,88,"Oct 23, 2019",77
"Envira Universal Insect Repellent Spray 2 Litres + 2 L Sprayer - Spray with Long-Lasting Effect Against Fungus Gnats, Silverfish, Food Moths and Other Vermin - Remedy Against Insects",B00GC5923I,https://www.amazon.de/dp/B00GC5923I?psc=1,"https://m.media-amazon.com/images/I/51lrsz6gDLL._AC_SY355_PIbundle-2,TopRight,0,0_SH20_.jpg",Envira,42.9,458.72,"48,526",3.8,203,"Nov 10, 2020",64
Envira 4x5ltr Insects Repellent Spray Plus Sprayer 2ltr,B00519Q9BY,https://www.amazon.de/dp/B00519Q9BY?psc=1,https://m.media-amazon.com/images/I/61yua9WjfcL._AC_SY355_.jpg,Envira,199.9,406.32,"199,004",4.8,9,"Jul 12, 2022",44
Envira Universal Insect Protection – Highly Effective Insect Spray with Long-Term Protection – Water-based Insecticide – 2 x 500 ml + 2 x 5 Litres,B00MADQ3ZG,https://www.amazon.de/dp/B00MADQ3ZG?psc=1,https://m.media-amazon.com/images/I/61C6hEqdB2L._AC_SY355_.jpg,Envira,130.9,365.7,"108,928",4.8,12,"Jun 8, 2020",69
"Envira Universal Insect Repellent Spray 2 x 5 Litres - Spray with Long-Lasting Effect Against Fungus Gnats, Silverfish, Food Moths and Other Vermin - Remedy Against Insects",B00GHNT9EM,https://www.amazon.de/dp/B00GHNT9EM?psc=1,https://m.media-amazon.com/images/I/6190AQ5N5+L._SX342_.jpg,Envira,95.9,360.63,"87,656",4.2,35,"Nov 10, 2020",64
"Envira Universal Effect Insect Repellent Spray 2 x 2 Litres - Extra Strong Spray with Long-Lasting Effect Against Fungus Gnats, Silverfish, Food Moths and Other Vermin - Remedy Against Insects",B00GFM4A3A,https://www.amazon.de/dp/B00GFM4A3A?psc=1,"https://m.media-amazon.com/images/I/61SBOCIcrlL._AC_SY355_PIbundle-2,TopRight,0,0_SH20_.jpg",Envira,69.9,351.91,"135,472",4.4,132,"Oct 7, 2019",77
Biocide-free insect repellent 2L - spray for insects and bugs control - insect repellent + immediate effect - insect spray & agent for vermin - repel stain free - insect repellent INSIGO,B093BFSCK7,https://www.amazon.de/dp/B093BFSCK7?psc=1,https://m.media-amazon.com/images/I/51DyX7hL65L._AC_SX355_.jpg,INSIGO,37.99,336.92,"100,567",4,16,"Apr 23, 2021",59
"Envira Universal Insect Repellent Spray 3 x 5 Litres - Spray with Long-Lasting Effect Against Fungus Gnats, Silverfish, Food Moths and Other Vermin - Remedy Against Insects",B005Z0F3OI,https://www.amazon.de/dp/B005Z0F3OI?psc=1,https://m.media-amazon.com/images/I/51o7y8pcHCL._AC_SY355_.jpg,Envira,143.9,315.34,"160,593",3.9,13,"Oct 23, 2019",77
Against Beetles! - Insect Repellent Canister - 5 L - Ready to Use - Protection Against Stock & Material Pests - For Indoor Use - Long-Term Protection - Up to 200 m² - PT19 Repellent,B0FH1WH8NY,https://www.amazon.de/dp/B0FH1WH8NY?psc=1,https://m.media-amazon.com/images/I/71Sh7CZ2QvL._SX342_.jpg,Panteer,69.99,296.51,"155,884",4.7,4,"Jul 8, 2025",8
"Insect Protection Set of 4 - Insect Spray with Eucalyptus Oil Against Mosquitoes, Flies, Wasps & Crawling Insects - For Home, Garden & Patio - Includes Table Pot",B0GQZ8NLPQ,https://www.amazon.de/dp/B0GQZ8NLPQ?psc=1,https://m.media-amazon.com/images/I/71HDNN0IK7L._AC_SY355_.jpg,AL Faras,34.9,263.34,"94,873",N/A,0,"Apr 9, 2025",11
"Envira Universal Insect Repellent Spray 5 Litres + 2 L Pressure Sprayer - Spray with Long-Lasting Effect Against Fungus Gnats, Silverfish, Food Moths and Other Vermin - Remedy Against Insects",B00GMIMQ8S,https://www.amazon.de/dp/B00GMIMQ8S?psc=1,https://m.media-amazon.com/images/I/51FsbdHjaQL._SX342_.jpg,Envira,59.9,257.48,"48,379",3.9,25,"Nov 10, 2020",64
"Envira Universal Insect Repellent Spray 500 ml + 5 Litres - Spray with Long-Lasting Effect Against Fungus Gnats, Silverfish, Food Moths and Other Vermin - Remedy Against Insects",B00GMIVHC4,https://www.amazon.de/dp/B00GMIVHC4?psc=1,https://m.media-amazon.com/images/I/51Ghk71+CxL._SX342_.jpg,Envira,64.9,200.83,"138,817",3.8,26,"Oct 23, 2019",77
"Neudorff Permanent Vermin Stop Spray - Reliable Instant Effect Against Flies, Fleas, Silverfish, Mites and Other Vermin - For Indoor and Outdoor Use, 300 ml",B0GR1DQRCJ,https://www.amazon.de/dp/B0GR1DQRCJ?psc=1,https://m.media-amazon.com/images/I/71ctmwvZL1L._AC_SY355_.jpg,Neudorff,10.9,196.01,"10,660",N/A,0,N/A,N/A
"Universal PYR+G Insect-OUT 500 ml Insect Spray Home (with Chrysamed Against Ants & Spiders) – Vermin Insect Spray, Also Works as a Spider Spray, Ant Spray, Fly Spray",B0DSWJVTQT,https://www.amazon.de/dp/B0DSWJVTQT?psc=1,https://m.media-amazon.com/images/I/71T6pocwghL._AC_SY355_.jpg,Insect-OUT,12.99,194.97,"32,729",3.9,6,"Jan 13, 2025",14
Silberkraft Universal Insect Spray 500 ml – Spray Against Bugs and Insects of All Types – Vermin Spray – Smells Pleasant of Lemon – Instant and Long-Term Effect,B09BNRCP6Z,https://www.amazon.de/dp/B09BNRCP6Z?psc=1,https://m.media-amazon.com/images/I/61OPb5YdHTL._AC_SY355_.jpg,Silberkraft,21.99,101.85,"143,135",3,4,"Sep 22, 2023",30
"Envira Universal Effect Insect Repellent Spray 500 ml + 5 Litres - Extra Strong Spray with Long-Lasting Effect Against Fungus Gnats, Silverfish, Food Moths & Bugs - Remedy Against Insects",B00B1DBUMW,https://www.amazon.de/dp/B00B1DBUMW?psc=1,https://m.media-amazon.com/images/I/61EUo6-WZFL._SX342_.jpg,Envira,75.9,46.53,"61,929",4.5,31,"Sep 28, 2021",54
Silence Universal Defence Spray 500ml,B0FCV5R6W6,https://www.amazon.de/dp/B0FCV5R6W6?psc=1,https://m.media-amazon.com/images/I/61t++xQs2iL._AC_SY355_.jpg,Silence,15.95,29.4,"254,073",N/A,0,"Jun 11, 2025",9
"Patronus Universal Insect Spray for Home with Instant Protection 3 x 750 ml to Repel Numerous Insects - Highly Effective Vermin Spray with Subtle Citrus Fragrance, Made in Germany",B0FNX7XT2B,https://www.amazon.de/dp/B0FNX7XT2B?psc=1,"https://m.media-amazon.com/images/I/81ENbKj-C8L._AC_SY355_PIbundle-3,TopRight,0,0_SH20_.jpg",Patronus,49.95,"2,960.49",908,4.2,"1,152","Aug 27, 2025",7
ARDAP Repell Wasp Spray 400 ml - Wasp Repellent - Anti Wasp Outdoor - Wasp Spray Instant Effect - Insect Spray Wasps - Spray Against Wasps - Works Quickly and Effectively (PT19),B0DG5YDWJB,https://www.amazon.de/dp/B0DG5YDWJB?psc=1,https://m.media-amazon.com/images/I/61t-hX5Sr3L._AC_SY355_.jpg,ARDAP,14.99,"2,966.17",38,4,"3,054","Sep 5, 2024",18
Envira Universal Insect Medium 2x500ml,B00GHJAVZC,https://www.amazon.de/dp/B00GHJAVZC?psc=1,https://m.media-amazon.com/images/I/518Y9wVspfL._SX342_.jpg,Envira,34.9,"1,099.74","2,342",4.3,"2,524","Nov 10, 2020",64
"Envira Universal Insect Repellent Spray 3 x 500 ml - Spray with Long-Lasting Effect Against Fungus Gnats, Silverfish, Food Moths and Other Vermin - Remedy Against Insects",B00GHK6KGU,https://www.amazon.de/dp/B00GHK6KGU?psc=1,https://m.media-amazon.com/images/I/61LJZhIHEOL._SX342_.jpg,Envira,54.9,606.84,"2,342",4.3,"2,524","Oct 22, 2019",77
"Envira Universal Insect Repellent Spray 500 ml + 2 Litres - Spray with Long-Lasting Effect Against Fungus Gnats, Silverfish, Food Moths and Other Vermin - Remedy Against Insects",B00EZ4L8TO,https://www.amazon.de/dp/B00EZ4L8TO?psc=1,https://m.media-amazon.com/images/I/61suCGFXJcL._SX342_.jpg,Envira,49.9,811.05,"2,342",4.3,"2,524","Sep 26, 2019",78
Envira Effect Insect Repellent 500ml and 2ltr,B00GDBNLTW,https://www.amazon.de/dp/B00GDBNLTW?psc=1,https://m.media-amazon.com/images/I/61sqmtbB6IL._AC_SY355_.jpg,Envira,55.9,439.37,"5,957",4.3,"1,398","Sep 27, 2019",78
"Envira Universal Effect Insect Repellent Spray, 2 Litres, Extra Strong Spray with Long-Lasting Effect Against Fungus Gnats, Silverfish, Food Moths and Other Vermin - Remedy Against Insects",B00GDHV79M,https://www.amazon.de/dp/B00GDHV79M?psc=1,https://m.media-amazon.com/images/I/51PZZcHlEVL._AC_SY355_.jpg,Envira,44.9,500.76,"5,957",4.3,"1,398","Aug 26, 2019",79
Envira Effect Vermin Medium 2x500ml,B00822Q156,https://www.amazon.de/dp/B00822Q156?psc=1,https://m.media-amazon.com/images/I/51YEVgvDU+L._AC_SY355_.jpg,Envira,34.9,"1,002.65","5,957",4.3,"1,398","Mar 21, 2022",48
"Envira Universal Effect Insect Repellent Spray 3 x 500 ml - Extra Strong Spray with Long-Lasting Effect Against Fungus Gnats, Silverfish, Food Moths and Other Vermin - Remedy Against Insects",B00GGGOKEY,https://www.amazon.de/dp/B00GGGOKEY?psc=1,https://m.media-amazon.com/images/I/61vndKG0ZwL._AC_SY355_.jpg,Envira,59.9,334.65,"5,957",4.3,"1,398","Oct 23, 2019",77
"Envira Universal Effect Insect Repellent Spray, 5 Litres, Extra Strong Spray with Long-Lasting Effect Against Fungus Gnats, Silverfish, Food Moths and Other Vermin - Remedy Against Insects",B00OY1VT0G,https://www.amazon.de/dp/B00OY1VT0G?psc=1,https://m.media-amazon.com/images/I/51hiOiA+V2L._AC_SY355_.jpg,Envira,69.9,"1,167.53","5,957",4.3,"1,398","Aug 27, 2019",79
"Neem Oil Spray 1000 ml - Natural Plant Care, Ready to Spray, Even with Exposure to Aphids, Spider Mites, Thrips and More - Neem Oil with Emulsifier for Plants, Refillable",B0FP2TJJ52,https://www.amazon.de/dp/B0FP2TJJ52?psc=1,https://m.media-amazon.com/images/I/61ObxJaEhHL._AC_SY355_.jpg,REINTHAL,13.9,"25,376.6",229,4.3,167,"Aug 28, 2025",7
BIODELTA LTK-008 Insect Bundle (2 x 500 ml + 1 x 5 L) for Flying & Crawling Insects - Insect Repellent - Anti-Insect Spray with Instant Effect - Insect Protection Spray with Long-Term Protection,B0DDYCWXZB,https://www.amazon.de/dp/B0DDYCWXZB?psc=1,"https://m.media-amazon.com/images/I/71+JBXgBDuL._AC_SY355_PIbundle-3,TopRight,0,0_SH20_.jpg",LTK-008,59.99,275.38,"114,230",4.5,2,"Aug 22, 2024",19
Bioformula Insect Spray for Flying and Crawling Insects - Insect Repellent - Anti-Insect Spray with Instant Effect - Insect Protection Spray with Long-Term Protection,B0FPRQ1PWC,https://www.amazon.de/dp/B0FPRQ1PWC?psc=1,https://m.media-amazon.com/images/I/71sGDguIlyL._SX342_.jpg,LTK-008,39.99,164.99,"81,712",3.4,2,"Sep 3, 2025",6
