Product Details,ASIN,URL,Image URL,Brand,Price  €,ASIN Revenue,BSR,Ratings,Review Count,Creation Date,Seller Age (mo)
Baygon Insecticide Powder Cockroaches/Ants Gr. 250,B00CSM6FN4,https://www.amazon.it/dp/B00CSM6FN4?psc=1,https://m.media-amazon.com/images/I/81b6HJNWmmL._AC_SY355_.jpg,Baygon,4,"4,283.96","2,106",4.6,775,"Dec 11, 2019",75
"Ultrasonic for Mice, Ultrasonic Mosquito Repellent, Electromagnetic Ultrasonic Repellent, Effective Repellent for Mosquitoes, Mice, Ants, Flies, Spiders -100% Professional and Effective (Pack of 4)",B0FNHG4F59,https://www.amazon.it/dp/B0FNHG4F59?psc=1,https://m.media-amazon.com/images/I/61bK4pZTlbL._AC_SX355_.jpg,Queath,22.8,"4,052","5,207",5,28,"Jan 16, 2026",2
SWISSINNO Anti Ant Tape for Crawling Insects 5cm x 5m - Natural Tree Protection | Ant Tape | Easy Application - 3 Months Lasting,B075Y2N7WX,https://www.amazon.it/dp/B075Y2N7WX?psc=1,https://m.media-amazon.com/images/I/71Cg2ndfxnL._AC_SY355_.jpg,SWISSINNO,9.78,"2,658.96",437,4,"1,188","May 4, 2021",58
1 Litre CIPEKILL EC Concentrated Insecticide with Wide Range of Action Ideal for Foreign Affairs Suitable for Flies Mosquitoes Crawling Worms and Steering Wheels Based on Pure Cypermethrin and,B07CQ5SJ17,https://www.amazon.it/dp/B07CQ5SJ17?psc=1,https://m.media-amazon.com/images/I/51JYL7FcqTL._SX342_.jpg,ZAPI,18.51,"2,455.85","1,305",4.3,"1,656","Apr 27, 2018",95
"ENVU Solfac Automatic NF Acaricide Insecticide with Automatic Emptying Against Crawling and Flying Insects, 150 ml",B00KLDX2LA,https://www.amazon.it/dp/B00KLDX2LA?psc=1,https://m.media-amazon.com/images/I/41lZsWOPZ6L._SX342_.jpg,SOLFAC,9.5,"2,436.94",663,4.4,"1,344","May 27, 2014",142
"Copyr Pertrin S – Mosquito Repellent, Flies, Cockroaches, Cockroaches, Crawling Insects, Flying – Liquid Mosquito Repellent, Professional and Home Use, Soothing Effect, 1L Bottle",B0098JTOGK,https://www.amazon.it/dp/B0098JTOGK?psc=1,https://m.media-amazon.com/images/I/612mhQ4uK2L._SX342_.jpg,COPYR,23.99,"2,432.04","1,118",4.4,494,"Oct 30, 2012",161
"10 Pack Ultrasonic Repellent for Mice, Professional Ultrasonic Mosquito Repellent, Effective Against Ants, Flies, Insects, Cockroaches, Mice, Mosquitoes, Spiders, Human & Pet Friendly",B0DCFRG2N4,https://www.amazon.it/dp/B0DCFRG2N4?psc=1,https://m.media-amazon.com/images/I/71YWiDHvVkL._AC_SY355_.jpg,Electri-HQ,19.99,"2,062.43","9,437",3.6,70,"Aug 19, 2024",19
VEBI Duracid Woodworm Killer Fumigant | 2X 11g Wood Killer | Insect Killer for Pest Control Flying and Crawling Insects | Permethrin Moth Killer,B08WLBJKWV,https://www.amazon.it/dp/B08WLBJKWV?psc=1,https://m.media-amazon.com/images/I/71BQMItPzPL._SX342_.jpg,V Vebi,25.9,"1,950.35","1,812",4,182,"Feb 14, 2021",61
VerdeVIvo Totally Bio Glue for Entomological Traps Stops Flying and Crawling Insects 750ml Tin,B09W391HFG,https://www.amazon.it/dp/B09W391HFG?psc=1,https://m.media-amazon.com/images/I/718V0tUNCLL._SX342_.jpg,VERDE VIVO,18,"1,935.40","1,037",4.1,186,"Mar 21, 2022",48
"Pest Whisperer – Ultrasonic Repellent for Professional Mice – Mice and Rat Repellent – Repellent for Mice – Anti Cockroaches, Ants – Combined Power 16 W – 2 Units",B0G7MNDQR5,https://www.amazon.it/dp/B0G7MNDQR5?psc=1,https://m.media-amazon.com/images/I/71FQ73epmRL._AC_SY355_.jpg,WILD SOLUTION,24.99,"1,905.05",250,5,32,"Jan 27, 2026",2
Zig Zag Ants and Cockroaches Specific Insecticide for Ground Wall Treatments with Dual Dispensing Valve 500ml,B0735G4ZRC,https://www.amazon.it/dp/B0735G4ZRC?psc=1,https://m.media-amazon.com/images/I/51g6VVa57DL._AC_SY355_.jpg,ZIG - ZAG,7.99,"1,734.85",331,4.6,679,"Jun 23, 2017",105
BERARDI Nexa Deadyna Concentrated Insecticide 1 Litre Residual and Residual Action Against Flying and Crawling Insects,B0CXM4S2SV,https://www.amazon.it/dp/B0CXM4S2SV?psc=1,https://m.media-amazon.com/images/I/51Lu3jJAgDL._SY445_.jpg,BERARDI,32.9,"1,694.20","3,523",4.2,202,"Mar 9, 2024",24
"RepellShield Natural Ant and Mosquito Repellent Spray - 500ml - Indoor and Outdoor Use - Safe for Children and Pets - With Essential Oils of Mint, Lemongrass and Lemongrass",B0F8WYXR9K,https://www.amazon.it/dp/B0F8WYXR9K?psc=1,https://m.media-amazon.com/images/I/61DPRmiklAL._AC_SY355_.jpg,RepellShield,18.04,"1,604.06",76,4,"2,265","Jul 15, 2025",8
"Concentrated Insecticide Against Crawling and Flying Insects, Technological Action Microencapsulation, 100% Made in Italy – 5 Litres",B0796XGVJ7,https://www.amazon.it/dp/B0796XGVJ7?psc=1,https://m.media-amazon.com/images/I/61J0t+ZjZ0L._SX342_.jpg,V Vebi,177.5,"1,464.87",558,4.4,"1,428","Jan 21, 2018",98
Geotrap - Indoor Cockroach Traps - 20 Pieces - Licorice Adhesive Card for Crawling Insects - Cockroach and Cockroach Traps with Red Gel Flavoured - Indoor Use,B0F389K954,https://www.amazon.it/dp/B0F389K954?psc=1,https://m.media-amazon.com/images/I/41hVZN6x0KL._AC_SY355_.jpg,InPest,19,"1,425.38","1,691",4.6,7,"Apr 5, 2025",11
"Albagarden - Albakill Anti Ant Bait 5 kg - Poison Insecticide Powder for All Indoor and Outdoor Environments Garden Home - Against Cockroaches Insects Flea Ticks, Soluble",B08BTXZT86,https://www.amazon.it/dp/B08BTXZT86?psc=1,https://m.media-amazon.com/images/I/81wJI-FYOWL._SX342_.jpg,Albagarden,64.9,"1,369.82","9,799",4.2,70,"Jun 25, 2020",69
Albagarden - Insecticide for Pest Control - Rapid Action Against Cockroaches Ants Ticks Flea Lice Bedbugs - Powder x 1 kg,B0B65HCMH5,https://www.amazon.it/dp/B0B65HCMH5?psc=1,https://m.media-amazon.com/images/I/81tynq2LDGL._SX342_.jpg,Albagarden,16.9,"1,369.77",803,4.3,368,"Jul 9, 2022",44
"PROTECT HOME Fastion Gel Cockroaches Box, Insecticide Gel Ready to Use, Poison Cockroaches, Effective Eliminates Entire Colony in a Short Time, Action by Ingestion. Indoor Environments. 2 Boxes",B08VD8QBHH,https://www.amazon.it/dp/B08VD8QBHH?psc=1,https://m.media-amazon.com/images/I/71l-LApnc3L._AC_SY355_.jpg,PROTECT HOME,13.45,"1,261.83",5,4.6,"2,594","Jan 29, 2021",62
"Insecticide Concentrate Against Crawling and Flying Insects, Technological Action Microencapsulation, 100% Made in Italy – 250 ml",B0747TLQ8B,https://www.amazon.it/dp/B0747TLQ8B?psc=1,https://m.media-amazon.com/images/I/51km+YlBQLL._SX342_.jpg,V Vebi,17.29,"1,223.78",558,4.4,"1,428","Jul 25, 2017",104
"Baygon Cockroaches and Ants Trigger Insecticide, Fast Action and Barrier Effect 1 Month, 1 Trigger 500 ml",B0BSXJ7PFZ,https://www.amazon.it/dp/B0BSXJ7PFZ?psc=1,https://m.media-amazon.com/images/I/61Kf2LiNvwL._AC_SY355_.jpg,Baygon,7.64,"1,178.43","11,466",4,84,"Jan 24, 2023",38
Albagarden - Insecticide for Pest Control - Rapid Action Against Cockroaches Ants Ticks Flea Lice Bedbugs - Dust x 1 kg (Civil Environments),B0C2VD3B9N,https://www.amazon.it/dp/B0C2VD3B9N?psc=1,https://m.media-amazon.com/images/I/71X2VCPLyYL._SX342_.jpg,Albagarden,17.9,"1,010.45",803,4.3,368,"Apr 18, 2023",35
"Protect Home Forminix Ant Poison Powder, Ready to Use, Kills Ants and Cockroaches, Eliminates Nest. Ideal for Outdoor and Indoor Environments. 375 g",B094NZD32H,https://www.amazon.it/dp/B094NZD32H?psc=1,https://m.media-amazon.com/images/I/71iP+cFRhrL._AC_SY355_.jpg,PROTECT HOME,11.29,991.66,"2,367",4.3,232,"Jun 1, 2021",57
"Copyr Pertrin S – Mosquito Repellent Fly Cockroaches Cockroaches Crawling and Flying Insects, 1L x 6 Pieces, Liquid Mosquito Repellent Killing Sniding, Professional and Home Use",B0D3VBFS5V,https://www.amazon.it/dp/B0D3VBFS5V?psc=1,https://m.media-amazon.com/images/I/71KGKiS+HtL._SX342_.jpg,COPYR,96.99,985.48,"1,117",4.4,494,"May 10, 2024",22
AGRI-CULTURA® | Professional Bug Insecticide | Ready to Use Spray | Long-Lasting Bug Repellent | Eliminates Bedbugs and Crawling Insecticides | Insecticide for Indoor and Outdoor Environments,B0DD4G1PCK,https://www.amazon.it/dp/B0DD4G1PCK?psc=1,https://m.media-amazon.com/images/I/61Tm0iE-ixL._SX342_.jpg,AGRI-CULTURA,16.97,959.6,204,4.3,646,"Aug 14, 2024",19
"Zig Zag, Ants and Cockroaches, Specific Insecticide for Earth Wall Treatments with Dual Dispensing Valve, 500ml (Pack of 2)",B0CH3HX3PT,https://www.amazon.it/dp/B0CH3HX3PT?psc=1,https://m.media-amazon.com/images/I/41ljTsdhKWL._AC_SY355_.jpg,ZIG - ZAG,15.98,0,337,4.6,679,"Dec 3, 2025",3
"Cockroach Trap, 20 Pieces Cockroach Traps, Anti Cockroach Traps, Cockroach Traps, Anti Cockroach Traps, for Home, Kitchen, Living Room, Bathroom, Bedroom, Office",B0DSHYFQ9P,https://www.amazon.it/dp/B0DSHYFQ9P?psc=1,https://m.media-amazon.com/images/I/71GNeWj+aSL._AC_SY355_.jpg,DAZZTIME,10.99,299.62,830,4.2,411,"Feb 7, 2025",13
"Cockroach Traps, 20 Pieces Cockroach Traps, Cockroach Traps, Cockroach Traps, Cockroaches Pest Control Home, Kitchen, Living Room, Bathroom, Bedroom",B0D1Q4N9NR,https://www.amazon.it/dp/B0D1Q4N9NR?psc=1,https://m.media-amazon.com/images/I/816PtKgvv0L._AC_SY355_.jpg,DAZZTIME,19.99,113.58,830,4.2,411,"May 13, 2024",22
"Cockroach Trap, 30 Pieces Cockroach Traps, Anti Cockroaches, for Home, Kitchen, Living Room, Bathroom, Bedroom, Office",B0BFWDBV2X,https://www.amazon.it/dp/B0BFWDBV2X?psc=1,https://m.media-amazon.com/images/I/81farAwPACL._AC_SY355_.jpg,DAZZTIME,14.99,227,830,4.2,411,"Nov 8, 2022",40
"Cockroach Trap, 40 Pieces Cockroach Traps, Cockroach Traps, Anti Cockroach Traps, for Home, Kitchen, Living Room, Bathroom, Bedroom, Office",B0FNW8LVFD,https://www.amazon.it/dp/B0FNW8LVFD?psc=1,https://m.media-amazon.com/images/I/818tMKrz-mL._AC_SY355_.jpg,DAZZTIME,18.99,871.26,830,4.2,411,"Oct 2, 2025",5
"Cockroach Traps 36 Pieces, Green Cockroach Traps, Effective Cockroach Catch Against Cockroaches",B0F4JSJBRD,https://www.amazon.it/dp/B0F4JSJBRD?psc=1,https://m.media-amazon.com/images/I/81ZPWUdYHiL._AC_SY355_.jpg,FEBCAT Catch,19.99,376.41,"2,930",4,438,"Apr 11, 2025",11
"Super Ninja Cockroach Traps - 12 Pieces with Glue and Attractive, Non-Toxic, Against Cockroaches and Cockroaches, Safe for Pest Control at Home, Cellar, Garage, Recycled Cardboard",B0BQ3DGXQP,https://www.amazon.it/dp/B0BQ3DGXQP?psc=1,https://m.media-amazon.com/images/I/91rNwUCETyL._AC_SY355_.jpg,Super Ninja,12.9,"13,253.22",46,3.9,"2,363","Dec 14, 2022",39
"Super Ninja Cockroach Traps - 24 Pieces with Glue and Attractive, Non-Toxic, Against Cockroaches and Cockroaches, Safe for Pest Control at Home, Cellar, Garage, Recycled Cardboard",B0DP2T83GJ,https://www.amazon.it/dp/B0DP2T83GJ?psc=1,https://m.media-amazon.com/images/I/91X-VpqHRhL._AC_SY355_.jpg,Super Ninja,19.99,"1,637.29",46,3.9,"2,363","Jan 21, 2025",14
Vape Bait Cockroaches Insecticidal Bait Disinfestation Cockroaches Bedbugs and Cockroaches Effectiveness 3 Months - 6 Baits,B0CJVL8M41,https://www.amazon.it/dp/B0CJVL8M41?psc=1,https://m.media-amazon.com/images/I/71se1ExrnkL._AC_SY355_.jpg,VAPE,15,"5,979.49",154,4.5,464,"Sep 26, 2023",30
"Orphea, Cockroach Bait, Insecticide Gel for Cockroaches, Eliminates Colony and Eliminates Infestation, Pack of 3",B09Y289ST4,https://www.amazon.it/dp/B09Y289ST4?psc=1,https://m.media-amazon.com/images/I/91uc1AyDN8L._SX342_.jpg,Orphea,5.49,793.07,12,4,"1,953","Apr 15, 2022",47
Albagarden - Gel Cockroaches Ready to Use - Poison for Home Pest Control with Delayed Action to Eliminate Colony - Insecticide Bait for Cockroaches and Cockroaches 5 g,B0F38QQ644,https://www.amazon.it/dp/B0F38QQ644?psc=1,https://m.media-amazon.com/images/I/81R8A+wIlWL._SX342_.jpg,Albagarden,11.9,"1,769.29",128,4.2,242,"Apr 1, 2025",11
"Gerobug Cockroach Traps [12 Pieces] - Adhesive Traps with Attraction - Poison Free - Anti Cockroaches and Cockroaches for Home, Kitchen, Indoor - Extra Strong",B07NWWFLL8,https://www.amazon.it/dp/B07NWWFLL8?psc=1,https://m.media-amazon.com/images/I/81XDJ-s1ShL._AC_SY355_.jpg,Gerobug,10.78,"4,312.99",159,4.1,"2,607","Aug 2, 2019",79
"Baygon Extra Precision Straw Spray Effective Against Cockroaches and Ants, Continuous Protection Up to 4 Weeks - 1 Pack of 400ml",B082VSPV4D,https://www.amazon.it/dp/B082VSPV4D?psc=1,https://m.media-amazon.com/images/I/71Ikba66JGL._AC_SY355_.jpg,Baygon,10.5,"3,626.19","9,334",4.4,"2,052","Jun 13, 2015",129
Cockroach Spray House Pest Control 2 x 500 ml – Pair of Cockroaches and Cockroaches Anti-Cockroach and Cockroach Insecticide – 2 Bottles,B0C6MWM63R,https://www.amazon.it/dp/B0C6MWM63R?psc=1,https://m.media-amazon.com/images/I/61lOrbGurgL._SX342_.jpg,Insectum,37.9,"3,438.16",768,4.5,104,"May 30, 2023",34
Goliath Gel Cockroaches,B072Q2Y4KS,https://www.amazon.it/dp/B072Q2Y4KS?psc=1,https://m.media-amazon.com/images/I/31KJry9BcxL._AC_SY355_.jpg,Franz Schädler GmbH,84.55,"3,289.8","17,025",4.6,25,"Nov 22, 2019",76
LERAVA Gel Cockroaches and Cockroaches (10 g) - Ready to Use Insect Killer - Gel Against All Cockroach Species - Anti Cockroaches for Indoor - Effective Home Pest Control,B0CT62165M,https://www.amazon.it/dp/B0CT62165M?psc=1,https://m.media-amazon.com/images/I/71IC-2Amt5L._AC_SY355_.jpg,LERAVA,11.9,"3,073.78",388,4.4,421,"Jan 24, 2024",26
"Copyr Cockroaches Forte Gel – Anti-Cockroaches and Cockroaches Ready to Use, 25 g x 1 Piece – to be applied in drops, for indoor environments",B0F43T4LS8,https://www.amazon.it/dp/B0F43T4LS8?psc=1,https://m.media-amazon.com/images/I/711dVuj32sL._SX342_.jpg,COPYR,13.9,"1,211.72",838,4.6,84,"Apr 8, 2025",11
Veddelholzer XXL 2 in 1 Separable Cockroach Trap with Integrated Bait Attractive 30 Pieces Effective Trap Against All Types of Cockroaches Non-Toxic,B0FWRQ1BQW,https://www.amazon.it/dp/B0FWRQ1BQW?psc=1,https://m.media-amazon.com/images/I/81-pj4kI3EL._AC_SY355_.jpg,Veddelholzer,11.95,"2,793.81",624,4.3,89,"Jan 16, 2026",2
"Catchmaster 100i - Cockroach Traps 30x | Poison Free | Pest Control with Integrated Adhesive Baits | Effective Against German Cockroaches, Shackles and Spiders",B08D246QL2,https://www.amazon.it/dp/B08D246QL2?psc=1,https://m.media-amazon.com/images/I/81rXUFaAoVL._AC_SY355_.jpg,Catchmaster,18.99,"2,239.03","1,588",4.2,"3,897","Aug 24, 2020",67
"Raid Cockroach Bait Insecticide Odourless, Effective up to 3 Months, Area of Use Indoor/Outdoor – 1 Pack of 6 Pieces",B0DTJ5B6BD,https://www.amazon.it/dp/B0DTJ5B6BD?psc=1,https://m.media-amazon.com/images/I/711D7gTpFVL._AC_SY355_.jpg,Raid,5.69,"2,553.71",424,4.2,243,"Jan 20, 2025",14
"KILLMAX Forte Insecticide Cockroaches Pest Control House Spray – 1 x 500 ml – Rapid Felling and Sniding, Poison Cockroaches",B0C65SRTG3,https://www.amazon.it/dp/B0C65SRTG3?psc=1,https://m.media-amazon.com/images/I/516jogJnh+L._SX342_.jpg,Insectum,24.9,"1,839.43","2,535",4.2,94,"May 24, 2023",34
48 Pieces Cockroach Traps – Professional Anti-Cockroach Gel Trap for Effective Indoor Outdoor,B0FXMJYFKJ,https://www.amazon.it/dp/B0FXMJYFKJ?psc=1,https://m.media-amazon.com/images/I/81pi6UnbKDL._AC_SY355_.jpg,ELF-GRETTER,12.63,"1,396.87",825,4.1,53,"Dec 4, 2025",3
"SMASH Anti-Cockroach Insecticide Spray for Home – Suitable for Rooms with Pets – 1 x 500 ml – Anti Cockroach Disinfestation – Does Not Stain, Without Permethrin. Instructions Included",B096V8PRRF,https://www.amazon.it/dp/B096V8PRRF?psc=1,https://m.media-amazon.com/images/I/51LIZYSAI-L._AC_SY355_.jpg,Insectum,22.9,"1,194.41","3,236",4.4,166,"Jun 8, 2021",57
"Baygon Adhesive Trap, Effective Against Cockroaches and Silverfish, Protection for the Kitchen, 1 Pack of 62.5 g",B082VT3T8M,https://www.amazon.it/dp/B082VT3T8M?psc=1,https://m.media-amazon.com/images/I/81JvT0fs8dL._AC_SY355_.jpg,Baygon,4.69,"1,074.4",501,3.6,726,"Mar 5, 2020",72
"Set of 48 Cockroach Traps, Green Anti-Cockroach Product, Effective Against",B0DPM4CTD5,https://www.amazon.it/dp/B0DPM4CTD5?psc=1,https://m.media-amazon.com/images/I/81i1jKkXPGL._AC_SY355_.jpg,FEBCAT Catch,26.99,678.82,"2,930",4,438,"Dec 5, 2024",15
Newpharm Newcidal Delta Plus - Cockroach & Cockroach Insecticide Concentrate 1 Litre - Emulsifiable Acaricide with Deltamethrin - Dilutable High Persistence Insecticide - Professional Use for,B0FPXDS7L5,https://www.amazon.it/dp/B0FPXDS7L5?psc=1,https://m.media-amazon.com/images/I/51YdB4B1m+L._SX342_.jpg,NEW PHARM,46.97,920.08,"3,111",N/A,0,"Sep 5, 2025",6
Protect Home Fastion Spray Cockroaches and Ants Fast Acting Insecticide Spray for Ants and Cockroaches with Precision Application Straw 400ml,B09YVTXFL7,https://www.amazon.it/dp/B09YVTXFL7?psc=1,https://m.media-amazon.com/images/I/61fnrssHwXL._AC_SY355_.jpg,PROTECT HOME,9.29,805.27,"1,227",4.2,210,"Apr 26, 2022",47
Cockroach Gel 10g - Long Lasting - Cockroach Gel to keep cockroaches away from the nest - Easy Application,B0F7RWQLVZ,https://www.amazon.it/dp/B0F7RWQLVZ?psc=1,https://m.media-amazon.com/images/I/71NCQ0m1UUL._SX342_.jpg,Novokill,9.99,630.96,"2,976",4.3,96,"May 7, 2025",10
Ghilotina Premium Cockroach Trap 10 Pieces with Bait Board | Effective Control | Solution with Bait for Insect Control,B0FPXRNTYK,https://www.amazon.it/dp/B0FPXRNTYK?psc=1,https://m.media-amazon.com/images/I/71mHLOBFImL._SX342_.jpg,Novokill,14.99,493.19,"3,726",4.3,748,"Jan 23, 2026",2
Magnum Serpa Gel 40g - Anti Cockroaches and Cockroaches,B00RXHWSUS,https://www.amazon.it/dp/B00RXHWSUS?psc=1,https://m.media-amazon.com/images/I/51OgqA26wLS._AC_SX342_.jpg,myDruck,29.49,473.84,"10,882",4.4,239,"Mar 8, 2017",108
"15 Pieces - Cockroach Traps, Cockroach Traps, Indoor Cockroach Traps, Cockroach Traps, Insect and Spider Traps in the Home, Effective and Safe Solution (15 Units)",B0DFTQJ4TV,https://www.amazon.it/dp/B0DFTQJ4TV?psc=1,https://m.media-amazon.com/images/I/71EVAzBHSgL._AC_SY355_.jpg,DETRAPS,8.99,236.24,"2,382",4.1,207,"Aug 31, 2024",19
RepellShield Cockroaches and Cockroaches Spray for Indoor and Outdoor Use – 250 ml – Repellent Cockroaches and Cockroaches Long-Lasting Protection Against All Types of Cockroaches – Convenient Alternative to Cockroach Traps,B08DP3QBP8,https://www.amazon.it/dp/B08DP3QBP8?psc=1,https://m.media-amazon.com/images/I/71nPZW9GdyL._AC_SY355_.jpg,RepellShield,16.99,450.09,"5,179",4.1,816,"Aug 24, 2020",67
"Remote Control Animal Toy High Simulation Infrared Remote Control Cockroach Gift for Kids, Suitable for Halloween Party Christmas",B083CMK6CH,https://www.amazon.it/dp/B083CMK6CH?psc=1,https://m.media-amazon.com/images/I/51JB4ZeLIwL._AC_SY355_.jpg,Amasawa,18.99,364.64,"9,497",3.7,214,"Jan 1, 2020",74
Vape Bait Cockroaches Insecticide Disinfestation Cockroaches Bedbugs and Cockroaches 3 Months Effectiveness - 3 Packs of 2 Baits,B093768XRZ,https://www.amazon.it/dp/B093768XRZ?psc=1,https://m.media-amazon.com/images/I/71-4V77zV0L._AC_SY355_.jpg,Eurocali,18.89,348.65,"9,742",4.3,80,"Apr 22, 2021",59
Protemax Syringe Gel Cockroaches 7g 314,B0F7J353QQ,https://www.amazon.it/dp/B0F7J353QQ?psc=1,https://m.media-amazon.com/images/I/61sQQMHMEuL._AC_SX355_.jpg,PROTEMAX,6.76,330.65,"3,345",4.7,14,"May 5, 2025",10
Vape Bait Cockroaches Insecticide Cockroaches Pest Control for Interiors Eliminates Entire Colony Effective 3 Months Biocide Product – 8 Baits,B0F9B2G51R,https://www.amazon.it/dp/B0F9B2G51R?psc=1,"https://m.media-amazon.com/images/I/818qIoeO8dL._AC_SY355_PIbundle-4,TopRight,0,0_SH20_.jpg",Eurocali,19.9,314.91,"9,555",4.4,30,"May 20, 2025",10
RAID Bait cockroaches pcs. 6,B00ZKZFNNO,https://www.amazon.it/dp/B00ZKZFNNO?psc=1,https://m.media-amazon.com/images/I/51g8u43YklL._AC_SY355_.jpg,Raid,9.8,314.33,"3,429",4,38,"Jun 13, 2015",129
Nexa Traps for Cockroaches and Cockroaches X5 KB,B01IBV17X8,https://www.amazon.it/dp/B01IBV17X8?psc=1,https://m.media-amazon.com/images/I/71skw5ENKsL._AC_SY355_.jpg,KB HOME DEFENSE,9.34,247.66,"10,304",4,221,"Jul 15, 2016",116
"Envu Habitro Gel Cockroaches Plus Insecticide Ready to Use in Gel, 20 g",B0CKWG548D,https://www.amazon.it/dp/B0CKWG548D?psc=1,https://m.media-amazon.com/images/I/41dROGuX+CL._SX342_.jpg,Habitro,17.9,206.57,"4,607",4.6,19,"Oct 11, 2023",29
NOPE! Cockroach Control – 500 ml – Fast Action – Indoor and Outdoor – Pesticide and Odourless Free – Safe for Environments with Children and Pets,B0GNTWD4YW,https://www.amazon.it/dp/B0GNTWD4YW?psc=1,https://m.media-amazon.com/images/I/71+hdp8P9bL._AC_SY355_.jpg,NOPE!,17.99,0,"9,638",N/A,0,"Feb 24, 2026",1
NatureMan 2 Pieces Cockroach Plush Cockroach 24cm Soft Plush Cockroach Toy Ugly Funny Brown Plush Doll for Halloween Birthday Party Gifts Decoration,B0FMFBVHMB,https://www.amazon.it/dp/B0FMFBVHMB?psc=1,https://m.media-amazon.com/images/I/51fj-ASgOVL._AC_SY355_.jpg,NatureMan,15.98,0,"305,247",3,2,"Sep 5, 2025",6
