Product Details,ASIN,URL,Image URL,Brand,Price  €,ASIN Revenue,BSR,Ratings,Review Count,Creation Date,Seller Age (mo)
"SWISSINNO Ant Tape for Crawling Insects 5cm x 5m - Tree Protection | Ant Tape | Easy to Apply, Effective 3 Months",B075Y2N7WX,https://www.amazon.fr/dp/B075Y2N7WX?psc=1,https://m.media-amazon.com/images/I/71Cg2ndfxnL._AC_SY355_.jpg,SWISSINNO,9.78,"2,979.32","1,180",4,"1,184","May 6, 2019",82
Baygon Insecticide for cockroaches and ants - The 400ml Bomb,B07FW4QZXB,https://www.amazon.fr/dp/B07FW4QZXB?psc=1,https://m.media-amazon.com/images/I/71gbG00GqBL._AC_SY355_.jpg,Baygon,4.85,"2,930.07",239,4.6,263,"Jun 1, 2018",93
Raid Max Multi-Insect Aerosol - Fast Acting - Eliminates Bedbugs - 1 Aerosol,B0CS6T5CQR,https://www.amazon.fr/dp/B0CS6T5CQR?psc=1,https://m.media-amazon.com/images/I/61mLpM8xZ-L._AC_SY355_.jpg,Raid,6.4,"2,335.14",441,4.4,278,"Jan 12, 2024",26
"BARBIOSEC1000 Insect Barrier Green Spray for Crawling Insects, Flyers, Mite, Active of Plant Origin, Ready to Use, 1 L, BARBIOSEC1000",B079MG1SZK,https://www.amazon.fr/dp/B079MG1SZK?psc=1,https://m.media-amazon.com/images/I/71gIW7p0E5L._AC_SY355_.jpg,Barrière à Insectes,9.89,"2,292.44",21,,0,"Feb 6, 2018",97
RepellShield Spider Repellent Spray for Home and Garden - 500 ml - Concentrated Peppermint & Geraniol Spider Repellent - Non-Staining - Indoor & Outdoor Use - Spider Barrier Ready to Use,B0FC8M9LZN,https://www.amazon.fr/dp/B0FC8M9LZN?psc=1,https://m.media-amazon.com/images/I/61Y3laiTPkL._AC_SY355_.jpg,RepellShield,23.99,"2,166.17","2,403",4,"2,376","Jul 31, 2025",8
Raid Max Anti-Cockroach and Ant Powder - Continuous Protection - Up to 12 Weeks Effective,B0CS6X83VG,https://www.amazon.fr/dp/B0CS6X83VG?psc=1,https://m.media-amazon.com/images/I/61vxQ4TODZL._AC_SY355_.jpg,Raid,5.9,"2,080.20","1,049",4.2,158,"Jan 12, 2024",26
DIGRAIN Pal Choc - Mixed Insecticide - Crawling Steering Wheels - Spray 1 L,B09TPVN7W7,https://www.amazon.fr/dp/B09TPVN7W7?psc=1,https://m.media-amazon.com/images/I/61tbl8l7F0L._SY445_.jpg,DIGRAIN,25.68,"2,073","3,827",4.5,89,"Feb 23, 2022",49
PYREL COFFERD AND SILVER FISH TRAP - INSECTICIDE FREE - Up to 2 Months Protection - 5 Traps,B0BR7XTGT3,https://www.amazon.fr/dp/B0BR7XTGT3?psc=1,https://m.media-amazon.com/images/I/71TOAqE1cvL._AC_SY355_.jpg,Pyrel,5.84,"2,070.06",553,4.1,555,"Dec 28, 2022",39
"6pcs Ultrasonic Mosquito Repellent Ultrasonic Repellent for Rodents Insects, Ultrasonic Mice and Rats, Indoor Electronic Insect Repellent for Mice, Rats Ants, Spiders, Mosquitoes",B0GKLP15ZX,https://www.amazon.fr/dp/B0GKLP15ZX?psc=1,https://m.media-amazon.com/images/I/71Qs+rkFiOL._AC_SY355_.jpg,HEEGFF,19.99,"1,886.68","5,874",5,11,"Feb 26, 2026",1
ALGOFLASH NATURASOL BIOGLU5A Glu Tape Traps Crawling Insects 5 m,B071W6T6K5,https://www.amazon.fr/dp/B071W6T6K5?psc=1,https://m.media-amazon.com/images/I/91HttOAuQuL._AC_SY355_.jpg,Algoflash,17.29,"1,676.10",387,3.8,881,"Mar 29, 2018",96
"BARRIÈRE À INSECTES ZERO Crawling & Steering Wheels, Insecticide Free, Indoor and Outdoor, BARZERO500",B0BTQ2FWSQ,https://www.amazon.fr/dp/B0BTQ2FWSQ?psc=1,https://m.media-amazon.com/images/I/716YoFnMX8L._AC_SY355_.jpg,Barrière à Insectes,9.89,"1,546.43",21,5,3,"Feb 2, 2023",37
"Insect Barrier Green Crawling Insects, Flyers, Mite - Active of Plant Origin - Ready to Use Refill 1 L, Nicht Zutreffend",B084DVQZZG,https://www.amazon.fr/dp/B084DVQZZG?psc=1,https://m.media-amazon.com/images/I/71sgQ64ZUvL._AC_SY355_.jpg,Barrière à Insectes,14.86,"1,422.43",21,,0,"Jan 31, 2020",74
"Barrière à Insectes Zero Insecticide, Crawling & Steering Wheels, Ready to Use, Aerosol - 400 ML, nc",B0CP69XL54,https://www.amazon.fr/dp/B0CP69XL54?psc=1,https://m.media-amazon.com/images/I/71gT5GVxjvL._AC_SY355_.jpg,Barrière à Insectes,13.9,"1,367.96",21,,0,"Nov 29, 2023",28
Catch Expert Flying and Crawling – Aerosol (400mL) – Insecticide for All Insects – Mosquitoes Cockroaches Spiders,B00DJ771Q2,https://www.amazon.fr/dp/B00DJ771Q2?psc=1,https://m.media-amazon.com/images/I/61gaTg+mbfL._SX342_.jpg,CATCH,4.85,"1,359.27","4,085",4.1,573,"Apr 26, 2017",107
"K.PRO Diatomaceous Earth TP18 Certified Insecticide, 1 kg with Applicator Bottle, Real Insecticide Action, Removes Ants, Cockroaches, Cockroaches, Bugs, Fleas, Animal Friendly, Maxi Size",B0DJFP97W3,https://www.amazon.fr/dp/B0DJFP97W3?psc=1,https://m.media-amazon.com/images/I/71I2q9lM0ML._AC_SY355_.jpg,K.PRO,45,"1,290.90",116,4.2,949,"Oct 3, 2024",17
PROTECT EXPERT 5 kg Anti Ants - House Edges - Shock & Long-Lasting Action - Effective Against All Steering Wheels & Crawls - Powdered FOURPOUD5000,B0FX4BQXK6,https://www.amazon.fr/dp/B0FX4BQXK6?psc=1,https://m.media-amazon.com/images/I/81c5YgdouuL._AC_SX355_.jpg,PROTECT EXPERT,39.9,"1,251.49","1,011",4,168,"Oct 21, 2025",5
K-OCIDE Diatomaceous Earth Crawling Insects Natural Product Mechanical Action 400 ml,B079J5HC1M,https://www.amazon.fr/dp/B079J5HC1M?psc=1,https://m.media-amazon.com/images/I/61pcHKJtUZL._AC_SY355_.jpg,K-O CIDE,15.99,"1,193.73","4,263",4.2,195,"Nov 25, 2018",88
"PELTON Fertiligene PGLU200 Arboreal Glu Spray Crawling Insects 200 ml Trap Ants, Caterpillars, Aphids, Pests on the Trunk of Trees - Effective 6 Weeks - Made in France",B079VHWD16,https://www.amazon.fr/dp/B079VHWD16?psc=1,https://m.media-amazon.com/images/I/71-nzlJT-OL._AC_SY355_.jpg,PELTON,17.75,"1,169.57","11,475",3.9,49,"Feb 15, 2018",97
"BARBIOREP1000P Green Insect Barrier, Flying Crawling Insects, Repellent Effect, Plant Derived, Ready to Use, 2 x 1 L",B08PC7L9B7,https://www.amazon.fr/dp/B08PC7L9B7?psc=1,https://m.media-amazon.com/images/I/71t1HlcXp7L._AC_SY355_.jpg,Barrière à Insectes,35.99,"1,159.70",21,,0,"Nov 30, 2020",64
"Bloq'Insect Insect Killer Set of 2 L | Insect Sprayer for Indoor and Outdoor Use | Kills Mosquitoes, Ants and Flies",B005030S5E,https://www.amazon.fr/dp/B005030S5E?psc=1,https://m.media-amazon.com/images/I/61OxWlpAsgL._AC_SY355_.jpg,BLOQ'INSECTES,24.95,"1,129.13","7,702",4.3,"1,490","May 10, 2011",178
"BARSEC800 Concentrated Insect Barrier to Dilute Crawling and Flying Insects, Shock Action, Special Tropical Areas, 800 ml, BARSEC800",B09KM8C5V8,https://www.amazon.fr/dp/B09KM8C5V8?psc=1,https://m.media-amazon.com/images/I/61cQ2dhUIWL._AC_SY355_.jpg,Barrière à Insectes,21.95,"1,106.29",21,4,31,"Oct 28, 2021",53
"Ultrasonic Rodent Insect Repellent, 6 Pack Ultrasonic Anti-Mosquito Mice and Rats, Indoor Electronic Insect Repellent for Mice, Rats Ants, Spiders, Mosquitoes",B0FR431KLH,https://www.amazon.fr/dp/B0FR431KLH?psc=1,https://m.media-amazon.com/images/I/61mw8jD6d-L._AC_SY355_.jpg,N NORA TWIPS,19.99,"1,098.87",952,4.9,40,"Nov 6, 2025",4
"Barrière à Insectes Zero Insecticide, Special Spiders, Immediate Action, Ready to Use - 1 L, nc",B0CP68ZDTJ,https://www.amazon.fr/dp/B0CP68ZDTJ?psc=1,https://m.media-amazon.com/images/I/610t2BETRcL._AC_SY355_.jpg,Barrière à Insectes,14.99,"1,066.78",342,4.3,994,"Nov 29, 2023",28
K.PRO Barrier for all flying and crawling insects - curative and preventive - can be applied to textiles and washable surfaces* - professional technology - 1 l - protection 1 month,B00W9E2UBM,https://www.amazon.fr/dp/B00W9E2UBM?psc=1,https://m.media-amazon.com/images/I/71pvqvzx0KL._AC_SY355_.jpg,K.PRO,16.5,"1,057.76","5,495",4.2,405,"Apr 17, 2015",131
"BARRIERE A INSECTES BARAMP400 Insect Spray for Crawling Insects, Ready to Use, Indoor, 400 ml",B01LYBK4XY,https://www.amazon.fr/dp/B01LYBK4XY?psc=1,https://m.media-amazon.com/images/I/612kRjsryLL._AC_SY355_.jpg,Barrière à Insectes,7.25,"1,013.72","5,179",4.4,218,"Sep 27, 2016",114
"Raid Max Ants & Cockroaches Spray - Fast Action & Long-Lasting Protection - Fragrance Free - 1 Spray, 500 ml",B0DXQ4FGYT,https://www.amazon.fr/dp/B0DXQ4FGYT?psc=1,https://m.media-amazon.com/images/I/51glJBCrTFL._AC_SY355_.jpg,SC Johnson,7.39,984.65,"3,606",4.1,41,"Feb 19, 2025",13
"Spider Trap | Indoor Sticky Glue Traps for Spiders and Other Crawling Insects | Bait Trap, Monitor, Killer and Spider Detector (Pack of 12)",B0BJ4JJXZR,https://www.amazon.fr/dp/B0BJ4JJXZR?psc=1,https://m.media-amazon.com/images/I/81qxyWUGVJL._AC_SY355_.jpg,ECOPEST,15.99,979.26,"3,718",3.7,939,"Apr 14, 2023",35
Beaphar – DIMETHICARE – Automatic Spray and Diffuser Stop Parasites for Habitat up to 80 m² – 2 Diffusion Modes – Against Fleas/Ticks/Lice – No Pesticide and Chemical Insecticide – 250 ml,B07D5W7CHX,https://www.amazon.fr/dp/B07D5W7CHX?psc=1,https://m.media-amazon.com/images/I/61AQa-Tyx9L._AC_SY355_.jpg,Beaphar,13.98,977.95,"6,548",4,377,"May 20, 2018",94
"Soluguard Larvae, Worms and Termites Treatment (5L) - Against Xylophagous Insects Destroying Wood - Ready to Use and Very Powerful",B008KMCI1E,https://www.amazon.fr/dp/B008KMCI1E?psc=1,https://m.media-amazon.com/images/I/81v3rmgLJqL._SX342_.jpg,Soluguard,44.99,977.89,"4,005",4.3,"7,101","May 14, 2015",130
Raid Max Aerosol Precision Rod - Ant and Cockroach Repellent - 1 Aerosol,B0CS6W8DXR,https://www.amazon.fr/dp/B0CS6W8DXR?psc=1,https://m.media-amazon.com/images/I/71mhOjfyhYL._AC_SY355_.jpg,Raid,7.9,891.2,"4,342",4.4,71,"Jan 12, 2024",26
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
"Raid Max Ants & Cockroaches Spray - Fast Action & Long Lasting Protection - Fragrance Free - 1 Spray, 500ml (Pack of 2)",B0G53RFYWT,https://www.amazon.fr/dp/B0G53RFYWT?psc=1,"https://m.media-amazon.com/images/I/613ca1x4-jL._AC_SY355_PIbundle-2,TopRight,0,0_SH20_.jpg",SC Johnson,14.78,0,N/A,N/A,0,"Feb 18, 2025",13
"Neudorff Anti Fourmis Prêt à l'emploi – Spray pour Une Lutte Rapide et fiable Contre Les Fourmis, pour l'intérieur et l'extérieur, 750 ML",B0G3XXW7LP,https://www.amazon.fr/dp/B0G3XXW7LP?psc=1,https://m.media-amazon.com/images/I/715KjZWjzKL._SX342_.jpg,Neudorff,12.99,0,"160,314",N/A,0,"Nov 25, 2025",4
ECOGENE Special Ant Aerosol - 500 ml,B00COGXU6O,https://www.amazon.fr/dp/B00COGXU6O?psc=1,https://m.media-amazon.com/images/I/31XiAwSF7gL._AC_SY355_.jpg,ECOGENE,22.01,0,"150,019",4.2,4,"May 7, 2013",154
"Super Ninja Spray Anti-Fourmis et Insectes Rampants - 500ml, Anti Araignées maison, Cafards, Poissons d’Argent, Formule à Base de Menthe, Sécuritaire pour la Famille et les Animaux",B0FVYCY4KZ,https://www.amazon.fr/dp/B0FVYCY4KZ?psc=1,https://m.media-amazon.com/images/I/81aCUvYrblL._AC_SY355_.jpg,Super Ninja,19.99,0,N/A,N/A,0,"Oct 13, 2025",5
Ant Killer Spray 500ml Protection with Eucalyptus and Chrysanthemum Extract Ant Killer Spray Ant Solution for Indoor Outdoor Ant Repels Ants,B0DQ27C93S,https://www.amazon.fr/dp/B0DQ27C93S?psc=1,https://m.media-amazon.com/images/I/81HxBCBRXBL._AC_SY355_.jpg,Panteer,21.49,0,N/A,4.1,89,"Mar 20, 2025",12
Raid Essentials Freeze Spray - Cold Spray for Freezing and Immobilising Ants and Cockroaches - Insecticide Free - Contains No Active Ingredients (Pack of 2),B0DK3WG9VJ,https://www.amazon.fr/dp/B0DK3WG9VJ?psc=1,"https://m.media-amazon.com/images/I/41ELoBz-2aL._AC_SY355_PIbundle-2,TopRight,0,0_SH20_.jpg",Raid ESSENTIALS,9.38,0,"104,128",3.8,282,"Oct 15, 2024",17
PROTECT EXPERT Ant & Ant Control - Powdering and Watering - 2 x 1 kg - Ant Control,B0DDTQ6ZXC,https://www.amazon.fr/dp/B0DDTQ6ZXC?psc=1,https://m.media-amazon.com/images/I/51KrE3xkElL._AC_SY355_.jpg,PROTECT EXPERT,31,0,N/A,4.7,4,"Aug 21, 2024",19
"BARRIERE A INSECTES Anti Ants Powdering & Watering Action Shock 500g, BARFOP500R & Special Ants and other crawling, Ready to use, 750 ml, BARFOPRET",B0C4DZNJW8,https://www.amazon.fr/dp/B0C4DZNJW8?psc=1,https://m.media-amazon.com/images/I/415DAaiOtOL._AC_SY355_.jpg,BARRIERE A INSECTES,16.5,0,N/A,3.4,2,"May 5, 2023",34
Special Spiders 750 ml Insect Barrier (Pack of 2),B0DZNGDXJB,https://www.amazon.fr/dp/B0DZNGDXJB?psc=1,https://m.media-amazon.com/images/I/41QVWCtkN7L._AC_SY355_.jpg,Barrière à Insectes,19.4,0,N/A,4.3,994,"Mar 6, 2025",12
Catch Expert Flying and Crawling – Aerosol (400 ml) – Insecticide for All Insects – Mosquito Flies Cockroaches Spiders (Pack of 4),B0G521TJ64,https://www.amazon.fr/dp/B0G521TJ64?psc=1,https://m.media-amazon.com/images/I/51snRnsgpIL._SX342_.jpg,CATCH,19.4,0,"4,085",4.1,573,"Apr 26, 2017",107
"BARRIERE A INSECTES Crawling Insects, Flyings, Mites Ready to use Refill 1 L, Nicht Zutreffend & Special Ants and other crawling, Ready to use, 750 ml, BARFOPRET",B0D732F4JR,https://www.amazon.fr/dp/B0D732F4JR?psc=1,https://m.media-amazon.com/images/I/51Z2dlmdSiL._AC_SY355_.jpg,BARRIERE A INSECTES,24.39,0,N/A,4.6,3,"Jun 14, 2024",21
