"Display Order","Product Details","ASIN","URL","Image URL","Brand","Price  £","Parent Level Sales","ASIN Sales","Recent Purchases","Parent Level Revenue","ASIN Revenue","Title Char. Count","BSR","Seller Country/Region","Fees  £","Active Sellers","Ratings","Review Count","Images","Review velocity","Buy Box","Category","Size Tier","Fulfillment","Dimensions","Weight","ABA Most Clicked","Creation Date","Sponsored","Best Seller","Seller Age (mo)","Seller"
34.,"Bioderma Atoderm Shower Oil Refill 1000ml","B0D9NN7XFD","https://www.amazon.co.uk/dp/B0D9NN7XFD?psc=1","https://m.media-amazon.com/images/I/51c8GEGtkAL._AC_SY355_.jpg","Bioderma",15.21,183,183,100,"3,399.9","3,399.9",41,"10,016","GB",6.55,22,4.8,"1,121",8,67,"Lucky Trading Enterprises","Beauty","Small Parcel","FBA","22.14 x 9.50 x 15.70 cm",1.12,"N/A","Sep 25, 2024",,"No",22,"Lucky Trading Enterprises"
35.,"FREZYDERM Atoprel Milky Bath Oil 250 ml","B09V7PXZF1","https://www.amazon.co.uk/dp/B09V7PXZF1?psc=1","https://m.media-amazon.com/images/I/41qKT3zuhgL._AC_SY355_.jpg","FREZYDERM",17.08,1,1,"N/A",22.92,22.92,39,"340,757","GB",6.08,2,5,1,5,0,"HealthBeautyCare","Beauty","Extra Large Envelope","MFN","22.30 x 5.40 x 6.00 cm",0.27,"N/A","Mar 30, 2022",,"No",52,"HealthBeautyCare"
36.,"ANATOME Bath & Shower Oil 150ml – Blended with Chamomile Essential Oil | Natural Body Oil for Better Sleep, Stress Relief & Strong Anti Anxiety | Relaxing Chamomile to Nourish Body & Calm Mind","B0DL4FMXV1","https://www.amazon.co.uk/dp/B0DL4FMXV1?psc=1","https://m.media-amazon.com/images/I/61kflfSqPNL._AC_SY355_.jpg","Anatome",68,0,0,"N/A",0,0,192,"481,083","GB",13.2,1,"N/A",0,5,0,"ANATOME","Beauty","Small Parcel","FBA","12.70 x 12.70 x 7.62 cm",0.17,"N/A","Oct 27, 2024",,"No",21,"ANATOME"
37.,"Eucerin AtopiControl Bath and Shower Oil 400ml","B00FZV9KZ0","https://www.amazon.co.uk/dp/B00FZV9KZ0?psc=1","https://m.media-amazon.com/images/I/518IIA1C3oL._AC_SY355_.jpg","Eucerin",18.41,16,16,"N/A",289.61,289.61,46,"65,953","GB",6.82,6,4.6,113,7,1,"Sense42 Groceries and Beauty","Beauty","Large Envelope","MFN","21.80 x 3.80 x 8.30 cm",0.43,"N/A","Oct 22, 2013",,"No",153,"Sense42 Groceries and Beauty"
38.,"Bath Oil Gel for Atopic Skin 4 Pack","B0FQX8GJRY","https://www.amazon.co.uk/dp/B0FQX8GJRY?psc=1","https://m.media-amazon.com/images/I/41I-xiB3KuL._AC_SY355_PIbundle-4,TopRight,0,0_SH20_.jpg","Generisch",27.51,0,0,"N/A",0,0,35,"414,963","ES","N/A",1,"N/A",0,"N/A",0,"Good4 you","Beauty","N/A","MFN","N/A","N/A","N/A","N/A",,"No","N/A","Good4 you"
39.,"Balneum Bath Oil","B0019EWQTO","https://www.amazon.co.uk/dp/B0019EWQTO?psc=1","https://m.media-amazon.com/images/I/31YkTPou4EL._AC_.jpg","Balneum",11.72,3,3,"N/A",48.57,48.57,16,"110,120","GB","N/A",4,4.7,5,1,0,"Harpers Healthcare","Beauty","N/A","MFN","N/A","N/A","N/A","May 8, 2008",,"No",218,"Harpers Healthcare"
40.,"Atomy Herbal Body Cleanser","B00WQLEAVG","https://www.amazon.co.uk/dp/B00WQLEAVG?psc=1","https://m.media-amazon.com/images/I/31MEhvqa01L._AC_SY355_.jpg","ATOMY",69.95,0,0,"N/A",0,0,26,"N/A","CA","N/A",1,"N/A",0,1,0,"Simple Vitamin",,"N/A","MFN","N/A","N/A","N/A","Mar 29, 2017",,"No",112,"Simple Vitamin"
41.,"Novaclear ATOPIS Emollient Bath Oil- 500 ml Emollient to Moisturise & Hydrate Dry Skin – Gently Cleanses – Soap Free & Perfume Free Emollient Bath & Shower Oil Body Wash - Dermatologically Tested","B09GPNY9H4","https://www.amazon.co.uk/dp/B09GPNY9H4?psc=1","https://m.media-amazon.com/images/I/61R68EeOS6L._AC_SY355_.jpg","Novaclear",15.83,0,0,"N/A",0,0,195,"526,596","GB","N/A",2,"N/A",0,2,0,"Smart Pharma UK","Beauty","Large Envelope","FBA","3.00 x 20.00 x 6.00 cm",0.5,"N/A","Sep 20, 2021",,"No",58,"Smart Pharma UK"
42.,"Bioderma Atoderm Shower Oil - Nourishing & Cleansing Body Wash, Hydrate, Soothe & Protect Dry & Sensitive Skin - with Glycerin & Niacinamides, 200ML","B00ZY65RUI","https://www.amazon.co.uk/dp/B00ZY65RUI?psc=1","https://m.media-amazon.com/images/I/61rxYY6Uo9L._AC_SY355_.jpg","Bioderma",11.27,4,4,"N/A",32.8,32.8,148,"136,027","FR",3.02,12,4.5,"5,961",9,21,"Cosmeco","Beauty","Large Envelope","FBA","16.50 x 3.20 x 5.00 cm",0.26,"N/A","Aug 27, 2015",,"No",131,"Cosmeco"
43.,"Balneum Bath Oil","B0019EYB42","https://www.amazon.co.uk/dp/B0019EYB42?psc=1","https://m.media-amazon.com/images/I/31AmUuBs0eL._AC_.jpg","Balneum",13.65,1,1,"N/A",17.42,17.42,16,"239,047","GB","N/A",3,4.2,13,1,0,"121Pharmacy",,"N/A","MFN","N/A","N/A","N/A","May 8, 2008",,"No",218,"121Pharmacy"
44.,"Balneum Medicinal Bath Oil x 1","B00HU6VNRQ","https://www.amazon.co.uk/dp/B00HU6VNRQ?psc=1","https://m.media-amazon.com/images/I/41dcxu6yD2L._AC_SY355_.jpg",,13.29,0,0,"N/A",0,0.78,30,"487,631","GB","N/A",1,3.1,4,1,0,"easymedshealth","Beauty","N/A","MFN","N/A","N/A","N/A","Nov 17, 2010",,"No",188,"easymedshealth"
45.,"Balneum Bath Oil","B0019F0ESS","https://www.amazon.co.uk/dp/B0019F0ESS?psc=1","https://m.media-amazon.com/images/I/31vDpKjEBsL._AC_.jpg","Balneum",20.79,0,0,"N/A",0,0,16,"456,401","GB","N/A",1,5,1,1,0,"easymedshealth","Beauty","N/A","MFN","N/A","N/A","N/A","Dec 12, 2019",,"No",79,"easymedshealth"
46.,"Balneum Bath Oil 200ml","B001PML7Q8","https://www.amazon.co.uk/dp/B001PML7Q8?psc=1","https://m.media-amazon.com/images/I/31Lid96QHYL._AC_SY355_.jpg",,13.29,0,0,"N/A",0,0,22,"N/A","GB","N/A",2,4.1,3,1,0,"easymedshealth",,"N/A","MFN","N/A","N/A","N/A","Jun 29, 2016",,"No",121,"easymedshealth"
47.,"Atomy Foam Cleanser by ATOMY","B01AR6KBNW","https://www.amazon.co.uk/dp/B01AR6KBNW?psc=1","https://m.media-amazon.com/images/I/31iKPspNI5L._AC_SY355_.jpg",,49.95,0,0,"N/A",0,0,28,"N/A","CA","N/A",1,"N/A",0,1,0,"Simple Vitamin",,"N/A","MFN","N/A","N/A","N/A","Apr 5, 2016",,"No",123,"Simple Vitamin"
48.,"BIODERMA | Atoderm Cleansing Oil | Hydration and Immediate Comfort | Nourishes Intensely | Cleans, Lipidizes and Soothes Irritations | Very good tolerance | Set of 2x1L","B0CXTMQ54T","https://www.amazon.co.uk/dp/B0CXTMQ54T?psc=1","https://m.media-amazon.com/images/I/71NCI03jdgL._AC_SY355_PIbundle-2,TopRight,0,0_SH20_.jpg","PARAVOSTRA",33.33,0,0,"N/A",0,14.31,168,"112,332","N/A",9.32,2,4.8,155,2,2,"La Beauté 🇫🇷 🇬🇧 🇪🇺 🇺🇸","Beauty","Small Parcel","MFN","22.50 x 10.20 x 21.80 cm",2.35,"N/A","Oct 9, 2024",,"No",21,"La Beauté 🇫🇷 🇬🇧 🇪🇺 🇺🇸"
