Display Order,Product Details,ASIN,Segment,URL,Image URL,Brand,Price  £,Parent Level Sales,ASIN Sales,Recent Purchases,Parent Level Revenue,ASIN Revenue,Title Char. Count,BSR,Seller Country/Region,Fees  £,Active Sellers,Ratings,Review Count,Images,Review velocity,Buy Box,Category,Size Tier,Fulfillment,Dimensions,Weight,ABA Most Clicked,Creation Date,Sponsored,Best Seller,Seller Age (mo),Seller
43,"AproDerm® Colloidal Oat Cream 500ml Pump – Paraffin Free, Vegan, 2-in-1 Moisturiser and Soap Substitute for Dry Skin, Eczema, Dermatitis and Psoriasis",B07QK1K57J,Cream,https://www.amazon.co.uk/dp/B07QK1K57J?psc=1,https://m.media-amazon.com/images/I/51UzFQghmtL._AC_SY355_.jpg,AproDerm,8.32,"4,346","4,346","3,000","43,419.18","43,419.18",150,763,GB,3.84,8,4.6,"4,391",6,15,Fontus Health Ltd,Beauty,Small Parcel,FBA,20.80 x 7.29 x 8.31 cm,0.58,N/A,"May 24, 2016",,No,122,Fontus Health Ltd
44,"Doublebase Flare Relief Emollient for the Treatment and Relief of Dry Skin Conditions such as Eczema and Psoriasis and Dermatitis (Packaging May Vary), 500g Pump Pack",B084ZR8RV6,Cream,https://www.amazon.co.uk/dp/B084ZR8RV6?psc=1,https://m.media-amazon.com/images/I/71t9OK5k-rL._AC_SY355_.jpg,Doublebase,10,"3,411","3,411","2,000","42,977.67","42,977.67",166,"1,334",AMZ,4.98,2,4.5,"3,995",8,29,Amazon,Health & Personal Care,Small Parcel,AMZ,22.35 x 8.20 x 8.30 cm,0.63,N/A,"Feb 12, 2020",,No,77,Amazon
41,"E45 Cream 125 g – Moisturiser for Dry Skin and Sensitive Skin - Emollient Body Cream to Soothe Dry and Irritated Skin - Itchy Skin, Eczema Cream - Perfume-Free Face Cream and Non-Greasy Hand Cream",B0038HRRFS,Cream,https://www.amazon.co.uk/dp/B0038HRRFS?psc=1,https://m.media-amazon.com/images/I/51OmddSTQeL._AC_SY355_.jpg,E45,4.05,"8,975","8,975","4,000","42,792.99","42,792.99",196,627,AMZ,3.13,19,4.7,"3,008",9,52,Amazon,Beauty,Small Parcel,AMZ,11.99 x 6.91 x 7.29 cm,0.2,N/A,"Mar 4, 2009",,No,208,Amazon
34,"Pinewoods Fast Acting Hydrocortisone Cream 1% w/w Bite and Sting Cream, Mosquito and Bee Sting Treatment, Itchy Skin and Redness Solution, 3 x 10g Tubes for Eczema and Irritation",B0DLWWBP7D,Cream,https://www.amazon.co.uk/dp/B0DLWWBP7D?psc=1,"https://m.media-amazon.com/images/I/61-xpHOCDxL._AC_SY355_PIbundle-3,TopRight,0,0_SH20_.jpg",Generic,6.62,"4,981","4,981","4,000","40,552.51","40,552.54",178,291,GB,1.94,2,4.6,"1,943",8,39,Asrev Healthcare,Health & Personal Care,Standard Envelope,FBA,10.10 x 2.40 x 9.70 cm,0.06,N/A,"Nov 4, 2024",,No,20,Asrev Healthcare
47,Medi Derma-S Barrier Cream Tube 90g for Gentle Barrier Protection on Intact Skin or for Mild Skin Damage-for Use During Episodes of Incontinence,B0174RMU1S,Cream,https://www.amazon.co.uk/dp/B0174RMU1S?psc=1,https://m.media-amazon.com/images/I/51G5g4kVOpL._AC_SY355_.jpg,Fwoueot,7.99,"4,216","4,216","3,000","40,328.79","40,328.78",144,736,GB,3.23,19,4.8,"1,795",6,24,121Pharmacy,Health & Personal Care,Extra Large Envelope,MFN,17.50 x 4.10 x 4.10 cm,0.11,N/A,"Oct 25, 2015",,No,129,121Pharmacy
51,Epaderm Emollient For Dry Skin - 500g,B002TV5YMW,Cream,https://www.amazon.co.uk/dp/B002TV5YMW?psc=1,https://m.media-amazon.com/images/I/61I4kWBl7zL._AC_SY355_.jpg,Epaderm,7.84,"4,185","4,185","2,000","39,378.59","39,378.61",37,968,AMZ,3.84,26,4.7,"3,221",9,20,Amazon,Beauty,Small Parcel,AMZ,17.10 x 12.00 x 13.60 cm,0.6,N/A,"Jun 8, 2009",,No,205,Amazon
9,"La Roche-Posay Lipikar Syndet AP+, Soothing Cream Wash, Niacinamide, Shea Butter, For Very Dry Sensitive Eczema Prone Skin, Face Body Cleanser, Fragrance Free, 400ml",B01LTGM28G,Wash,https://www.amazon.co.uk/dp/B01LTGM28G?psc=1,https://m.media-amazon.com/images/I/71lduOrTHeL._AC_SX342_.jpg,,20.15,"1,849","1,849","1,000","34,640.42","34,640.42",165,"3,387",AMZ,6,1,4.7,"4,781",10,87,Amazon,Beauty,Extra Large Envelope,AMZ,20.00 x 5.90 x 6.00 cm,0.47,N/A,"Sep 19, 2016",,No,118,Amazon
35,"Diprobase Advanced New Formula for Eczema Prone Skin for Red, Inflamed or Damaged Skin Cream, 500 g (Pack of 2)",B0B8Z3B48T,Cream,https://www.amazon.co.uk/dp/B0B8Z3B48T?psc=1,"https://m.media-amazon.com/images/I/61SvHk-cR3L._AC_SY355_PIbundle-2,TopRight,0,0_SH20_.jpg",Diprobase,22.49,"1,152","1,152",900,"31,089.79","31,089.81",111,"3,301",GB,7.15,2,4.7,719,6,8,BioHerbs,Beauty,Small Parcel,FBA,20.10 x 7.30 x 19.70 cm,1.1,N/A,"Aug 4, 2022",,No,47,BioHerbs
56,"QV Cream with 10% Glycerin (500g) Rich Protective Moisturiser for Sensitive, Dry Skin, Fragrance Free, Noncomedogenic Body Cream, Hydrating Skin Care for Eczema, Psoriasis, Dermatitis, Pump Bottle",B006WZQK60,Cream,https://www.amazon.co.uk/dp/B006WZQK60?psc=1,https://m.media-amazon.com/images/I/51pMtmvkgiL._AC_SY355_.jpg,QV,8.32,"5,464","2,736","2,000","66,599.16","30,396.48",196,663,AMZ,4.76,8,4.6,"5,964",2,52,Amazon,Beauty,Small Parcel,AMZ,18.60 x 8.30 x 8.30 cm,0.57,N/A,"Jun 1, 2012",,No,169,Amazon
19,"Oilatum Emollient Bath Liquid for Eczema, Psoriasis and Dry Skin Conditions, Soothing Formula for Sensitive Skin, Hydrating Relief for Itchy, Irritated Skin, 1 x 500ml",B001PMM3BG,Wash,https://www.amazon.co.uk/dp/B001PMM3BG?psc=1,https://m.media-amazon.com/images/I/61ZF0YxgJDL._AC_SY355_.jpg,Oilatum,10.42,"2,288","2,288","1,000","28,589.39","28,589.39",167,"2,288",AMZ,4.86,16,4.7,"1,767",8,9,Amazon,Beauty,Extra Large Envelope,AMZ,24.61 x 5.21 x 9.19 cm,0.52,N/A,"Mar 4, 2009",,No,208,Amazon
40,E45 Itch Relief Cream 50 g – Anti Itch Cream for Skin Irritation – Non-Greasy E45 Cream to Relieve Itching – Eczema Dermatitis Cream – Instantly Soothes and Calms Skin - E45 for Itching,B01BKO8B4G,Cream,https://www.amazon.co.uk/dp/B01BKO8B4G?psc=1,https://m.media-amazon.com/images/I/51AfMQl0MDL._AC_SY355_.jpg,E45,3.54,"5,006","5,006","2,000","24,428.56","24,428.57",185,950,GB,2.71,17,4.5,"1,950",8,27,ESSO RETAIL & WHOLESALE,Health & Personal Care,Large Envelope,MFN,14.30 x 3.70 x 4.30 cm,0.07,N/A,"Feb 8, 2016",,No,125,ESSO RETAIL & WHOLESALE
12,E45 Bath Oil 500 ml – E45 Bath Oil Emollient to Moisturise & Hydrate Dry Skin – Gently Cleanses for Soft Skin – Soap Free & Perfume Free Emollient Bath & Shower Oil Body Wash - Dermatologically Tested,B002J9DEZ8,Oil,https://www.amazon.co.uk/dp/B002J9DEZ8?psc=1,https://m.media-amazon.com/images/I/51AbQLUDHoL._AC_SY355_.jpg,E45,6.11,"2,706","2,629","1,000","26,389.78","23,739.68",200,"1,380",AMZ,3.28,16,4.7,"2,131",6,93,Amazon,Beauty,Extra Large Envelope,AMZ,19.80 x 4.40 x 9.00 cm,0.47,N/A,"Jan 14, 2009",,No,210,Amazon
65,"Cetraben Flare Up Overnight Ointment, Relieves Dry, Itchy & Eczema-Prone Skin, Rich Formulation for Intense Hydration, Protects Skin from Irritants, For Overnight Use, Fragrance Free, 1 x 120g",B0727YGY8P,Cream,https://www.amazon.co.uk/dp/B0727YGY8P?psc=1,https://m.media-amazon.com/images/I/61HoqNjNZLL._AC_SY355_.jpg,Cetraben,6.5,"3,085","3,085","2,000","22,022.16","22,022.15",192,740,AMZ,4.08,3,4.5,"2,388",7,15,Amazon,Beauty,Small Parcel,AMZ,6.90 x 6.30 x 6.45 cm,0.15,N/A,"May 10, 2017",,No,110,Amazon
23,"Antibacterial Cream, Eczema Cream, Itch Relief Cream Fast Relief for Dermatitis Itchy Rashes, Psoriasis Ointment Relieves Itchy Skin",B0GRTY5TC1,Cream,https://www.amazon.co.uk/dp/B0GRTY5TC1?psc=1,https://m.media-amazon.com/images/I/61R5QjekiNL._AC_SY355_.jpg,MUPMEN,9.99,"2,190","2,190","1,000","21,881.22","21,881.21",132,"2,071",CN,3.05,1,4,23,7,11,huiru,Health & Personal Care,Standard Envelope,FBA,12.90 x 1.90 x 3.10 cm,0.03,N/A,"Mar 9, 2026",,No,4,huiru
58,Zerobase Emollient Cream 500g - Pack of 2,B0174SDNOK,Cream,https://www.amazon.co.uk/dp/B0174SDNOK?psc=1,"https://m.media-amazon.com/images/I/61l32zd7GpL._AC_SY355_PIbundle-2,TopRight,0,0_SH20_.jpg",Zerobase,16.66,"1,086","1,086",800,"20,661.68","20,661.67",41,"4,307",GB,6.21,18,4.8,834,1,1,HealthCare - EU,Beauty,Small Parcel,MFN,22.50 x 8.10 x 17.09 cm,1.24,N/A,"Oct 25, 2015",,No,129,HealthCare - EU
54,"Zeroderma Zerobase Emollient Cream 2-in-1 Moisturiser & Soap Substitute, for Dry & Eczema-Prone Skin, Restores Skin Barrier, 21 percent w/w Paraffins, 500g",B01ASEIGZ8,Cream,https://www.amazon.co.uk/dp/B01ASEIGZ8?psc=1,https://m.media-amazon.com/images/I/51jzTb5rHWL._AC_SY355_.jpg,Zeroderma,8.22,"3,118","1,770","1,000","26,372.83","20,473.56",155,"1,062",GB,4.82,14,4.7,"2,764",3,21,Local Pharmacy Online,Beauty,Small Parcel,MFN,21.30 x 7.60 x 7.80 cm,0.6,N/A,"Dec 11, 2015",,No,127,Local Pharmacy Online
50,"E45 Moisturising Cream 500g - Emollient Lotion for Dry, Itchy & Sensitive Skin - Soothing Eczema Relief Cream - Non-Greasy, Fast Absorbing, Dermatologically Tested Formula",B004AV1J2S,Cream,https://www.amazon.co.uk/dp/B004AV1J2S?psc=1,https://m.media-amazon.com/images/I/51CEpX2bIfL._AC_SY355_.jpg,E45,9.16,"1,518","1,518","1,000","19,136.60","19,136.60",171,676,AMZ,4.74,11,4.7,"5,107",9,25,Amazon,Beauty,Small Parcel,AMZ,21.20 x 7.50 x 7.60 cm,0.61,N/A,"Nov 20, 2006",,No,236,Amazon
4,Bioderma Atoderm Intensive Baume Sensitive Skin 500ml,B0161ZC5GY,Cream,https://www.amazon.co.uk/dp/B0161ZC5GY?psc=1,https://m.media-amazon.com/images/I/51QgGKN2WaL._AC_SY355_.jpg,Bioderma,16.25,939,946,600,"18,412.67","18,730.26",53,"3,453",GB,3.84,26,4.7,"9,588",7,114,Dalintober Trading Limited,Beauty,Small Parcel,FBA,21.00 x 6.60 x 7.00 cm,0.55,N/A,"Oct 2, 2015",,No,129,Dalintober Trading Limited
62,"Cetraben Dermatological Emollient Cream, Dry or Chapped Skin, SLS and Paraben Free, Fragrance Free, 500 g",B003BK69BA,Cream,https://www.amazon.co.uk/dp/B003BK69BA?psc=1,https://m.media-amazon.com/images/I/51tsQHJg54L._AC_SY355_.jpg,Cetraben,10.24,"2,115","1,580","1,000","32,089.31","18,606.18",105,"2,233",AMZ,5.61,13,4.7,"4,460",4,10,,Beauty,Small Parcel,AMZ,29.11 x 8.38 x 19.71 cm,0.56,N/A,"Jun 8, 2009",,No,205,
57,"Herbal Antifungal Treatment Cream for Skin: Gentle Plant-Based Formula Suitable for Athletes Foot, Ringworm, Jock Itch, Tinea Versicolor & Seborrheic Dermatitis-Prone Skin",B0GZQ8SV65,Cream,https://www.amazon.co.uk/dp/B0GZQ8SV65?psc=1,https://m.media-amazon.com/images/I/71b6nqzNhPL._AC_SY355_.jpg,Kopa Haiku,8.32,"1,272","1,272","1,000","18,095.10","18,095.12",171,"2,604",CN,3.19,2,4.8,96,7,14,FreshLui,Health & Personal Care,Extra Large Envelope,FBA,5.30 x 4.20 x 5.20 cm,0.11,N/A,"Jan 16, 2026",,No,6,FreshLui
45,E45 Itch Relief Cream 100g – Anti Itch Cream for Skin Irritation – Non-Greasy E45 Cream to Relieve Itching – Eczema Dermatitis Cream – Instantly Soothes and Calms Skin,B001PMM1LI,Cream,https://www.amazon.co.uk/dp/B001PMM1LI?psc=1,https://m.media-amazon.com/images/I/61ExjvlqiSL._AC_SY355_.jpg,E45,5.27,"2,268","2,175","1,000","20,229.89","17,633.68",167,"1,383",AMZ,3.16,13,4.5,"8,402",8,11,Amazon,Health & Personal Care,Extra Large Envelope,AMZ,15.60 x 4.90 x 5.70 cm,0.13,N/A,"Aug 21, 2008",,No,215,Amazon
67,"E45 Psoriasis Cream 50 ml – Treatment for Psoriasis Symptoms – to Reduce Scaling, Itching, Redness, Roughness, Dry, Hard Skin – Moisturising E45 Cream – Relieve Irritated Skin",B095X1T5Y5,Cream,https://www.amazon.co.uk/dp/B095X1T5Y5?psc=1,https://m.media-amazon.com/images/I/51y6y8AglEL._AC_SY355_.jpg,E45,12.22,"1,081","1,081",900,"15,136.90","15,136.90",175,"3,052",AMZ,4.55,15,4.4,903,6,11,,Health & Personal Care,Large Envelope,AMZ,13.80 x 3.60 x 3.70 cm,0.07,N/A,"May 30, 2021",,No,62,
69,"Hydromol Emollient Cream for Eczema & Psoriasis-Prone Skin - Moisturises, Helps Restore Skin Barrier - for Very Dry & Sensitive Skin - Fragrance Free, 500g",B006EI1PMY,Cream,https://www.amazon.co.uk/dp/B006EI1PMY?psc=1,https://m.media-amazon.com/images/I/51-5PCqh5vL._AC_SY355_.jpg,hydromol,16.42,"1,052",630,500,"17,639.10","13,773.49",155,"3,756",AMZ,6.06,10,4.6,710,7,10,Amazon,Health & Personal Care,Small Parcel,AMZ,24.79 x 8.61 x 10.11 cm,1.01,N/A,"Sep 10, 2010",,No,190,Amazon
22,"AproDerm® Emollient Cream 500g Pump - 2-in-1 Moisturuser and Soap Substitute, Suitable for Dry Skin, Eczema, Dermatitis & Psoriasis - Vegan",B071F1DH8W,Cream,https://www.amazon.co.uk/dp/B071F1DH8W?psc=1,https://m.media-amazon.com/images/I/41nv69PNiQL._AC_SY355_.jpg,AproDerm,8.21,"1,379","1,379",900,"13,668.49","13,668.48",139,"3,529",GB,4.63,7,4.6,"1,073",6,6,Direct Care Ltd,Beauty,Small Parcel,MFN,20.80 x 7.40 x 7.40 cm,0.59,N/A,"May 9, 2017",,No,110,Direct Care Ltd
39,"Epaderm, Cream, 50 gram | Including Eczema and Psoriasis",B003ZTASQO,Cream,https://www.amazon.co.uk/dp/B003ZTASQO?psc=1,https://m.media-amazon.com/images/I/61FMuXUME8L._AC_SY355_.jpg,Epaderm,3.04,"5,786","3,823","3,000","30,459.64","12,721.70",56,474,AMZ,2.98,16,4.7,"3,325",9,37,Amazon,Beauty,Extra Large Envelope,AMZ,9.20 x 4.50 x 4.60 cm,0.09,N/A,"Aug 16, 2010",,No,191,Amazon
55,"Ultra Bee 100% Natural Exeskin Dry Itchy Skin and Scalp Balm Suitable for People Prone to Eczema, Psoriasis, Dermatitis.100ml",B00L2INI6M,Cream,https://www.amazon.co.uk/dp/B00L2INI6M?psc=1,https://m.media-amazon.com/images/I/51LsgksNVUL._AC_SY355_.jpg,Ultra Bee,16.62,626,626,600,"12,494.30","12,494.29",125,"7,088",GB,5.99,1,4.2,"1,907",11,49,Ultra Bee,Beauty,Extra Large Envelope,MFN,7.00 x 4.90 x 5.00 cm,0.11,N/A,"Jun 17, 2014",,No,145,Ultra Bee
64,"Diprobase Advanced Eczema Cream for Treatment of Symptoms of Dry Skin, Eczema and Atopic Dermatitis, 500ml Pump",B09XXRY73Y,Cream,https://www.amazon.co.uk/dp/B09XXRY73Y?psc=1,https://m.media-amazon.com/images/I/51ciggsTSkL._AC_SY355_.jpg,Diprobase,10.83,773,773,600,"11,840.14","11,840.12",111,"6,357",GB,5.27,15,4.6,"1,083",6,8,Local Pharmacy Online,Health & Personal Care,Small Parcel,MFN,19.30 x 6.30 x 6.50 cm,0.54,N/A,"Mar 15, 2017",,No,112,Local Pharmacy Online
9,"Oilatum Moisture Rich Bath Soak, For Dry, Itchy, Sensitive and Eczema-prone Skin, Soothes, Hydrates and Relieves Dryness, Protects the Skin, Suitable for Everyday Use, 1 x 300ml",B001RYUCL0,Wash,https://www.amazon.co.uk/dp/B001RYUCL0?psc=1,https://m.media-amazon.com/images/I/61ntLoMlKhL._AC_SY355_.jpg,Oilatum,6.99,"1,437","1,293",800,"12,524.10","11,640.83",177,"3,631",AMZ,3.41,11,4.6,"1,877",7,3,Amazon,Beauty,Large Envelope,AMZ,18.42 x 3.71 x 8.71 cm,0.3,N/A,"Feb 27, 2010",,No,197,Amazon
37,"Cream for Psoriasis, Eczema, Rosacea and Dermatitis - Reduces Dryness and Inflammation - Treatment for Itchy, Cracked and Irritated Skin - Dermatology - Healpsorin",B01M732SJK,Cream,https://www.amazon.co.uk/dp/B01M732SJK?psc=1,https://m.media-amazon.com/images/I/613sjMxu32L._AC_SY355_.jpg,Dermz,13.32,"1,086",727,600,"17,513.05","11,627.04",163,"4,571",GB,5.34,2,4.1,"4,223",7,7,Dermz Laboratories,Beauty,Extra Large Envelope,FBA,12.20 x 4.20 x 4.50 cm,0.07,N/A,"Nov 22, 2016",,No,116,Dermz Laboratories
64,"Balmonds Skin Salvation Moisturising Balm 30ml - Natural Eczema & Psoriasis Treatment Suitable for All Ages, Handmade in UK",B0056PHDOA,Cream,https://www.amazon.co.uk/dp/B0056PHDOA?psc=1,https://m.media-amazon.com/images/I/51k5jGD38NL._AC_SY355_.jpg,Balmonds,7.5,"2,370","1,232",800,"31,939.41","11,089.58",123,"2,330",GB,3.37,1,4.3,"5,547",8,N/A,Balmonds Skincare,Beauty,Small Parcel,FBA,10.90 x 6.40 x 6.70 cm,0.08,N/A,"Feb 26, 2011",,No,185,Balmonds Skincare
9,E45 Dermatitis Cream 50 ml to Treat Symptoms of Dermatitis or Eczema – Relieve Itching and Reduce Inflammation and Redness - Anti-Inflammatory Eczema & Dermatitis Cream - Steroid Free,B07X1QJ4XJ,Cream,https://www.amazon.co.uk/dp/B07X1QJ4XJ?psc=1,https://m.media-amazon.com/images/I/51ijS7NLpCL._AC_SY355_.jpg,E45,11.66,780,780,700,"11,040.13","11,040.13",183,"5,603",GB,4.55,13,4.5,"1,307",6,10,Your carer 007,Beauty,Large Envelope,MFN,13.50 x 3.40 x 3.60 cm,0.1,N/A,"Aug 10, 2019",,No,83,Your carer 007
65,"ISDIN Nutradeica Facial Gel Cream 50ml | For Seborrheic Skin | Hydrates, Soothes and Matifies skin",B00J5FWHQ6,Cream,https://www.amazon.co.uk/dp/B00J5FWHQ6?psc=1,https://m.media-amazon.com/images/I/51LWbFGIEqL._AC_SX342_.jpg,ISDIN,18.22,508,508,400,"11,018.38","11,018.39",98,"9,670",GB,6.14,9,4.3,"4,482",8,55,Amazon,Beauty,Large Envelope,FBA,13.70 x 3.70 x 4.70 cm,0.07,N/A,"Sep 28, 2015",,No,130,Amazon
29,"Zeroderma Zeroderm Ointment, Rich 3-in-1 Emollient, Soap Substitute & Bath Additive, For Dry Skin Conditions such as Eczema, Ichthyosis & other Dry Skin Conditions. 500g",B00QMFMDOS,Cream,https://www.amazon.co.uk/dp/B00QMFMDOS?psc=1,https://m.media-amazon.com/images/I/61ApOunQygL._AC_SY355_.jpg,Zeroderma,7.62,"1,182","1,182",900,"10,596.66","10,596.66",169,"3,617",GB,3.82,19,4.7,"1,242",3,3,Direct Care Ltd,Beauty,Small Parcel,MFN,10.70 x 10.30 x 10.50 cm,0.56,N/A,"Feb 17, 2016",,No,125,Direct Care Ltd
14,Eucerin Bath and Shower Oil 400ml,B00I0TQPR0,Oil,https://www.amazon.co.uk/dp/B00I0TQPR0?psc=1,https://m.media-amazon.com/images/I/719DW2H57BL._AC_SX342_.jpg,Eucerin,10.27,741,741,600,"10,505.39","10,505.39",33,"6,547",AMZ,5.59,11,4.4,370,7,5,Amazon,Beauty,Large Envelope,AMZ,21.70 x 3.60 x 7.80 cm,0.44,N/A,"Jan 24, 2014",,No,150,Amazon
18,"Seborrheic Dermatitis & Psoriasis Face Cream: Soothing Natural Formula Treatment for Face, Scalp & Chest with 12 Botanical Extracts, Ceramides & Shea Butter – Steroid-Free",B0G1YP8QLG,Cream,https://www.amazon.co.uk/dp/B0G1YP8QLG?psc=1,https://m.media-amazon.com/images/I/71qZOXLOolL._AC_SY355_.jpg,Kopa Haiku,16.66,581,581,500,"10,403.48","10,403.50",171,"7,338",CN,5.76,2,4.8,204,7,25,Golden-Link,Beauty,Large Envelope,FBA,12.30 x 3.20 x 4.00 cm,0.07,N/A,"Nov 12, 2025",,No,8,Golden-Link
