"Display Order","Product Details","ASIN","URL","Image URL","Brand","Price  £","Parent Level Sales","ASIN Sales","Recent Purchases","Parent Level Revenue","ASIN Revenue","Title Char. Count","BSR","Seller Country/Region","Fees  £","Active Sellers","Ratings","Review Count","Images","Review velocity","Buy Box","Category","Size Tier","Fulfillment","Dimensions","Weight","ABA Most Clicked","Creation Date","Sponsored","Best Seller","Seller Age (mo)","Seller"
30.,"FREZYDERM Atoprel Milky Bath Oil 250 ml","B09V7PXZF1","https://www.amazon.co.uk/dp/B09V7PXZF1?psc=1","https://m.media-amazon.com/images/I/41qKT3zuhgL._AC_SY355_.jpg","FREZYDERM",17.08,1,1,"N/A",22.92,22.92,39,"340,757","GB",6.08,2,5,1,5,0,"HealthBeautyCare","Beauty","Extra Large Envelope","MFN","22.30 x 5.40 x 6.00 cm",0.27,"N/A","Mar 30, 2022",,"No",52,"HealthBeautyCare"
31.,"Multidermol Gel Urea - Soap Free Bath and Shower Emulsion, Suitable for Dry Skin - 750 ml","B00TTWWRJM","https://www.amazon.co.uk/dp/B00TTWWRJM?psc=1","https://m.media-amazon.com/images/I/71s43fSJ2nL._AC_SY355_.jpg","MULTIDERMOL",35.87,0,0,"N/A",0,0,89,"697,799","ES",9.11,1,4.5,27,2,0,"LESS WASTE","Beauty","Extra Large Envelope","MFN","28.00 x 5.00 x 8.50 cm",0.82,"N/A","Sep 28, 2015",,"No",130,"LESS WASTE"
32.,"OMNi BiOTiC Skin Intensive Skin Bath | Protection and Care for Atopic Dermatitis | with Active Probiotic Bacteria | Vegan | Dermatologically Tested | No Fragrances and Preservatives | 125 g Powder","B0FF4TP5N4","https://www.amazon.co.uk/dp/B0FF4TP5N4?psc=1","https://m.media-amazon.com/images/I/61T0s-4eaML._AC_SY355_.jpg","OMNi BiOTiC",19.66,0,0,"N/A",0,0.68,196,"381,224","AMZ",6.59,1,4.1,12,9,0,"Amazon EU","Beauty","Small Parcel","AMZ","10.20 x 7.30 x 10.00 cm",0.19,"N/A","Jun 28, 2025",,"No",13,"Amazon EU"
33.,"Balneum Plus Bath Additive - Bath Oil with Lauromacrogols & SOYA Oil for Intensive Hydration, Softening & Soothing of Itchy & Dry Skin, Relaxing Bath Soak for Women & Men, 500ml (Packing May Vary)","B006EHZSDM","https://www.amazon.co.uk/dp/B006EHZSDM?psc=1","https://m.media-amazon.com/images/I/718uKXkyn1L._AC_SY355_.jpg","Balneum",6.09,210,210,100,"1,684.86","1,684.84",196,"18,936","GB",3.09,21,4.6,241,7,3,"DerixOnline","Beauty","Small Parcel","MFN","19.60 x 7.00 x 7.20 cm",0.54,"N/A","May 12, 2008",,"No",218,"DerixOnline"
34.,"Oilatum Plus Antiseptic Emollient Bath Additive for Eczema and Dry Skin Conditions, Soothing and Hydrating Formula, Dermatologist Recommended Relief, 1 x 500ml","B000LNEB7Y","https://www.amazon.co.uk/dp/B000LNEB7Y?psc=1","https://m.media-amazon.com/images/I/612ECDjkKWL._AC_SY355_.jpg","Oilatum",12.58,203,203,100,"3,176.48","3,176.5",159,"10,668","AMZ",6.1,11,4.7,625,7,1,"Amazon","Health & Personal Care","Extra Large Envelope","AMZ","22.20 x 5.20 x 9.30 cm",0.52,"N/A","Dec 4, 2006",,"No",235,"Amazon"
35.,"Balneum Medicinal Bath Oil - Nourishing SOYA Oil Emollient for Healthy Skin - Moisturises, Hydrates and Protects - Suitable for Dry Skin Conditions - for Men and Women - 500ml","B001PML7RW","https://www.amazon.co.uk/dp/B001PML7RW?psc=1","https://m.media-amazon.com/images/I/81uuinKoI4L._AC_SY355_.jpg","Balneum",8.32,157,157,100,"1,568.28","1,568.27",175,"16,658","GB",3.89,15,4.6,419,4,0,"Direct Care Ltd","Beauty","Small Parcel","MFN","19.50 x 6.90 x 7.30 cm",0.54,"N/A","Jun 8, 2009",,"No",205,"Direct Care Ltd"
36.,"Atopic Skin Lotion 750 ml","B08W8H13RH","https://www.amazon.co.uk/dp/B08W8H13RH?psc=1","https://m.media-amazon.com/images/I/71EzTFiPnEL._AC_SY355_.jpg","Instituto Español",10.02,1,1,"N/A",14.19,14.19,25,"200,494","ES",4.9,3,4.6,"1,690",1,17,"Easo Magno Beauty","Beauty","Small Parcel","MFN","26.40 x 8.10 x 8.10 cm",0.83,"N/A","Mar 11, 2021",,"No",64,"Easo Magno Beauty"
37.,"Repavar Atopic Skin - Ultrasoft and Anti-Irritant Bath Gel - Relieves Itching and Strengthens the Aggravated Skin Barrier - For Atopic, Dry and Very Dry Skin - 750 ml","B009SM834Q","https://www.amazon.co.uk/dp/B009SM834Q?psc=1","https://m.media-amazon.com/images/I/61hAZTmXJNL._AC_SY355_.jpg","Atopic-Piel",19.95,0,0,"N/A",0,0,166,"697,540","N/A",5.88,2,4.3,145,5,1,,"Beauty","Extra Large Envelope","MFN","26.60 x 6.00 x 8.40 cm",0.86,"N/A","Oct 18, 2012",,"No",165,
38.,"E45 Bath Oil 500 ml – E45 Bath Oil Emollient to Moisturise & Hydrate Dry Skin – Gently Cleanses for Soft Skin – Soap Free & Perfume Free Emollient Bath & Shower Oil Body Wash - Dermatologically Tested","B0D1RB1WGQ","https://www.amazon.co.uk/dp/B0D1RB1WGQ?psc=1","https://m.media-amazon.com/images/I/61wp2MOKNaL._AC_SX355_PIbundle-2,TopRight,0,0_SH20_.jpg","E45",14.66,0,0,"N/A",0,0,200,"34,964","AMZ","N/A",1,4.9,22,7,0,"Amazon","Beauty","Extra Large Envelope","AMZ","19.80 x 4.40 x 9.00 cm",0.94,"N/A","Dec 8, 2025",,"No",7,"Amazon"
39.,"Oilatum Emollient Eczema and Dry Skin Bath Additive, 500 ml","B07F8356XP","https://www.amazon.co.uk/dp/B07F8356XP?psc=1","https://m.media-amazon.com/images/I/31r9TAjokUL._AC_SX355_.jpg","Oilatum",13.57,0,0,"N/A",0,0,59,"97,128","GB",5.42,5,4.6,57,4,0,"Direct Care Ltd","Beauty","Extra Large Envelope","MFN","21.30 x 4.80 x 8.90 cm",0.49,"N/A","Jul 4, 2018",,"No",96,"Direct Care Ltd"
40.,"Oilatum Emollient Bath Liquid (1 x 500ml) & Emollient Cream (1 x 500ml), Psoriasis, Eczema and Dry Skin Conditions, Soothing Formula, Hydrating Relief for Itchy Skin, Dermatologist Recommended","B0D54N5SP6","https://www.amazon.co.uk/dp/B0D54N5SP6?psc=1","https://m.media-amazon.com/images/I/51ykO5G-rbL._AC_SY355_PIbundle-2,TopRight,0,0_SH20_.jpg","Oilatum",24,0,0,"N/A",0,0,192,"138,915","AMZ","N/A",1,5,1,5,0,"Amazon","Health & Personal Care","N/A","AMZ","N/A","N/A","N/A","May 24, 2024",,"No",26,"Amazon"
