Display Order,Product Details,ASIN,Segment,URL,Image URL,Brand,Price  €,Parent Level Sales,ASIN Sales,Recent Purchases,Parent Level Revenue,ASIN Revenue,Title Char. Count,BSR,Seller Country/Region,Fees  €,Active Sellers,Ratings,Review Count,Images,Review velocity,Buy Box,Category,Size Tier,Fulfillment,Dimensions,Weight,ABA Most Clicked,Creation Date,Sponsored,Best Seller,Seller Age (mo),Seller
19.,Scented Mite and Anti-Dust Mite Repellent (20 Pieces Lavender Fragrance),B0D9YNTRNX,Repellent,https://www.amazon.it/dp/B0D9YNTRNX?psc=1,https://m.media-amazon.com/images/I/81-YtDWdtLL._SX342_.jpg,Generico,9.99,"1,077",253,200,"6,741.15","2,507.15",72,186,N/A,4.49,1,4.4,131,3,12,IPresa Shop,Garden,Extra Large Envelope,FBA,16.50 x 4.60 x 12.60 cm,0.17,N/A,"Jul 23, 2024",,No,22,IPresa Shop
17.,HOME PRO HygienFresh Tarmacid Moth Repellent Spray Professional Deodorant Fabric Rooms Drawers Insecticide 400 ml,B07VWW7RJD,Killer Spray,https://www.amazon.it/dp/B07VWW7RJD?psc=1,https://m.media-amazon.com/images/I/619h6kuYqZL._AC_SY355_.jpg,HOME PRO,13.49,154,154,100,"1,982.65","1,980.97",113,815,N/A,5.57,2,4.5,188,7,0,Home Professional,Garden,Large Envelope,MFN,20.07 x 3.56 x 6.35 cm,0.36,N/A,"Aug 2, 2019",,No,81,Home Professional
32.,Nuncas Magic Wood Moth Repellent - 12 Sheets,B0D7QCRJPJ,Repellent,https://www.amazon.it/dp/B0D7QCRJPJ?psc=1,https://m.media-amazon.com/images/I/61bvk+cgiNL._AC_SY355_.jpg,nuncas,5.99,"2,163",304,200,"12,493","1,816.4",44,33,AMZ,3.13,4,4.5,"1,478",4,5,Amazon,Garden,Standard Envelope,AMZ,19.90 x 0.70 x 15.20 cm,0.03,N/A,"Jun 21, 2024",,No,23,Amazon
49.,"Clothes Moth Traps - Pack of 6 with Pheromones, Odourless and Non-Toxic - For Cabinets, Drawers, Fabrics and Storage Areas - Safe for Kids and Pets",B0F5NC9GS7,Physical Trap,https://www.amazon.it/dp/B0F5NC9GS7?psc=1,https://m.media-amazon.com/images/I/715NlHVoaeL._AC_SY355_.jpg,INSECTIX PEST SOLUTION,14.99,116,116,N/A,"1,735.4","1,734.18",147,"4,789",GB,4.05,1,4.3,159,8,8,PEST EXPERT SOLUTION,Garden,Standard Envelope,FBA,14.60 x 1.90 x 12.30 cm,0.11,N/A,"Jul 15, 2025",,No,10,PEST EXPERT SOLUTION
44.,Moth Killer for Clothes Cabinets | 50 x Cedar Wood Rings | Cedar Oil Mini Bottle 5ml Included | 100% Natural Moth Repellent for Wardrobe Fabric | for Moth Repellent Wardrobe and Drawers,B07JYFJPVT,Repellent,https://www.amazon.it/dp/B07JYFJPVT?psc=1,https://m.media-amazon.com/images/I/91AsuNAdqnL._AC_SY355_.jpg,Zidina,18.99,69,69,N/A,"1,317.26","1,316.48",185,822,GB,5.6,1,4.1,"2,188",6,299,Raimarket.shop,Garden,Standard Envelope,FBA,26.80 x 2.30 x 20.10 cm,0.36,N/A,"Nov 4, 2018",,No,90,Raimarket.shop
43.,"Zig Zag The Clothes Saver, Pre-Glued Adhesive Pheromone Trap for Attracting Fabric Moth Repellent, No Insecticide, Pack of 2 Traps",B00DJV0KYI,Physical Trap,https://www.amazon.it/dp/B00DJV0KYI?psc=1,https://m.media-amazon.com/images/I/51orIBfyVUL._AC_SY355_.jpg,ZIG - ZAG,4.85,249,249,100,"1,207.08","1,204.49",130,871,AMZ,2.64,2,4.2,217,3,0,Amazon,Garden,Standard Envelope,AMZ,15.70 x 1.20 x 12.50 cm,0.03,N/A,"Sep 28, 2015",,No,128,Amazon
27.,Smash Moth and Butterfly Spray for Home Food – Suitable for Rooms with Pets – 1 x 500 ml – Anti-Butterfly for Wardrobe and Pantry – Without Permethrin. Instructions Included,B096V6VL6D,Killer Spray,https://www.amazon.it/dp/B096V6VL6D?psc=1,https://m.media-amazon.com/images/I/5169zqNJKYL._AC_SY355_.jpg,Insectum,22.9,45,45,N/A,"1,038.14","1,037.57",173,"1,373",IT,8.39,1,4.2,120,7,7,Insectum STORE,Garden,Small Parcel,FBA,26.30 x 6.40 x 10.30 cm,0.58,N/A,"Aug 4, 2021",,No,57,Insectum STORE
15.,"PIC Clothes Moth Traps 8X - Clothes Closet Moth Killer with Pheromones - Adhesive Traps Anti Moth Clothes Closet, Protection up to 3 Months for Wardrobe and Drawers",B07MSG8VPN,Physical Trap,https://www.amazon.it/dp/B07MSG8VPN?psc=1,https://m.media-amazon.com/images/I/81ZOmC8kuaL._AC_SY355_.jpg,PIC,12.99,"1,400","1,400",600,"18,189.22","18,175.11",164,109,DE,4.63,1,4.2,"4,617",8,69,UE-SHOP,Garden,Extra Large Envelope,FBA,13.30 x 4.90 x 10.10 cm,0.12,N/A,"Mar 12, 2019",,No,86,UE-SHOP
7.,"Raid 6 x Moth Gel Clothes, for Pleasantly Scented Garments, Lavender Fragrance, Pack of 6",B0BSXJPWM6,Repellent,https://www.amazon.it/dp/B0BSXJPWM6?psc=1,"https://m.media-amazon.com/images/I/71bKUlLYCqL._AC_SY355_PIbundle-6,TopRight,0,0_SH20_.jpg",Raid,5.39,"1,489","1,489",800,"10,789.79","10,785.78",89,842,AMZ,3.24,3,4.5,304,8,12,Amazon,Health & Household,Standard Envelope,AMZ,17.00 x 2.50 x 9.50 cm,0.06,N/A,"Jan 24, 2023",,No,40,Amazon
9.,"Orphea Food Moth Repellent, Adhesive Traps Against Food Moths, Butterflies, Insecticide Free and Odourless, 1 Pack Containing 4 Adhesive Traps",B0943P66KK,Repellent,https://www.amazon.it/dp/B0943P66KK?psc=1,https://m.media-amazon.com/images/I/61S9SijXJhL._AC_SY355_.jpg,Orphea,3.9,"2,572","2,183","2,000","13,153.74","8,569.69",142,7,AMZ,3.99,4,4.5,"4,876",5,36,Amazon,Garden,Standard Envelope,AMZ,21.90 x 2.30 x 9.60 cm,0.04,N/A,"May 4, 2021",,No,60,Amazon
27.,Nuncas Moth Repellent Fabric Protection – Fresh Lavender – 12 Sheets,B00MFOA70M,Repellent,https://www.amazon.it/dp/B00MFOA70M?psc=1,https://m.media-amazon.com/images/I/61bT43Dab0L._AC_SY355_.jpg,nuncas,5.27,"2,163",845,700,"12,493","5,016.49",68,33,AMZ,3.21,4,4.5,"1,478",4,10,Amazon,Garden,Small Envelope,AMZ,20.00 x 0.40 x 15.00 cm,0.03,N/A,"Dec 13, 2019",,No,77,Amazon
26.,Veddelholzer 8 x Clothes Moth Trap Clothes Moth Trap in the Wardrobe Triangular Trap with Hook and Adhesive Surface Odourless and Poison Free Effective Protection,B0FKBTC9WQ,Physical Trap,https://www.amazon.it/dp/B0FKBTC9WQ?psc=1,https://m.media-amazon.com/images/I/81bpTY4oDNL._AC_SY355_.jpg,Veddelholzer,10.95,455,455,200,"4,877.31","4,874",162,557,CY,5.34,1,4.1,217,7,22,Veddelholzer,Garden,Standard Envelope,FBA,27.20 x 1.90 x 7.10 cm,0.06,N/A,"Sep 23, 2025",,No,8,Veddelholzer
25.,Gerobug Food Moth Trap 10pcs - Pheromone Trap Food Protection Long Term Effect,B0B5XTQ6M9,Physical Trap,https://www.amazon.it/dp/B0B5XTQ6M9?psc=1,https://m.media-amazon.com/images/I/61GvnCWO3uL._AC_SY355_.jpg,Gerobug,10.95,344,344,200,"3,768.83","3,765.25",78,201,DE,3.53,1,4.6,"2,739",8,85,RGO Expert GmbH,Garden,Small Envelope,FBA,13.80 x 0.90 x 10.30 cm,0.04,N/A,"May 27, 2024",,No,24,RGO Expert GmbH
19.,PIC Trappole per Tarme Alimentari Parent (6 x Trappole),B07MM2FTVD,Physical Trap,https://www.amazon.it/dp/B07MM2FTVD?psc=1,https://m.media-amazon.com/images/I/81xh3fjtZ1L._AC_SY355_.jpg,PIC,5.91,"1,564",500,500,"14,357.54","3,153.56",55,16,DE,3.3,1,4.5,"18,395",7,"3,261",UE-SHOP,Garden,Standard Envelope,FBA,13.30 x 0.80 x 9.60 cm,0.08,N/A,"Apr 9, 2019",,No,85,UE-SHOP
57.,ISOTRONIC Wasp Repellent | Ultrasonic Wasp & Moth Deterrent | Alternating Frequency & Ultrasonic Waves | Wasp & Moth Protection | Pack of 1,B07BB3HPY1,Repellent,https://www.amazon.it/dp/B07BB3HPY1?psc=1,https://m.media-amazon.com/images/I/8105iOb93rL._AC_SY355_.jpg,ISOTRONIC,32.95,56,56,N/A,"1,837.46","1,837.33",139,"11,015",DE,10.47,1,2.9,382,8,7,Internetz24,Garden,Small Parcel,FBA,10.50 x 6.20 x 8.20 cm,0.17,N/A,"Apr 8, 2018",,No,97,Internetz24
43.,30 x Cedar Wood Rings 100% Natural Moth Repellent for Wardrobe Fabric | Moth Repellent for Wardrobe and Drawers | Clothes Moth Repellent,B097YKD894,Repellent,https://www.amazon.it/dp/B097YKD894?psc=1,https://m.media-amazon.com/images/I/81V-AXb056L._AC_SY355_.jpg,Zidina,13.99,96,96,50,"1,336.15","1,335.04",136,"2,792",GB,4.3,1,4.2,"1,725",6,17,Raimarket.shop,Garden,Standard Envelope,FBA,18.00 x 2.20 x 17.90 cm,0.25,N/A,"Jun 27, 2021",,No,59,Raimarket.shop
58.,Autan Food Moth Trap Food Butterflies Eliminator for Kitchen Pantry Effectively Acts Up to 8 Weeks Odourless 1 Pack Containing 2 Adhesive Traps,B00DJ7D8UA,Physical Trap,https://www.amazon.it/dp/B00DJ7D8UA?psc=1,"https://m.media-amazon.com/images/I/71gjhLvVS0L._AC_SY355_PIbundle-2,TopRight,0,0_SH20_.jpg",Autan,8.99,175,175,N/A,"1,231.09","1,230.13",143,"1,709",AMZ,3.43,12,4.4,"3,675",7,2,Amazon,Garden,Standard Envelope,AMZ,20.50 x 1.80 x 9.50 cm,0.05,N/A,"Jul 12, 2015",,No,130,Amazon
56.,Vape Food Moth Monitoring Trap Adhesive Traps with Attractive Ferhormones for Males and Females Insecticide Odourless for Handouts Shelves and Drawers – 6 Stickers,B0CJVPRP9K,Physical Trap,https://www.amazon.it/dp/B0CJVPRP9K?psc=1,https://m.media-amazon.com/images/I/81j5QdiDNhL._AC_SY355_.jpg,VAPE,15.48,"1,482",126,N/A,"20,966.5","1,922.46",163,44,IT,5.05,8,4.2,18,2,0,La casa del verde,Garden,Standard Envelope,MFN,23.00 x 24.00 x 2.00 cm,0.1,N/A,"Oct 13, 2023",,No,31,La casa del verde
21.,Moth Traps - 6x Triangle Traps - High Effective Pheromone Traps - Against Food Moth and Clothes Moth - 2 in 1 Moth Traps - Food Moth Trap,B0822HYBT4,Physical Trap,https://www.amazon.it/dp/B0822HYBT4?psc=1,https://m.media-amazon.com/images/I/71YWyzFi2-L._SX342_.jpg,Panteer,14.97,68,68,N/A,"1,019.21","1,019.07",137,"16,447",DE,6.21,1,4,"1,762",7,4,Panteer,Health & Household,Large Envelope,FBA,14.60 x 2.70 x 12.00 cm,0.11,N/A,"Jan 20, 2020",,No,76,Panteer
