marketplace,asin,title,date,rating,review
UK,B0CRVVD71H,Eliminated hidden wasps nest in shed,3 August 2025,5.0,"Had wasps in the shed but couldn't enter to find the nest. Taped up the door with duct tape and sprayed a little of this in the small entrances left behind. Went from 2-3 wasps flying in every 5 seconds or so, to almost none within 2 hours. 2 days later I went in and cleared the nest out without seeing any alive. Great stuff..

MR G T JOHNSTON"
UK,B0CRVVD71H,Brilliant!,9 September 2025,5.0,"Wow! This stuff is amazing. Had a big wasp nest in our bush,now don't get me wrong,I hate killing creatures ect but my grandkids were stung several times by then so had to act. Puffed a bit into the bush and around the entrance and honestly sorted them in minutes. Really effective powder and 100% recommend.

promoter1999"
UK,B0CRVVD71H,Easy to use and worked in 1 application,17 October 2025,5.0,"Wasps nest in tree trunk at bottom of garden. Followed instructions and went armed with this at dusk. One application to the area we had seen them come in and out of and that was it! Excellent easy to use and priced product

KevinA"
UK,B0CRVVD71H,Worked well on a wasp nest,2 September 2025,5.0,"Had a ground wasp nest and puffed this around the entrances and within a few days they were no more. Clearly worked well in this instance despite not being directly applied and relying on the wasp tracking it into the nest so pleased with the product

HubUK"
UK,B0CRVVD71H,Buy This. Don't waste money on sprays etc,2 September 2025,5.0,"Works great, massive bottle. Used it to deal with 4 large nests and still some left.

Easy to squeeze and spray the powder a good couple of meters.

Works very fast and effectively. Don't waste money on spray etc just buy this.

Kev"
UK,B0CRVVD71H,Quick and cheap.,11 August 2025,5.0,"Had a nest in the brick work. Getting in under the eves. Tried a long range spray foam which did nothing. Tried this powder and with a few puffs, 2 hours later 6 wasps per minute going in and out turned in to zero per minute. Incredible stuff.

lisalightweight"
UK,B0CRVVD71H,Really effective and much better than the more well know brands,8 May 2020,5.0,"I think this may possibly be more expensive than the leading 'go to' brand, but it packs a much meaner punch and is more versatile. It can be used as an instant spray on target solution as well as a leave on spray to cover surfaces which then kill on contact. I read Somewhere that it can also be used a room fogger but I haven't looked into that properly. I was getting flies by the dozen in my kitchen last year and coukdnt get any long lasting relief from the pests, but this year I sprayed my kitchen windowsill with this and left it to do it's magic. At the end of the day , my windowsill was literally covered with dead flies! A Quick wipe with a damp cloth easily removed them and even though I didn't reapply, the next day there were more casualties scattered over the windowsill. Any flies I've seen buzzing around got a quick blast and dropped to the floor instantly, dead in seconds. Fab product. It would be even better if the product was safe to use around plants in the greenhouse too, but it's strong stuff so i doubt it could be, though I haven't checked."
UK,B0CRVVD71H,Very effective!,15 June 2025,5.0,"I can't believe how effective this was.
We had a wasp nest under the floor and they were entering/exiting through the airbrick.
I covered the airbrick in the powder and within two hours I couldn't hear a single buzzing. It's been almost a week now and the nest is definitely dead."
UK,B0CRVVD71H,Works,27 September 2025,5.0,"Really good. Used on a wasps nest and worked first time. Anotye brand on here that came in a 3 pack didn't work at all on the same nest

David P"
UK,B0CRVVD71H,The most effective powder against wasps that I have found.,18 July 2025,5.0,"Excellent. I had tried treating wasp nests myself before with a different brand, and it was utterly useless. This, in combination with a new long-handled puffer device, allowed me to get rid of a problem nest on the first attempt.

Mrs. P. A. Barton"
UK,B0CRVVD71H,It really works well,5 October 2025,5.0,"Put this in the entrance of where the wasps were going and less than 24 hours later they had all gone

Lady P"
UK,B0CRVVD71H,Still the best wasp/nest killer I know of,12 September 2023,5.0,"Even their own other products don't beat this one. This one does it best.

I don't like killing nature, never feels good (guilt), however children come first. When a nest with stinging flying creatures invades our living spaces, we must do what is needed. If we could communicate with said creatures and tell them to keep away from us and not grow their nest too large then we wouldn't have an issue and could live together in harmony, however nature is always at conflict in one way or another, but in this war we humans can win with the right tools, althought these sprays are slighly toxic, for emergency use these do their job perfectly."
UK,B0CRVVD71H,Puff and go,17 October 2025,5.0,"One good puff between the garden sleepers and the next day no sign of wasps. Excellent product

robbie0"
UK,B0CRVVD71H,It just works,4 September 2025,5.0,"This worked very effectively on first use in eaves behind guttering, wasps were gone mooring after application. Previously tried a foam which didn't do anything.

Barbara Jones"
UK,B0CRVVD71H,Impressed!,22 July 2025,5.0,"Does the trick! Tried other options that failed. Hubby placed the powder 10pm 'ish and in the morning the wasps had taken the powder into the nest and that it was it!

Carol gadsby"
UK,B0CRVVD71H,Works well,18 November 2025,5.0,"Best spray I've ever used kills flies instantly

Alex
5.0 out of 5 stars
Reviewed in the United Kingdom on 21 January 2025
Size Name: 1 x 300 mlVerified Purchase
This insect killer is highly effective and long-lasting. The odour dissipates quickly, which is a big plus, and it has significantly reduced my fly problem. Kills instantly when sprayed on insects or can be sprayed around the room for lasting protection.

However, be cautious when spraying near surfaces, as it can leave a visible white powder if applied too closely.

Overall, a great product that works well!"
UK,B0CRVVD71H,Keeps you safe!,10 July 2025,5.0,"Why did you choose this product over others?:
Saves me from bugs, made me feel safe when a centipede was on the loose (no centipede's or bugs were harmed in this review)"
UK,B0CRVVD71H,Great product,10 August 2025,5.0,"We used this twice for a wasps nest in the loft and it worked so would highly recommend this prodct

Johtika Makwana"
UK,B0CRVVD71H,Insect spray,9 October 2025,5.0,"It's easy to use and does the job

Phil"
UK,B0CRVVD71H,Works well,7 September 2025,5.0,"Very effective against a wasp nest - 1 treatment was sufficient

phil ham,ilton"
UK,B0CRVVD71H,Effective and easy to use.,14 August 2025,5.0,"Stayed near wasp and it killed wasps very quickly. Easy to use and very effective.

Mayday"
UK,B0CRVVD71H,It works,28 January 2025,5.0,This product is fantastic and does the job. I had tried everything to get rid if my drain flies and this is the only thing thing that works. After 1 spray attempt they were gone. I honestly couldn't believe how quickly and efficient it worked. So problem sorted thank you
UK,B0CRVVD71H,Kills everything !,13 December 2024,5.0,Well it does a good job.. was plagued by fruit flies.. which Raid and other sprays did not seem to do much to. This little spray wiped them out. You do need to give it a good shake as it is prone to coming out in a less than fine spray if you dont
UK,B0CRVVD71H,As expected,4 November 2023,5.0,"Surprisingly does not have a strong smell. Seems to work well. I was plagued with weevils in my kitchen, which I finally tracked down to a bag of bird seed which also contained dried insects…must have been eggs too. They have not returned, so I'm sure it's effective. The insecticide is meant to cover the whole range of common household insect type pests. Will find out with ants and flies next year. I didn't really need 2 canisters."
UK,B0CRVVD71H,WORKS ON FRUITFLIES.,23 January 2023,5.0,"I tried yellow sticky flytraps and found them useless, one spray of this in the waste bin and the fruit flies declined I have not fired it since but after a week they are almost gone . The only thing is the lock system on the can nozzle which is a tiny connecting strip of plastic that needs to be cut through with a craft knife . this enables the plunger to be depressed. This takes five seconds to do it but there is NOTHING IN THE INSTRUCTIONS and it took me 20 minutes to work it out."
UK,B0CRVVD71H,Amazing,6 January 2023,5.0,I bought this due to having a issue with carpet Beatles due to living in a older home I moved all furniture cleaned and then sprayed this around the skirting and any little cracks ect I would think they would come from and it's worked amazing I have only found 1 dead so far since spraying and none live it does come out a fine foam but leave it 10 mins and it drys clear don't hold to close to area either of it's thick foam but 100% would recommend 1 can did me a large bedroom and a large livingroom
UK,B0CRVVD71H,Good,31 July 2025,5.0,"Good and works takes about 48 hours to take full effect.

C. Marshall"
UK,B0CRVVD71H,Good Product,4 August 2025,5.0,"Good Product, ""Does What It Says On The Tin"".

Mrs Claire L Grant"
UK,B0CRVVD71H,Gets rid of wasps!,11 July 2025,5.0,"Great product, got rid of the wasps in our gutter pipes

Andrea"
UK,B0CRVVD71H,Fantastic stuff,26 September 2022,5.0,"Had a recent problem with fruit flies due to the heat. My regular main brand spray was twice the price, so thought I'd give this a try based on the positive reviews. So glad I did. Works so much better on fruit flies than what I was using. There's a smell but not so toxic you feel like you need to reach for a gas mask while using. Just shut the door so the flies couldn't escape and 30 mins later, little or no smell in the room, just dead flies. Seriously impressed…. (I need to get out more)!

Jayne hayward"
UK,B0CRVVD71H,Excellent for what I needed it for,3 August 2020,5.0,"I read the reviews for this before buying, and the main complaint was that it left a foam, and was not effective at killing flies in the air. However, I was looking for something to spray into and onto my outdoor bin because in the heat, flies had got in, maggots were hatching, and all in all it was disgusting, and I wanted to something to eradicate that. This spray was amazing for that! I covered the inside, outside and the bags in my bin, and every time I opened it to put another bag in, I sprayed again, and et voila! It worked, all the flies were gone in a couple of days. Exactly what I needed."
UK,B0CRVVD71H,Huge fruit fly infestation in kitchen.... gone!,13 March 2022,5.0,"This stuff is magic. I sprayed it in my kitchen and left it for a while to work its magic while I went out. I came back, wiped everything down and cleaned up the flies and I've not seen a single fruit fly since. I have pets and I sprayed it in the kitchen, it was fine for anyone who is wondering. Just gotta wipe everything down after and make sure you don't leave anything like pets food bowls out when you spray. I'd recommend this to anyone, honestly. I was using traps and all sorts, trying to be peaceful about it but nothing worked haha. This stuff works wonders."
UK,B0CRVVD71H,Amazing.,17 April 2022,5.0,"Though a tad expensive for what it is this stuff is really good. Had a problem with flies always landing on my child's climbing frame and slide. Tried so many methods to move them on and stop them landing including re staining the wood. They just never went away for long. So resorted to this. Though it says for indoor, I sprayed it around the area and onto the wooden parts and they flew away and havnt returned!! I'm so pleased my child can now enjoy using the climbing frame again without having to constantly jump around to make them fly away.

alan jones"
UK,B0CRVVD71H,"GR8 product, service and price",30 July 2025,5.0,"gr8 product, price and service

JKC"
UK,B0CRVVD71H,Excellent,15 August 2025,5.0,"Excellent product

Private"
UK,B0CRVVD71H,Love The Summer But Hate The Bugs?,20 September 2023,5.0,"If yes, this is the spray for you. It kills everything. Spiders, flies, moths, everything. You can just spray a room overnight and the next day when you check the room, every living insect will be dead. But you must fumigate the room afterwards, as it's not good to breathe it in. Highly recommend it for insects which are very hard to kill.

Great item!"
UK,B0CRVVD71H,Great item!,28 December 2024,5.0,Item arrived safely and efficiently. Great quality and value for money. Item does the job. I would recommend this item and Seller to anyone. I am happy with my purchase.
UK,B0CRVVD71H,It does exactly what it says,9 July 2021,5.0,"Looking for a fly spray is a bit of a nightmare with so many advertised. Tend to be wary of customer reviews so just picked this one purely at random. Delighted, I am pestered by tiny little beasties which drive me nuts flying round and round in circles usually near a glass lampshade which which is not even switched on. Plus all the other misc flies which come in through patio door. I found it needed only a 1 second spray in quite a large lounge to kill them in a matter of only a few seconds.........it really works."
UK,B0CRVVD71H,Does not kill flies and mosquitos.,15 July 2025,5.0,"Good!

I. P. Gearing"
UK,B0CRVVD71H,Does the job at a relatively good price,13 June 2020,5.0,"Bought as a last resort, I have some non-toxic fly papers too which do the job on all but the most recalcitrant flies , as I am not a big fan of insecticides until I have to use them. We have been bothered by hornets in the past and so that preference has been put aside before. This works well, has a reasonable reach on the jet, the design of the top keeps your fingers away from the chemicals and it doesn't require excessive spraying to work. Have to say feeling good about this choice over the more highly priced branded solutions."
UK,B0CRVVD71H,Value for money,28 May 2025,5.0,All insects just dtop and die
UK,B0CRVVD71H,This actually works almost immediately!.,3 September 2023,5.0,For some time I have noticed that the usual fly spray purchased in the supermarket had started to become ineffective and needed repeated spraying to little effect. This product was listed as a product that actually worked and it is extremely effective as it has 2 ingredients. I think the flies must have developed an immunity over the years.
UK,B0CRVVD71H,Absolutely brilliant.,27 October 2021,5.0,"The negative reviews for this product are bizarre - they describe it as a 'foam' (it ISN'T - it's a mist) and they say it's not effective (it's the MOST effective fly spray I've ever used). If you spray it hard and fast AT the flies, it's 100%% effective. Also, it smells less like chemicals and more like herbs/plants - it's a strange musky scent, but it doesn't linger as long as conventional chemical-smelling fly sprays. I think it's a brilliant product that absolutely does what it says on the tin."
UK,B0CRVVD71H,Work absolutely well! I am very satisfied,7 May 2025,5.0,Work absolutely well! I am very satisfied
UK,B0CRVVD71H,This products is absolutely brilliant,2 August 2021,5.0,"Shock & horror !!!
I discovered to my horror an ""winged big Ants Nest"" coming up through the floor behind my cooker.
Note: MAKE SURE THE COOKER IS PULLED OUT - AND SWITCHED OFF -HIGHLY FLAMMABLE
USE IN ACCORDANCE WITH MANUFACTURERS INSTRUCTIONS

I bought TOTAL insect killer, this has a high level of solvent & kills immediately got rid of the infestation over night, spayed again periodically & in early hours of the morning.
Have not seen any in over a week... Would be highly recommend

Ray_Bizkit"
UK,B0CRVVD71H,value,2 June 2025,5.0,good
UK,B0CRVVD71H,Best fly spay ever purchased,27 September 2022,5.0,"This is best spay ive ever used kill em within seconds... Does leave a white foam residue. Like furniture polidh if thry on ur tv so wipe as soon u srpayed.. This is better than the ones 4x more money.. Will be only. Spray i buy from now on.. Also no massive perfumey smell is very mild doesnt choke u out like most of them do
Brilliant for price DEFINITELY RECOMEND THIS PRODUCT....

nath"
UK,B0CRVVD71H,Works very well,24 July 2021,5.0,There is a strong smell to this spray so you need to make sure the room is very well ventilated it really stinks. However it works really well we came back off holiday to find about a hundred flies buzzing against the kitchen window I sprayed a small amount in the air they all fell down dead instantly they weren't moving around suffering they was dead in less than a second. We got it delivered within a couple of hours with prime.
UK,B0CRVVD71H,Total incect killer,21 August 2024,5.0,This total incect killer is brilliant because it kills them dead ! ! ! Would recommend to family and friends and everyone else.
UK,B0CRVVD71H,It works,3 April 2025,5.0,"It works

KS"
UK,B0CRVVD71H,Instant and Efficient,22 August 2021,5.0,"In the warm weather, and having a lot of grassland around our home, our house was plagued with insects - primarily flies. We were having 5/6 a day flying in and we got sick of it, so we bought this spray. When you spray the insect, whether it's a fly, a moth, or whatever, the insect immediately drops and dies. It's easy to use & I'm very pleased with this product.

Essex Girl"
UK,B0CRVVD71H,Good news - no flies,2 August 2020,5.0,"After a plague of flies consequence of disastrous kitchen plumbing - I am pleased with the effectiveness of this spray - i used it like a bomb - two days ago - heavily spraying rooms and closing doors for the day. Most effective - although as i write this I have just seen a teeny little fly from the corner of my eye.... maybe a second treatment will finish off the strays ...

Carl"
UK,B0CRVVD71H,Seems to have done the job.,27 February 2025,5.0,"Seems to have done the job!

Libby"
UK,B0CRVVD71H,Highly recommend!,2 August 2021,5.0,"Really great value for money. So easy to use and really effective! I didn't wash the residue away as I have an on going problem with flies, especially in this heatwave, and the spray was still effective up to three days later.
Probably takes about 10-15 seconds for the bugs to die.
The scent isn't the best but what can you expect? Not the worst repellent smell ever though!"
UK,B0CRVVD71H,Fly's all gone,24 September 2024,5.0,"Arrived on time well packaged. Item as described easy to use would recommend

BeFreeAll"
UK,B0CRVVD71H,Very impressive,13 February 2024,5.0,"Worked really well on the weaves. They had infested our bird food and were all over the place. Can highly recommend this. No more wevals.

Jim B"
UK,B0CRVVD71H,Does what it's designed to do - gets rid of pests,28 July 2022,5.0,"With the heatwaves and the way councils don't empty bins often enough any more, you get times when you just need a bottle of this. Doesn't smell too bad, works well, although sometimes it's hard to spray it any kind of distance. Even works on those annoying little flies that can appear when a houseplant isn't well!"
UK,B0CRVVD71H,would defiantly purchase again,21 January 2025,5.0,"would defiantly purchase again

RamblingMan"
UK,B0CRVVD71H,Finally something that actually kills the flys......,29 June 2020,5.0,"It seems to have been a bad year for fly's and we have tried loads of different methods, sprays, lights, catchers but this actually works and we have seen a reduction in fly's since we started using it. I think the other products were just knocking them out rather than killing them as we would have just as many fly's the next day, will be stocking up!"
UK,B0CRVVD71H,Knocks 'em cold,24 August 2021,5.0,"A 1 second blast in an average room will kill all flying insects and those nasty spiders that have started coming in. It's a powerful fly and creepy-crawlie killer, but keep food and drinkables well covered and avoid breathing in.

I bought Raid, but it's NBG. This stuff, Zero In ZER905 Total Insect Killer is very effective.

Stan Watt"
UK,B0CRVVD71H,Ace,6 January 2024,5.0,"I love this product as it does do what it says on the tine. I would be even happier if it killed fruit flies.

Lorly Mcclure"
UK,B0CRVVD71H,Arrived safely!!!,2 December 2024,5.0,"Killing irritating little fruit flies!!!

Andrew"
UK,B0CRVVD71H,Effective over time,18 October 2021,5.0,"Does what it is meant to do. Took a few days of blasting the kitchen to finally get rid of the little bleeders. A second wave of pestsage occurred after day 2-3. But keep at it. I did and now there isn't any at all. Scent is OK. Just smelt like I'd done a bit of polishing.

Kay"
UK,B0CRVVD71H,Worked well,18 May 2022,5.0,"Was desperate to get rid of flies so tried this despite some bad reviews. I sprayed this directly towards the flies (trying to cover them) and they dropped almost instantly. Gave the can a good shake and the stuff sprays as a fine misty foam, haven't had any problems with it being messy

Melissa"
UK,B0CRVVD71H,5 stars,4 December 2019,5.0,"I really wish I had bought this product first! I've used a few things to try to get rid of our fruit fly infestation, and nothing worked, until this spray! I've only used it once and havent seen any flies since. I'm not sure why there are negative reviews on this (older version of the product maybe?) but this product has been a lifesaver and I'll definitely buy it again if needed."
UK,B0CRVVD71H,Fly killer,5 August 2024,5.0,Works well and does not have a very strong smell
UK,B0CRVVD71H,Works well,6 August 2024,5.0,"Good product, works well , good price and fast delivery"
UK,B0CRVVD71H,Killed fruit flies infestation,5 August 2023,5.0,The stickers didn't work but this spray got rid of the fruit flies in my kitchen. Spray and lock your door for one hour. I did put on a mask for protection
UK,B0CRVVD71H,Fly killer,11 September 2024,5.0,"Like would recommend this fly k iller

Bevels F"
UK,B0CRVVD71H,Multi insect killer,9 August 2024,5.0,"Works on all flying insects(wasps, flies, ants.)"
UK,B0CRVVD71H,Is really very good !,11 August 2021,5.0,"I tried different products before, but I was disappointed. This one is as a foam. I sprayed to the flies and them falls on the floor . Also after 10-15 minutes the flies falls on the floor . Is very very good product and I recommend as the best !"
UK,B0CRVVD71H,Good,26 November 2024,5.0,"Goo

Kath"
UK,B0CRVVD71H,Passable,12 September 2024,5.0,"Good for occasional flies

Sm Williams"
UK,B0CRVVD71H,Killed all the fruit flies in the food waste bin !!,1 October 2022,5.0,"Had trouble with fruit flies. Sprayed some into the food waste bin and the next day there were none left alive in there and since then we have had far fewer numbers re-emerging in our kitchen. Seemed to work great !!!

Eriona
5.0 out of 5 stars
Reviewed in the United Kingdom on 4 November 2024
Size Name: 1 x 300 mlVerified Purchase


Phyllis hulme"
UK,B0CRVVD71H,Great,18 June 2023,5.0,"I brought this because I had a lot of small flys around my indoor plants. I put it on kitchen towel by the plants and it worked.

Hayley strudwick"
UK,B0CRVVD71H,Great spray,10 November 2021,5.0,"Great spray and kills everything and more than a normal shop brought fly spray, very strong and leave a strong smell so room needs to be shut and left to de fume, but apart from that great spray, just a little too expensive for what they are"
UK,B0CRVVD71H,Great product,29 August 2023,5.0,"Does what is says on the tin, but, strong smell so not good to use near pets or water. Ok if your careful

lkgreenwell"
UK,B0CRVVD71H,Good value - if you shake the can!,6 August 2021,5.0,"I thought I'd take a chance, as this is a lot cheaper than some alternatives, despite some hostile reviews
It is very effective against midges, and is a proper spray under considerable pressure. I can only assume that complaints of ""foam"" have neglected to shake the can!

Jerrynoble50"
UK,B0CRVVD71H,Bad drivers attitude,10 July 2021,5.0,"I disliked the drivers attitude I'm house bound due to a medical condition and can hardly walk the driver saw me put it on the stairs about four steps down and smugly said sorry I can't hand it to you ? Funny the others drivers do

Jennymerle"
UK,B0CRVVD71H,Life saver,13 November 2022,5.0,I had an invasion of fruit flies. Ordered this which arrived promptly the next day. Sprayed kitchen and wheneve Ihave spotted a fruit fly. Within 2 days no more flies . Very good for house flies as well
UK,B0CRVVD71H,Kills 'em dead,24 March 2022,5.0,"Wasted my money on liquid traps for an unexplained fruit fly infestation (no idea where they came from), when I should have just gone for this spray to begin with. Smells awful, but does the trick in no time.

RK"
UK,B0CRVVD71H,"Does the job, though foams at the nozzle",28 August 2016,4.0,"This seems to do the job as expected, though is not as deadly or as quickly effective as some of the other sprays I have used. Furthermore, it seems that there is foamy effluvia that comes out whenever you spray with it, which is not particularly good. It does do the job however, which is why I got it, though it could be better.

If my opinion changes or experience informs me differently over time, I will update this review, as I do with all my others.

I only purchase items I need, so when I do provide a review, it is based on actual experience with the product and so it is a true reflection of my experience with the item and I would like to think it is comparable to other customers in a similar situation to myself. I am not obligated to give a positive review and in several cases have not done so. I am not affiliated with the company from which I purchased it, so have no vested interest in their opinions.

Please give this review a like if you find it helpful, thank you for reading."
UK,B0CRVVD71H,Top hard to press down.,23 May 2026,4.0,"I found it difficult to press the lid to get it to spray, once it is working it did the job. There a bit of a smell so best to not get too close.

suzette"
UK,B0CRVVD71H,Killer,12 March 2026,4.0,"Buy for someone because there can't use strong product. And it good for that.

Amazon Customer"
UK,B0CRVVD71H,Great,29 December 2025,4.0,"It works perfectly, did the exact job i bought it for. Great

Aaron Law"
UK,B0CRVVD71H,"Effective, job done!",9 November 2025,4.0,"Large nest within a raised bed- Applied once daily over the course of 4 days.
Most were nuked upon first application although to end the hatching cycle additional was applied.
When you apply the powder, leave the area swiftly as they'll be raging mad and disorientated.

Maza"
UK,B0CRVVD71H,Kills them,9 October 2025,4.0,"Good

jacfly"
UK,B0CRVVD71H,"Foamy and wet, works on insects",15 September 2024,4.0,"Spray is not fine most of the time. I have to shake and short press each spray to not get large wet foam spurts. Not ideal. Effective on insects. Smell is ok and not over powering. I bought three cans. Will see how I get on before I decide if to buy again. Tip to get flying insect out of house with doors and windows wide open, is to say ""OUTTT"" and wave hands towards opening. It works 80% of the time.
UPDATE: so one spray was used completely, one stopped working although, the third never works once. Will not buy again."
UK,B0CRVVD71H,Really good,4 September 2025,4.0,"Worked great thank you

James Lyons"
UK,B0CRVVD71H,Works,13 May 2025,4.0,Works well killed the nest within a day
UK,B0CRVVD71H,Doesn't smell the best but effective spray,12 September 2022,4.0,"I bought this as I have an ant problem every summer, it worked great for stopping the ants (along with other remedies like white vinegar to clean their pheromone trails). Additionally, i bave mesh in my windows and spray this on it to repel anything that might be able to get inside, it seems to work well for that! This has worked on killing all kinds of insects that get in though (I.e. mosquitos, fruit flies, gnats, ants, etc), the only thing is it doesn't really work for large spiders which is unfortunate as I'm terrified of spiders and can't get close enough to trap them."
UK,B0CRVVD71H,It works,20 July 2023,4.0,"My sis in law bought fly killer from a very famous store here that originated from USA, she paid a high price for a certain amount of aerosol cans, we were thinking the fly's seemed to swim along the stuff, they certainly don't die with it, laugh themselves to death maybe, I bought 3pack of these, and they work pretty fast,"
UK,B0CRVVD71H,WORKS WELL much Better than raid,9 February 2025,4.0,"Does what it says on the can

Vicki Hemingway"
UK,B0CRVVD71H,Works well,2 January 2025,4.0,"Works but makes ur mouth numb

StarTrix"
UK,B0CRVVD71H,Insect killer,18 September 2021,4.0,"There is a huge amount of ivy on in my garden, growing up high and over the back wall. I don't want to cut it down as it gives some privacy in the garden, but it has attracted dozens and dozens of wasps and they need to be gone.

I used one can in one go! This spray had them dropping like, well, flies. It's strong and powerful stuff, it works very quickly and is extremely effective."
UK,B0CRVVD71H,Kills flies.,5 June 2020,4.0,"I live next to a very busy dog park, and in the summer we get lots of flies coming in from the park. I used this brand for the first time and I'm impressed. It does the job well, and, although it does have an odour, it's not as strong as some of the other brands. Only downside is, it produces foam, like using furniture polish, and doesn't spray far. Aside from that, it's good, does what I bought it for."
UK,B0CRVVD71H,War winning!,21 June 2022,4.0,"I am winning the war! The little sods come buzzing around and evade my trying to swat them. NO MORE!

Bit tricky to hit them, takes a couple of sprays, or some of them have gas masks and resist the near misses, but a good solid hit and the buzzing little thugs are going down.

Just remember to clean up the corpses."
UK,B0CRVVD71H,Seems to be effective on mould mites,2 August 2024,4.0,Unfortunately first 3 cans were all a bit splutter rather than spray :(
UK,B0CRVVD71H,Woodlice do not like this!,11 July 2024,4.0,It doesn't always spray properly but when it does the woodlice hate it!!
UK,B0CRVVD71H,Good value for money,25 September 2024,4.0,"Smell pleasant not to strong effective spray

Yvonne Heckendorf"
UK,B0CRVVD71H,Kills flys,22 May 2024,4.0,It makes a mess. But works.
UK,B0CRVVD71H,Seems to work so far.,6 December 2023,4.0,"Used is closed rooms and seems to affect all manner of bugs.

Agnes"
UK,B0CRVVD71H,A London,5 June 2023,4.0,Does the job. Been buying this product for more than a year now and will continue to purchase.
UK,B0CRVVD71H,Flea spray,20 August 2023,4.0,This sadly didn't work as well as I would've liked
