marketplace,asin,title,date,rating,review
FR,B01JYS4W2K,Inefficace,Reviewed in France on 28 June 2026,1,N’a fonctionné dans mon garage malgré le respect de la notice
FR,B01JYS4W2K,Franchement nul,Reviewed in France on 16 May 2024,1,"Nous avons des puces dans le parquet apportees par mon chat depuis le retour du printemps, j'ai mis quelques semaines à comprendre l'ampleur du problème et après avoir testé les méthodes naturelles (qui ne règlent rien - terre de diatomee,  vinaigre, HE lavande/tea tree), j'ai décidé d'acheter ces fumigènes. 1 dans chaque pièce, 4h dans le noir, puis aération : tous les insectes et araignées de la maison sont morts SAUF ces affreuses puces qui continuent à nous sauter sur les pieds, en particulier à la tombée de la nuit et tout le reste de la nuit.Certaines ont l'air moins vigoureuses mais franchement, je suis très déçue. Avzc ce produit, j'ai empoisonné l'environnement de pesticides tout çà pour continuer à appréhender de monter a l'etage sans chaussette ou laisser mes filles jouer dans leur chambre au sol.Je prie pour que l'effet ""remanant"" fonctionne mieux que l'effet ""choc"" promis.Édit plus d'un mois plus tard : nettement moins de puces, neanmoins j ai refait un traitement il y a une semaine avec un autre fumigène car malgré le 1er traitement + huile de lin et térébenthine j'ai trouvé deux puces vivantes sur mes chaussettes et 2 piqûres sur ma fille, hé bien je viens d'en trouver encore une ce soir apres m etre a nouveau fait piquer il y a 3 jours. J'espère que ce ne sont que de vagues survivantes mais je confirme, pour l'effet radical c'est 0."
FR,B01JYS4W2K,Pas très efficace pour les puces,Reviewed in France on 5 November 2023,1,"Très déçu. En lisant les commentaires je m’attendais à me retrouver très rapidement sans puces. J’ai acheté deux fumigènes. J’ai utilisé le premier il y a 1 mois car mon chat a attrapé des puces et je ne m’en suis pas rendu compte immédiatement étant donné qu’elle est noire et ne se grattait pas. Je passe l’aspirateur tous les jours et vide son contenu après chaque utilisation. Je lave à la vapeur tous les deux jours. J’ai fait les plinthes, je lave tout à 70 degré je coiffe mes chats avec un peigne spécifique entre 5 à 10 fois par jour mais malgré tout je retrouve régulièrement encore 1, 2 ou 3 puces sur un de mes chats. Je précise qu’ils ne sortent pas, qu’ils ont été traité contre les puces et vermifugés. J’ai décidé de faire un traitement par fumigène dans la pièce bureau ou mon chat passe beaucoup beaucoup de temps. En vain car je retrouve encore des puces sur elle et vivantes parfois… 1 mois plus tard je refais un fumigène dans cette même pièce et aujourd’hui j’ai encore trouvé 4 puces sur mon chat au courant de la journée …. Je suis d’espérée car pour moi c’était un peu la solution de dernier recours et finalement il ne sert strictement à rien pourtant ma pièce ne doit pas faire plus de 10m carré … clairement de l’argent jetté par les fenêtres pour ma part"
FR,B01JYS4W2K,Inefficace sur les moucherons à fruits,Reviewed in France on 22 April 2026,1,Inefficace sur les moucherons à fruits dont nous sommes infestés à la maison. Malgré la diffusion du produit nous en avons toujours beaucoup dès le lendemain de l’usage du produit.
FR,B01JYS4W2K,Laisse une pellicule de produit,Reviewed in France on 29 April 2026,1,Laisse une pellicule de produit partout donc attention sol glissant et sent très fort.Niveau efficacité....je ne sais pas mais je n'en reprendrai plus.
FR,B01JYS4W2K,Mauvaise bombe horril,Reviewed in France on 27 March 2026,1,J’ai bombé une pièce de 25 mètres carrés ! Le déclic n’a Pas marché ! J’en pris plein les poumons donc je vais porter plain blé
FR,B01JYS4W2K,A fuir,Reviewed in France on 23 May 2026,1,Ne sert a rien du tout du tout
FR,B01JYS4W2K,N’acheter pas sur ce lien,Reviewed in France on 4 March 2026,1,Horrible je n’arrive pas annuler le renouvellement automatique!!!  C’est une honte qu’Amazon ne puisse rien faire conte ces liens frauduleux!!!!La commande s’active régulièrement sans qu’en ce soit validé attention
FR,B01JYS4W2K,Brumisateur dangereux,Reviewed in France on 24 March 2026,1,J’avais demandé sans danger humains et animaux???....ce n’est pas ce qui est écrit sur le brumisateur....je suis tres déçue...je vais le jeter....
FR,B01JYS4W2K,Pas efficace,Reviewed in France on 29 June 2024,1,"Au vu des commentaires je m attendais à.... un Résultat...Nous sommes rentrés dans notre maison ( à la campagne) et avons vu quelques insectes au sol.Au moment de l aération, pourtant il est bien écrit que ça fait plutôt barrière durant un certain temps, et bien des volants types moustiques mouches mini abeilles et moucherons sont entrés à peine nous avons ouvert les fenêtres!INCOMPRÉHENSIBLE !!!J ai pris une bombe de 160m2 pour le bas et 3 bombes de 65 m2  pour les 3 chambres  du haut ... soit pour 355m2 et notre maison fait 104m2 donc ya 3 fois la dose et ça n a pas marché !J avais acheté ça contre les puces que notre chat a, et bien je me dis que si les moustiques rentrent j imagine que ça n a rien fait sur les puces probablesUne évacuation des lieux qui nous coûte chère pour un résultat 0 !!!!!!!!"
FR,B01JYS4W2K,"Plus efficace, tu meures (sauf si tu es une mite, un moucheron, etc…)",Reviewed in France on 9 September 2023,1,"Acheté pour tenter de faire face à une invasion de mitesDéjà la 1ere commande n'est jamais arrivée et le produit pour 25m2 a pris 60% d'augmentation en quelques jours...! Sur ça, aucun soucis avec Amazon qui a fait un geste (par rapport à la commande perdue)Ensuite, 3 flacons utilisés 1 de 160m2 et 2 de 25m2 pour les pièces me semblant les plus infestées (soit 50m2 de plus que ce dont j'aurais en théorie besoin), un temps de pause doublé par rapport aux recommandations et finalement des que je rentre je trouve des moucherons qui volent encore allegrement et ce soir carrément des mites adultes...Je pense que ce sont les insectes les moins résistants de tous ceux que ce produit promet d'éradiquer alors je n'imagine pas le résultat pour des puces ou punaises de lit.Bred, très déçue de ce produit, je reviendrais modifier mon commentaire si finalement il s'avère efficace...Seuls points positifs : facile d'utilisation et pas d'odeurÉDIT : produit complètement inefficace - les mites continuent de voler un peu partout…"
FR,B01JYS4W2K,🤔😤🙁,Reviewed in France on 8 August 2022,1,"Je ne doute pas de l'efficacité de ce produit que j'ai déjà utilisé en diffuseur automatique👍 .Cependant il manque terriblement d'indication d'utilisation et surtout de contre indication.Pour ce modèle, je l'ai retourné car ce spray/diffuseurs comme son nom l'indique, il est normalement possible de l'utiliser de 2 manières différentes.En ouvrant le bouchon , pas de spray seulement le percuteur automatique !J'avais vue un commentaire vidéo Amazon similaire pensant que c'était un cas isolés cela ne pas freiné dans mon achat .Donc pas de moyen de diffuser ce produit au endroits voulu.Aussi, il est aucunement spécifié qu'il faut nettoyer les objets et vêtements ayant été traité par ce produit .La notice vous informe qu'il faut ouvrir les portes de placards/ tiroir etc ... Le manque de préconisations ma amané a contacté le fabricant, car j'ai des enfants bas âges !Mon interlocuteur a été formelle , si le produit est déposé sur des jouets d'enfants il faut les lavé idem pour les vêtements avant de les remettres un passage à la machine est obligatoire !A mon sens c'est quand même une info très importante qui mérite de figurer dans le descriptif ."
FR,B01JYS4W2K,S'il vous plaît voir la photo,Reviewed in France on 7 May 2026,1,
FR,B01JYS4W2K,Inutile,Reviewed in France on 9 May 2026,1,Inutile
FR,B01JYS4W2K,c’est de l’arnaque,Reviewed in France on 16 February 2026,1,J’ai acheté ce produit malheureusement le produit ne sert à rien aucune résultat c’est de l’argent qui sont partis en fumée
FR,B01JYS4W2K,NUL totalement inutile,Reviewed in France on 8 February 2026,1,Inutile j'en ai mis 4 donc 10m2 mon appartement fait 40m2 et aucun effet STRICTEMENT INUTILE garder votre argent
FR,B01JYS4W2K,N'importe quoi !,Reviewed in France on 21 January 2026,1,J'ai reçu juste ça... sans embout rien. Je sais même pas si c'est le bon produit vu que c'est une simple bonbonne blanche sans aucune indication
FR,B01JYS4W2K,Inefficace,Reviewed in France on 23 January 2026,1,"Franchement pourri, après 3h je suis rentrée dans la chambre pour ouvrir les fenêtres, et deux jours après je retrouve encore des punaises de lit"
FR,B01JYS4W2K,Déçu,Reviewed in France on 14 November 2025,1,"Je suis déçu, j’ai acheté cinq bonbonne de 500 ml que j’ai balancé dans un logement de 70 m², car j’étais infesté de toutes sortes de bestioles et malgré tout ça. J’ai retrouvé encore cinq bestioles qui se baladait chez moi, je suis extrêmement déçu, j’ai perdu 60 €."
FR,B01JYS4W2K,N'a pas fonctionné chez moi,Reviewed in France on 2 January 2026,1,N'a malheureusement pas fonctionné chez moi peut être du au fait qu'il y est un courant d'aire entre 2 logements juxtaposé
FR,B01JYS4W2K,Odeur toxique depuis 15 jours !!!,Reviewed in France on 17 January 2024,1,J’ai mis ce diffuseur dans tout mon salon et ma chambre pendant 3h puis aération pendant 1h comme le veut la notice mais catastrophe ! L’odeur nauséabonde ! Je décide d’aérer encore 3h mais en vain je dois me résoudre à aller dormir ailleurs de chez moi accompagnée de mon chien qui a des puces. J’ai tout nettoyé le sol les textiles le panier les jouets les rideaux mais rien n’y fait l’odeur persiste et même mon chien refuse de rentrer dans la maison. Tout cela a commencé le dimanche 7 janvier et à ce jour mercredi 17 janvier je n’ai toujours pas pu retourner chez moi et je vis chez mes parents ! Tous les jours je vais aerer nettoyer et mettre un purificateur d’air acheté spécialement qui m’indique rouge air polluée. Je déconseille fortement très toxique et notice défaillante
FR,B01JYS4W2K,INUTILE,Reviewed in France on 22 August 2025,1,Je mets 1 étoile car je ne peux en mettre 0!!!!2 produits achetés qui auraient dû couvrir plus que ma maison.Je reviens après 20jours d'absence et des araignées partout! Alors qu'avant il n'y en avait pas tant et encore nous sommes en été donc pas la période où elles rentrent dans les maisons. Ce produit devait couvrir 6mois sans insecte.... publicité mensongère!!!!De l'argent dépensé pour RIEN!!!!!
FR,B01JYS4W2K,Inefficace et forte odeur,Reviewed in France on 13 December 2025,1,Cher et efficace et une odeur très forte une odeur très forte qui fait mal à la tête.
FR,B01JYS4W2K,Nul - à fuir,Reviewed in France on 22 January 2026,1,Ne fonctionne pas du tout
FR,B01JYS4W2K,Ne tue pas les puces,Reviewed in France on 3 January 2026,1,Aucune efficacité sur les puces. Produit inutile et cher
FR,B01JYS4W2K,Dis ce qu'il fait et fait ce qu'il dit,Reviewed in France on 1 October 2022,1,"J'ai subi une infestation de puces car je vis à la campagne et nous avons un chien et cinq chats et nous étions infestés par les puces c'était infernal on a tout essayé pour s'en débarrasser rien ne fonctionnait tout les produits achetés pffff de la daubeEn achetant ce produit je n'y croyais pas trop j'ai quand même voulu essayer j'ai commander 5 petites bombes car toutes les chambres étaient infestés de puces 4 chambres à traiter et la salle à manger.Eh bien je ne peux que reconnaître la fin de notre problème plus de puces enfin par contre il faut vraiment passer l'aspirateur partout pour supprimer les larves.Je recommande le produitProduit acheter en  septembre 2022 aux  prix de 7,99 euros l'unitéQUAND JE VOIS AUJOURD'HUI LE PRIX DU MÊME PRODUIT A 14,37 EUROS L'UNITÉ QUASIMENT 100% D'AUGMENTATION VOUS ÊTES UNE BANDE D'ESCROCS JE NE SUIS PAS UNE VACHE À LAIT."
FR,B01JYS4W2K,Totalement inefficace,Reviewed in France on 26 August 2025,1,Jai un appartement de 49m2.Jai mis une bombe dans chacune des pièces et le couloir après avoir tout aspiré dans les moindres recoins. Jai laisse agir plusieurs heures. Jai aéré par la suite et résultat : toujours autant de puces partout.Totalement inefficace.
FR,B01JYS4W2K,Inefficace,Reviewed in France on 21 November 2025,1,Complètement inefficace ! Utilisé contre moucherons et araignée... tout le monde est encore en vie
FR,B01JYS4W2K,produit nul et inefficace,Reviewed in France on 17 July 2025,1,"Nul !! Je suis furieuse, après une semaine aucun résultat, j'ai toujours des puces et vais devoir recommencer l'opération. Mais ce sera avec un autre produit car celui ci est totalement inefficace. J'avais acheté trois flacons quand même, pour rien. Je déconseille totalement, c'est une arnaque, à fuir"
FR,B01JYS4W2K,Je ne le recommande pas ! Deci,Reviewed in France on 14 June 2025,1,Nous avons acheté 9 minis diffuseurs pour un appartement de 100m2Nous avons suivi le mode d emploi a la lettre.Quelle ne fut pas notre mauvaise surprise en rentrant dans l'appartement que de voir une dizaine de cafards très gros et  bien vivants nous accueillir  .Vraiment déçus de ce produit .
FR,B01JYS4W2K,Totalement inefficace !,Reviewed in France on 20 September 2025,1,"Totalement inefficace !J'ai utilisé une bombe de 150 M2 dans une pièce de 100 M2... Toutes les mouches n'ont pas été tuées...1 semaine après, les mouches d'automne étaient toutes de retour !"
FR,B01JYS4W2K,Ne fonctionne pas et tache...,Reviewed in France on 22 November 2024,1,"Un enfer. J'ai utilisé 3 bombes pour traiter mon domicile pour une surface totale de 250m2 (ainsi en dessous de la capacité offerte en théorie pour 3 bombes). J'ai laissé agir 5 heures. Une fois rentré, quel enfer ! Un dépos gras s'est rependu sur toutes les surfaces !! J'ai lavé à grande eau le sol sans réussir à faire disparaître la pellicule de gras. Le sol glisse toujours. Et le comble : je trouve des puces biens vivantes à même le sol. Produit inutile, j'ai perdu 70€..."
FR,B01JYS4W2K,N'a pas fonctionné,Reviewed in France on 6 June 2024,1,Je sais pas si c'est la faute à pas de chance mais le produit ne fonctionne pas comme il devrait. Je suis enceinte et ait un problème d'araignée depuis une dizaine de jours (elles sortent par vingtaines et ce malgré les différents nettoyages) donc j'ai opté pour une version automatique me permettant normalement de quitter la pièce rapidement.Grosse déception... J'ai appuyé sur le bouton au maximum mais aucun déclenchement automatique... Dès lors que je cesse d'appuyer la diffusion s'arrête. Je suis assez énervée car je me suis retrouvée en plein milieu du nuage de diffusion alors que le but était justement d'éviter ce problème ...
FR,B01JYS4W2K,Qui dois-je contacter pour l’article manquant ?,Reviewed in France on 18 September 2025,1,Je viens de recevoir ma commande. Le livreur était parfait. La boîte est en parfait état. Je l’ouvre et je trouve 2 articles au lieu des 3 que j’avais commandé !!!
FR,B01JYS4W2K,Totalement ineficace,Reviewed in France on 27 July 2025,1,"Totalement ineficace, fait hier soir dans un sous-sol, ce matin il y a encore beaucoup (toute?) d'araignées vivantes et à moins d'un mètre du diffuseur....!Pourtant mon sous-sol fait 90m², un bas plafond (2m) et j'ai utilisé deux diffuseurs."
FR,B01JYS4W2K,Ne fonctionne pas,Reviewed in France on 15 August 2025,1,"J'ai utilisé 2 bombes de 80m2 ce qui fait 160m2 de traitement pour ma surface qui en fait 130m2, elles n'ont absolument pas fonctionné.J'ai pourtant respecté tout le protocole, je déconseille fortement se produit."
FR,B01JYS4W2K,INUTILE pour les volants! Nul,Reviewed in France on 3 October 2025,1,"NUL contre les VOLANTS!!! Moucherons, papillons de mites et mouches continuent de voler et se regroupent au plafond. Très très déçue !!!"
FR,B01JYS4W2K,Très dessus,Reviewed in France on 10 September 2025,1,Produit ne fonctionne pas du tou j’ai une maison de 130 l’être. Carré J’ai pris 8 bombes sa fait 200 mètre carré sa na rein fait du tou
FR,B01JYS4W2K,Pas efficace,Reviewed in France on 17 June 2024,1,"J'ai acheté deux aérosols de deux formats différents car les pièces ne font pas la même superficie.J'ai bien lu le mode d'emploi.J'ai enclenché l'aérosol.Je suis sortie de la pièce immédiatement.L'aérosol s'est vidé en quelques minutes. Après la diffusion j'ai regardé par la fenêtre de l'extérieur ,aucun nuage ou brume dans la pièce .J'ai laissé agir plus de 12h au retour j'ai aéré il n'y avait aucun cadavre d'insecte ni d'araignée alors que la piece  comptait un grand nombre d'araignée au plafond qui d'ailleurs n'ont pas été perturbé par l'aérosol.Idem pour l'autre pièce.Pour moi aucune efficacité."
FR,B01JYS4W2K,Avis mitigé,Reviewed in France on 13 May 2025,1,"N'as pas fonctionné pour un appartement de 60m2Mon chat est traité 1 fois toute les deux semaines par un anti puce, il n'en a pas sur lui, mais j'ai toujours 2 ou 3 puces a traîner alors que le produit a été appliqué en mode diffusion totaleRemboursé !"
FR,B01JYS4W2K,ATTENTION PRODUIT TRES DANGEREUX : A FUIR ABSOLUMENT,Reviewed in France on 6 December 2023,1,ATTENTION DANGER ! ! ! Ce produit est très dangereux car il n'élimine pas seulement les nuisibles mais est également dangereux pour vous-même & vos animaux de compagnie ! ! ! Il m'a provoqué une grosse crise d'asthme et aussi des démangeaisons sur tout le corps pendant 5 jours sans discontinuer ! ! ! Il est au moins aussi dangereux que le fameux produit SNIPER qui a fait l'objet d'avertissements sur plusieurs chaînes de télévision ce début de mois de décembre 2023 ! ! ! Mon compagnon lui aussi a eu des quintes de toux pendant 3 jours alors qu'il n'est pas de nature allergique ! ! ! Fuyez ! ! !
FR,B01JYS4W2K,Je suis fatigué. Pas de solution,Reviewed in France on 5 July 2022,1,Personnellement j'ai perdu de l'argent et de temps.J'ai lui utilisé 2 fois. Je n'ai pas des animaux  le canapé que j'avais des doutes que ya des puces j'ai jeté et aussi plein des choses nettoyage à fond je pleure quand je me trouves fatiguée de faire le ménage.J'ai Vide mon apparemment.Lave toutes mon linge toutes de A à Z est je me trouves encore avec des puces.Les voisins son pas .Que moi.J'achète encore fumigène et encore des dépense hors de mon budget.Est encore.  Je commence à être déprime.J'ai utilisé touts ce que je trouve contre puces.Alors tous ce que fait maison bicarbonate du sel vinaigre blanc du Citron .Et la je suis avec huile essentielle et alcool.On verra es que ca va donner des résultats.  Je commence à perdre l'espoir.Je n'ai mar
FR,B01JYS4W2K,Ne fonctionne pas !,Reviewed in France on 20 August 2025,1,"Ne fonctionne pas du tout... Notice respectée à la lettre , j'ai acheter deux produits pouvant faire 80m2 chacun pour une maison de 100 M2 et aucune efficacité 😔"
FR,B01JYS4W2K,vu aucune efficacité,Reviewed in France on 5 November 2025,1,mis dans les chambres et les puces toujours vivantes... grrrr
FR,B01JYS4W2K,Article non fonctionnel,Reviewed in France on 24 October 2025,1,Ne fait pas tout les insectes écris et graisses les sols c'est horrible
FR,B01JYS4W2K,ça ne fonctionne pas,Reviewed in France on 26 December 2024,1,"Utilisé trois bombes pour ma maison de 100 m2, mes chiens ont toujours des puces. Je précise que j'ai aussi acheté des colliers anti-puces (pas sur Amazon), enfin bref rien ne marche.Le produit est censé être efficace pendant 6 mois sur pratiquement tous les insectes, dont les araignées. Traitement effectué en octobre, et mon fils a trouvé une grosse araignée dans la chambre il y a deux jours.Je ne recommande pas ce produit."
FR,B01JYS4W2K,Quantité insuffisante,Reviewed in France on 16 September 2025,1,Je n’ai fait que les plinthes de ma chambre de 15m2 avec un spray de 80m2 et il n’y en avait plus..
FR,B01JYS4W2K,INUTILE !,Reviewed in France on 23 August 2024,1,"J’ai un problème de puces j’ai donc acheté 3 bombes de 65 m2, soit 195 m2, pour traiter 95 m2. Les puces sont toujours là, et en primes des cafards ont fait leur apparition (j’habite en HLM) et semblent vivre leur meilleure vie…  résultat je dois trouver comment résoudre les deux problèmes maintenant. Bon pour les cafards, je vais mettre de la pâte mais pour les puces, je ne sais pas…CONCLUSION : produit inefficace et cher vu le résultat !"
FR,B01JYS4W2K,Pas efficace contre les puces,Reviewed in France on 20 July 2024,1,"J'ai acheté 3 bombes sensées traiter 60m2 chacunes, pour 120 M2. Suite a ce traitement, les puces étaient encore là. Et en nombre. J'ai fait une nouvelle commandes de 5 bombes pour augmenter les doses. Suite a ce nouveau traitement, aucun changement, les puces sont encore là et encore plus nombreuses. Je pense que ce produit est inneficace pour un traitement d'infestation. Je vais donc faire appel à unprofessionnel, et je regrette d'avoir dépensé de l'argent dans ces bombes. Je ne conseille absolument pas."
FR,B01JYS4W2K,Upercule piur une diffusion continu ne fonctionne pas il faut rester appuyé ça qui ne sert à rien,Reviewed in France on 6 July 2025,1,"Très déçu, 2 achats et le même défaut une foi percutée il faut resté appuyé pas de diffusion continu ce qui ne sert à rien juste une mini bombe anti-insectes."
FR,B01JYS4W2K,achat et huile de coude pour rien.,Reviewed in France on 26 May 2025,1,complètement inefficace : les mites volent encore.....J'ai fumigé tous l'appartement avec suffisamment de bombe pour en faire 3 fois la taille.5 heures après alors que je suis en train de tous laver je vois les mites voler??????
