"Display Order","Product Details","ASIN","URL","Image URL","Brand","Price  £","Parent Level Sales","ASIN Sales","Recent Purchases","Parent Level Revenue","ASIN Revenue","Title Char. Count","BSR","Seller Country/Region","Fees  £","Active Sellers","Ratings","Review Count","Images","Review velocity","Buy Box","Category","Size Tier","Fulfillment","Dimensions","Weight","ABA Most Clicked","Creation Date","Sponsored","Best Seller","Seller Age (mo)","Seller"
43.,"Neutrogena T/Gel Scalp Relief Anti-Dandruff Shampoo (250ml) With 3% Salicylic Acid, Suitable for Those Prone to Scalp Psoriasis and Seborrhoeic Dermatitis, Packaging may vary","B0DSGCJSZF","https://www.amazon.co.uk/dp/B0DSGCJSZF?psc=1","https://m.media-amazon.com/images/I/61n55bAXRZL._AC_SY355_.jpg","Neutrogena",5.62,"13,718","13,718","10,000","104,974.99","104,975.02",174,136,"AMZ",3.06,10,4.5,"1,900",6,134,"Amazon","Beauty","Large Envelope","AMZ","17.90 x 3.70 x 7.00 cm",0.31,"N/A","Dec 1, 2024",,"No",18,"Amazon"
44.,"MooGoo Milk Shampoo - For Itchy, Dry, Sensitive Scalps Prone to Eczema & Psoriasis – Sulphate-Free, Silicone-Free, Paraben-Free - Natural Gentle Formula – 500 ml","B00NJRTVFG","https://www.amazon.co.uk/dp/B00NJRTVFG?psc=1","https://m.media-amazon.com/images/I/61HWUPDa32L._AC_SY355_.jpg","MooGoo",11.25,"1,473","1,473","1,000","19,883.72","19,883.75",161,"3,511","GB",5.12,2,4.4,746,9,7,"MooGoo EU Ltd","Beauty","Small Parcel","FBA","17.30 x 7.80 x 8.20 cm",0.58,"N/A","Feb 29, 2016",,"No",124,"MooGoo EU Ltd"
45.,"Seborrheic Dermatitis & Folliculitis Scalp Shampoo: For Scalp Prone to Dandruff & Psoriasis – Soothes Itchy, Flaky Scalp – with Tea Tree, Rosemary, Biotin & Caffeine – Sulphate-Free 280ml","B0FV8KHQJ2","https://www.amazon.co.uk/dp/B0FV8KHQJ2?psc=1","https://m.media-amazon.com/images/I/71E9jxzkvjL._AC_SY355_.jpg","Swiftalyn",24.99,298,298,200,"7,017.16","7,017.16",187,"N/A","CN",7.48,2,4.4,68,7,0,"Steady Roots",,"Extra Large Envelope","FBA","17.90 x 4.40 x 8.00 cm",0.38,"N/A","Oct 8, 2025",,"No",8,"Steady Roots"
46.,"Healpsorin Psoriasis Anti Dandruff Shampoo. Flaky Scalp Psoriasis Treatment. Helps with Eczema, Dermatitis & Itchy Dry Scalp. Salicylic Acid Shampoo. Contains Dermosoft® 1%. 500ml","B074DWRGLK","https://www.amazon.co.uk/dp/B074DWRGLK?psc=1","https://m.media-amazon.com/images/I/61CW9rYdqNL._AC_SY355_.jpg","Dermz",21.67,552,320,200,"15,915.44","8,314.22",179,"6,810","GB",6.99,2,4,"3,765",8,16,"Dermz Laboratories","Beauty","Small Parcel","FBA","17.10 x 7.40 x 7.50 cm",0.54,"N/A","Nov 7, 2017",,"No",103,"Dermz Laboratories"
47.,"Nizoral Anti-Dandruff Treatment Shampoo, Treats and Prevents Dandruff, Clinically Proven to Control Itchy & Flaky Scalps, Contains Ketoconazole, 1 x 100ml","B0DQV8G9HR","https://www.amazon.co.uk/dp/B0DQV8G9HR?psc=1","https://m.media-amazon.com/images/I/71a7CQJ4ZmL._AC_SY355_.jpg","Nizoral",8.12,"24,857","24,857","20,000","242,102.96","242,102.93",154,35,"AMZ",4.22,7,4.6,"1,445",9,149,"Amazon","Beauty","Extra Large Envelope","AMZ","15.00 x 4.20 x 6.90 cm",0.1,"N/A","Dec 18, 2024",,"No",18,"Amazon"
48.,"Seborrheic Dermatitis Folliculitis Acne Shampoo: Psoriasis Treatment & Scalp Anti-Dandruff Shampoo, Dry Scalp & Flake Control — Sulfate-Free, Nourishing","B0GF2878TD","https://www.amazon.co.uk/dp/B0GF2878TD?psc=1","https://m.media-amazon.com/images/I/71nru1FV2OL._AC_SY355_.jpg","Recuren Plus",14.87,146,146,100,"3,506.19","3,506.18",152,"15,695","CN",6.41,2,4.8,77,7,13,"Haina Select","Beauty","Extra Large Envelope","FBA","21.70 x 5.40 x 5.60 cm",0.35,"N/A","Jan 5, 2026",,"No",5,"Haina Select"
49.,"Roycederm Seborrheic Dermatitis & Psoriasis Shampoo and Conditioner Set - Effective Scalp Treatment for Folliculitis, Psoriasis, Dandruff, Dry Itchy Scalp - Soothing, Moisturizing Herbal Formula","B0DYF7YRN2","https://www.amazon.co.uk/dp/B0DYF7YRN2?psc=1","https://m.media-amazon.com/images/I/51MMzjc44GL._AC_SX355_.jpg","Roycederm",29.12,711,155,200,"19,339.02","5,093.83",194,"6,019","US",8.22,1,4.2,"1,316",7,"1,011","RAINBLESSINGS","Beauty","Extra Large Envelope","FBA","19.89 x 5.89 x 11.61 cm",0.69,"N/A","Mar 20, 2025",,"No",15,"RAINBLESSINGS"
50.,"Dermz H+P Psoriasis Scalp Treatment Shampoo: Dandruff Scalp Treatment. Helps with Eczema, Itchy Dry Scalp Shampoo & Seborrheic Dermatitis. 300ml","B08PVW3LLR","https://www.amazon.co.uk/dp/B08PVW3LLR?psc=1","https://m.media-amazon.com/images/I/51Jpes8E+tL._AC_SY355_.jpg","Dermz",12.49,113,40,50,"2,416.25",592.21,144,"24,010","GB",5.94,2,3.9,"1,447",9,6,"Dermz Laboratories","Beauty","Small Parcel","FBA","18.10 x 6.30 x 6.30 cm",0.35,"N/A","Dec 7, 2020",,"No",66,"Dermz Laboratories"
51.,"Sea Magik - Seaweed Shampoo to Soothe Itchy Scalp, Psoriasis, and Eczema, with Hydrating Dead Sea Salt, Suitable for All Hair and Scalp Types, Vegan and Cruelty Free (300ml)","B0BL3ZG1WZ","https://www.amazon.co.uk/dp/B0BL3ZG1WZ?psc=1","https://m.media-amazon.com/images/I/61mMCn+OoBL._AC_SY355_.jpg","Sea Magik",10.78,319,319,200,"4,122.34","4,122.34",173,"10,754","GB",4.92,7,4.5,203,8,6,"Sea Magik","Beauty","Extra Large Envelope","FBA","19.60 x 4.90 x 5.00 cm",0.34,"N/A","Nov 1, 2022",,"No",43,"Sea Magik"
52.,"Milva Pine Tar Shampoo for Seborrheic Dermatitis - 200ml Natural Dandruff Shampoo - Anti Dandruff Shampoo - Psoriasis Shampoo - Treatment Solution for Dry Itchy & Flaky Scalp","B00CRCVS78","https://www.amazon.co.uk/dp/B00CRCVS78?psc=1","https://m.media-amazon.com/images/I/81wSpFT3U1L._AC_SY355_.jpg","Milva",6.08,"1,097",414,300,"9,982.92","3,185.39",174,"4,174","GB",3.04,1,4.2,"2,204",10,40,"VS TRADE SOLUTIONS","Beauty","Large Envelope","FBA","15.29 x 3.38 x 6.68 cm",0.21,"N/A","May 13, 2013",,"No",157,"VS TRADE SOLUTIONS"
53.,"Folliculitis Shampoo, Antidandruff Shampoo, Reduces Dandruff, Relieves Scalp Itching and Redness, Soothes Scalp, Antifungal Shampoos for Seborrheic Dermatitis, Folliculitis, Scalp Psoriasis, 200ml","B0F4KJND75","https://www.amazon.co.uk/dp/B0F4KJND75?psc=1","https://m.media-amazon.com/images/I/71uizxmd0eL._AC_SY355_.jpg","SHVYOG",10.82,175,175,100,"2,269.59","2,269.58",196,"10,397","CN",4.71,1,4.2,126,8,1,"SMAMZ EU","Beauty","Large Envelope","FBA","18.10 x 3.90 x 6.50 cm",0.26,"N/A","Apr 11, 2025",,"No",14,"SMAMZ EU"
54.,"Nizoral Scalp Soothing Itchy & Sensitive Shampoo, 24 Hour Soothing Care, Ongoing Relief for Dry, Itchy and Flaky Scalps, For Healthy Looking, Shiny Hair, Contains Aloe Vera, 1 x 200ml","B0CW9YBY2T","https://www.amazon.co.uk/dp/B0CW9YBY2T?psc=1","https://m.media-amazon.com/images/I/618xTrQ36-L._AC_SY355_.jpg","Nizoral",5.32,"10,249","3,552","3,000","62,585.72","21,833.88",183,168,"AMZ",3.2,11,4.3,"1,781",8,23,"Amazon","Beauty","Extra Large Envelope","AMZ","16.60 x 4.80 x 7.50 cm",0.23,"N/A","Feb 23, 2024",,"No",28,"Amazon"
55.,"Eczema & psoriasis shampoo 200ml.","B0FQ5Z1SVH","https://www.amazon.co.uk/dp/B0FQ5Z1SVH?psc=1","https://m.media-amazon.com/images/I/41vP2q8ag9L._AC_SY355_.jpg","Generic",19.89,7,7,"N/A",146.29,146.3,33,"135,173","GB","N/A",1,"N/A",0,1,0,"ozkutle","Beauty","N/A","MFN","N/A","N/A","N/A","Sep 8, 2025",,"No",9,"ozkutle"
56.,"MooGoo Natural Milk Shampoo & Cream Conditioner Pack - For Itchy, Dry, Sensitive Scalps Prone to Eczema & Psoriasis – Sulphate-Free, Silicone-Free, Paraben-Free - 2x 16.9 fl oz","B0BSB5BX54","https://www.amazon.co.uk/dp/B0BSB5BX54?psc=1","https://m.media-amazon.com/images/I/51AOnimfCZL._AC_SY355_.jpg","MooGoo",20.42,"1,203","1,203","1,000","29,466.94","29,466.93",176,"3,184","GB",7.45,2,4.5,447,9,12,"MooGoo EU Ltd","Beauty","Small Parcel","FBA","26.20 x 8.40 x 21.10 cm",1.29,"N/A","Jan 13, 2023",,"No",41,"MooGoo EU Ltd"
57.,"Head & Shoulders DermaXPro Soothing Comfort Anti Dandruff Shampoo 500ml with Aloe Vera Extract and Ceramide Complex. Soothes Dry, Itchy Scalp and Helps Reinforce the Skin Barrier","B0BRCXJHNM","https://www.amazon.co.uk/dp/B0BRCXJHNM?psc=1","https://m.media-amazon.com/images/I/51rLC5RhtnL._AC_SY355_.jpg","Head & Shoulders",5.54,"6,061","6,061","5,000","40,921.6","40,921.57",178,594,"AMZ",3.97,3,4.6,"2,781",7,47,"Amazon","Beauty","Extra Large Envelope","AMZ","21.70 x 4.75 x 8.00 cm",0.56,"N/A","Dec 30, 2022",,"No",42,"Amazon"
58.,"Neutrogena T/Gel 2 in 1 Anti-Dandruff Shampoo and Conditioner (1x 250ml), Shampoo and Conditioner to Help Fight Dandruff From First Wash, Haircare for Soft, Shiny Healthy-Looking Hair and Scalp","B07N1FF7CS","https://www.amazon.co.uk/dp/B07N1FF7CS?psc=1","https://m.media-amazon.com/images/I/71zlDE-lQ6L._AC_SY355_.jpg","Neutrogena",5,"5,878","4,480","3,000","40,775.19","30,285.16",193,540,"AMZ",2.97,15,4.6,"5,942",5,46,"Amazon","Beauty","Large Envelope","AMZ","18.20 x 3.70 x 6.80 cm",0.31,"N/A","Jan 22, 2019",,"No",89,"Amazon"
59.,"KinKind Fragrance Free Natural Shampoo Bar. Be KIND! Dry Scalp Shampoo. Ideal Unscented Kids Shampoo. For Eczema, Itchy Scalp, Psoriasis & Folliculitis. Coconut Oil & Gentle Foaming Cleanser. UK made.","B0BQZ1QGYD","https://www.amazon.co.uk/dp/B0BQZ1QGYD?psc=1","https://m.media-amazon.com/images/I/71jrLOfC4yL._AC_SY355_.jpg","KinKind",6.62,978,181,100,"7,949.4","1,437.05",200,"4,496","GB",2.16,1,4.4,630,9,6,"KinKind","Beauty","Standard Envelope","FBA","6.40 x 2.11 x 6.30 cm",0.06,"N/A","Dec 23, 2022",,"No",42,"KinKind"
60.,"Xpel Medicated Shampoo Treatment for Dandruff Psoriasis Dry Itchy Scalp (3 x 300 millilitres)","B01J61052G","https://www.amazon.co.uk/dp/B01J61052G?psc=1","https://m.media-amazon.com/images/I/71xP6EfJJ9S._AC_SX355_PIbundle-3,TopRight,0,0_SH20_.jpg","XHC",7.16,348,348,300,"3,111.77","3,111.77",93,"11,535","GB",3.79,7,4.3,"1,102",4,2,"Direct 2 Your Door","Beauty","Small Parcel","MFN","24.00 x 7.00 x 18.60 cm",1.08,"N/A","Jul 27, 2016",,"No",119,"Direct 2 Your Door"
61.,"Aveeno Skin Relief Soothing Shampoo, With Soothing Oat, Suitable For very dry sensitive Scalp, Suitable for Thin & Fragile Hair, Soap Free, High Tolerance Formula, 300ml","B017TFCRHC","https://www.amazon.co.uk/dp/B017TFCRHC?psc=1","https://m.media-amazon.com/images/I/51xlwpwxr+L._AC_SY355_.jpg","Aveeno",6.67,"2,818","2,818","2,000","25,599","25,598.98",169,"1,472","AMZ",3.2,10,4.5,"4,874",6,7,"Amazon","Beauty","Extra Large Envelope","AMZ","17.30 x 4.10 x 8.30 cm",0.37,"N/A","Nov 10, 2015",,"No",127,"Amazon"
62.,"Hope's Relief, Hair Shampoo for Dry Scalp, Psoriasis Treatment, Eczema Shampoo and Itchy Scalp Treatment 200ml","B00564KL6I","https://www.amazon.co.uk/dp/B00564KL6I?psc=1","https://m.media-amazon.com/images/I/518-95U-Z0L._AC_SY355_.jpg","Hopes Relief",15.82,39,39,"N/A",736.16,736.16,110,"48,138","GB",6.58,3,4,157,4,0,"Mahi Naturals Ltd","Beauty","Extra Large Envelope","FBA","5.80 x 19.80 x 6.00 cm",0.24,"N/A","Sep 29, 2010",,"No",189,"Mahi Naturals Ltd"
63.,"Shampoo With 4-Terpineol, Known from Tea Tree Oil – Anti Dandruff - For Itchy, Flaky, Dry Scalp - Psoriasis & Eczema Care - Scalp Spots & Pimples","B0CF542RHN","https://www.amazon.co.uk/dp/B0CF542RHN?psc=1","https://m.media-amazon.com/images/I/71tApMn9NiL._AC_SY355_.jpg","Australian Bodycare",8.12,93,93,50,928.22,928.23,145,"36,423","DK",3.45,6,4.5,147,5,1,"Australian Bodycare","Beauty","Extra Large Envelope","FBA","17.80 x 4.80 x 7.80 cm",0.23,"N/A","Aug 9, 2023",,"No",34,"Australian Bodycare"
64.,"Aveeno Scalp Soothing Haircare Clarify & Shine Shampoo, Apple Cider Vinegar Blend, for All Hair Types, Soothes Dry, Itchy & Flaky Scalp, Clinically Proven, Sulfate Free, 300ml","B0BQTMHNW9","https://www.amazon.co.uk/dp/B0BQTMHNW9?psc=1","https://m.media-amazon.com/images/I/61Zo4uoLF8L._AC_SY355_.jpg","Aveeno",3.98,"14,477","14,477","10,000","79,043.26","79,043.26",175,106,"AMZ",2.9,9,4.5,"3,643",9,34,"Amazon","Beauty","Extra Large Envelope","AMZ","17.40 x 4.10 x 8.40 cm",0.34,"N/A","Feb 1, 2023",,"No",40,"Amazon"
65.,"The Body Shop Ginger Anti-Dandruff Shampoo (1x 250ml), Clarifying Shampoo for Dry, Itchy and Flaky Scalp, Vegan Haircare, Suitable for Sensitive Scalps","B0DLKXPB3X","https://www.amazon.co.uk/dp/B0DLKXPB3X?psc=1","https://m.media-amazon.com/images/I/718HtWV+JpL._AC_SY355_.jpg","The Body Shop",10,"8,025","2,849","2,000","115,113.73","31,392.8",151,473,"GB",4.78,2,4.6,"2,621",6,63,"The Body Shop UK","Beauty","Extra Large Envelope","FBA","13.40 x 5.20 x 5.30 cm",0.29,"N/A","Nov 22, 2024",,"No",19,"The Body Shop UK"
66.,"Aveeno Scalp Soothing Haircare Daily Moisture Shampoo, Oat Milk Blend, for Dry Hair, Soothes Dry, Itchy & Flaky Scalp, Clinically Proven, Sulfate Free, 300ml","B0BQTDD9RF","https://www.amazon.co.uk/dp/B0BQTDD9RF?psc=1","https://m.media-amazon.com/images/I/61asACT9PCL._AC_SY355_.jpg","Aveeno",3.98,"6,578","6,578","5,000","35,918.1","35,918.11",157,539,"AMZ",3.65,6,4.5,"2,546",9,30,,"Beauty","Extra Large Envelope","AMZ","17.30 x 4.10 x 8.20 cm",0.35,"N/A","Feb 1, 2023",,"No",40,
67.,"Neutrogena T/Gel Anti Dandruff Shampoo for Sensitive Scalp (1x 150ml), Daily Anti-Dandruff Shampoo with Salicylic Acid, Fragrance-Free, for Sensitive Skin to Fight Dandruff from First Wash","B08S8DKWWP","https://www.amazon.co.uk/dp/B08S8DKWWP?psc=1","https://m.media-amazon.com/images/I/71jFT8PmiXL._AC_SY355_.jpg","Neutrogena",3.75,"2,639","2,639","2,000","14,461.15","14,461.16",188,"1,427","AMZ",2.82,12,4.6,"1,487",7,9,"Amazon","Beauty","Large Envelope","AMZ","16.30 x 3.60 x 5.60 cm",0.14,"N/A","Jan 6, 2021",,"No",65,"Amazon"
68.,"A.Vogel Neem Shampoo – Relieves Itchy, Dry & Irritated Scalps – Enriched with Neem, Almond, Rosemary, Sunflower & Eucalyptus – Soothing action leaves scalp fresh & hair feeling healthy – 200ml","B001HZARSC","https://www.amazon.co.uk/dp/B001HZARSC?psc=1","https://m.media-amazon.com/images/I/61GDqSnxI3L._AC_SY355_.jpg","A.Vogel",7.49,238,213,100,"2,316.8","1,914.04",192,"19,517","GB",4.12,4,4.3,447,7,6,"A.Vogel","Beauty","Extra Large Envelope","FBA","16.00 x 4.70 x 4.70 cm",0.24,"N/A","Oct 10, 2008",,"No",212,"A.Vogel"
69.,"Medicated Shampoo Bundle with 2X Cream for Psoriasis & Eczema - Treatment for Itchy, Cracked & Irritated Skin - Dermatology - Healpsorin","B07H1WKQYF","https://www.amazon.co.uk/dp/B07H1WKQYF?psc=1","https://m.media-amazon.com/images/I/61heBBWq4ML._AC_SY355_.jpg","Dermz",27,42,42,"N/A","1,360.17","1,360.18",136,"38,707","GB",7.83,1,4.2,254,5,1,"Dermz Laboratories","Beauty","Small Parcel","FBA","19.90 x 8.40 x 17.40 cm",0.74,"N/A","Sep 2, 2018",,"No",93,"Dermz Laboratories"
70.,"Philip Kingsley | Flaky/Itchy Scalp Shampoo | Anit-Dandruff Shampoo For Flaky, Itchy, Dry, Oily Scalps | Cleansing Scalp Care | Hair Shampoo that Hydrates, Soothes and Calms | 75ml","B01LWNR8HZ","https://www.amazon.co.uk/dp/B01LWNR8HZ?psc=1","https://m.media-amazon.com/images/I/511dAv+0ZQL._AC_SY355_.jpg","Philip Kingsley",11.65,"1,065",618,300,"29,155.35","8,796.35",180,"4,398","GB",4.86,2,4.3,"1,540",6,4,"Philip Kingsley","Beauty","Large Envelope","FBA","13.40 x 3.40 x 4.90 cm",0.09,"N/A","Oct 1, 2013",,"No",152,"Philip Kingsley"
71.,"Psoriasis & Folliculitis Scalp Treatment Shampoo: Seborrheic Dermatitis Shampoo，Combats Dandruff, Relieves Itchy Scalp, Reduces Oiliness And antifungal","B0GV2VYK3J","https://www.amazon.co.uk/dp/B0GV2VYK3J?psc=1","https://m.media-amazon.com/images/I/61tEocxIWhL._AC_SY355_.jpg","WUHPOY",12.99,233,233,200,"3,031.33","3,031.34",151,"10,919","CN",4.71,1,5,2,7,0,"WUHPOY","Beauty","Extra Large Envelope","FBA","15.50 x 4.10 x 5.70 cm",0.31,"N/A","Mar 27, 2026",,"No",3,"WUHPOY"
72.,"Shampoo With 4-Terpineol, Known from Tea Tree Oil – Anti Dandruff | For Itchy, Flaky, Dry Scalp | Psoriasis & Eczema Care | Scalp Spots & Pimples","B0C59CVCV3","https://www.amazon.co.uk/dp/B0C59CVCV3?psc=1","https://m.media-amazon.com/images/I/71bF7vRU5uL._AC_SY355_.jpg","Australian Bodycare",20.41,39,39,"N/A",971.15,971.15,145,"43,204","DK",6.89,1,4.6,92,5,3,"Australian Bodycare","Beauty","Small Parcel","FBA","24.50 x 8.40 x 8.40 cm",1.11,"N/A","Nov 17, 2023",,"No",31,"Australian Bodycare"
73.,"Neutrogena T/Gel Anti Dandruff Shampoo for Oily Scalp and Hair (1x 250ml), Daily Anti-Dandruff Shampoo with Salicylic Acid to Remove Excess Oils from First Wash","B07N1DQ9QW","https://www.amazon.co.uk/dp/B07N1DQ9QW?psc=1","https://m.media-amazon.com/images/I/71mj1s8Q55L._AC_SY355_.jpg","Neutrogena",5,"4,260","4,260","3,000","30,198.32","30,198.32",160,779,"AMZ",2.97,10,4.6,"3,100",6,40,"Amazon","Beauty","Large Envelope","AMZ","18.00 x 3.80 x 6.90 cm",0.31,"N/A","May 22, 2019",,"No",85,"Amazon"
74.,"Vichy Dercos Technique Anti-Dandruff Purifying Shampoo, With 1% Salicylic Acid & Selenium Disulfide, For Sensitive Dry Hair & Scalp, Removes Visible Flakes, 390ml","B01BPHAD1W","https://www.amazon.co.uk/dp/B01BPHAD1W?psc=1","https://m.media-amazon.com/images/I/51YUyXCW9wL._AC_SX342_.jpg","VICHY",21.5,600,600,400,"9,121.92","9,121.91",162,"3,369","AMZ",6.21,1,4.7,"3,614",6,134,"Amazon","Beauty","Extra Large Envelope","AMZ","20.00 x 6.00 x 6.10 cm",0.45,"N/A","Feb 12, 2016",,"No",124,"Amazon"
75.,"Shampoo 500 ml Mint With 4-Terpineol, Known from Tea Tree Oil – Anti Dandruff - For Itchy, Flaky, Dry Scalp - Psoriasis & Eczema Care - Scalp Pimples","B08T1LP7KH","https://www.amazon.co.uk/dp/B08T1LP7KH?psc=1","https://m.media-amazon.com/images/I/71T6xrdwTzL._AC_SY355_.jpg","Australian Bodycare",12.21,95,95,50,"1,414.03","1,414.04",149,"22,154","DK",5.37,1,4.6,547,5,1,"Australian Bodycare","Beauty","Small Parcel","FBA","18.40 x 6.70 x 7.00 cm",0.55,"N/A","May 5, 2021",,"No",61,"Australian Bodycare"
