marketplace,asin,title,date,rating,review
ES,B01G5BLS5I,Su efecto no es duradero,Reviewed in Spain on 4 September 2020,1,"Lo único que me ha gustado es que su olor no es fuerte, por lo tanto, no tienes la misma sensación de asfixia cuando lo estás aplicando. ¡Ojo,! No es que no sea tóxico.Lo malo, las hormigas se pasean por donde lo has aplicado a los dos días. No cuento las cucarachas porque este año no me han entrado apenas dentro de casa.He usado durante años otra marca, con un olor fortísimo debido a la laca que trae para su fijación a la superficie, pero indudablemente más eficaz que este;de los que su durabilidad es de un año y que luego es uno y medio.No lo recomiendo para nada. Al menos si se quiere mantener su efecto durante meses.  Para un uso puntual e inmediato, sí sirve, pero no más.Seguiré usando la otra marca."
ES,B01G5BLS5I,Roto,Reviewed in Spain on 13 December 2025,1,
ES,B01G5BLS5I,Atrae cucarachas,Reviewed in Spain on 25 June 2023,1,"Para atraer cucarachas es perfecto; para acabar con ellos es nulo.He aplicado el producto (bote entero) tal como indica el fabricante y tras una semana he visto cada día una media de 4/5 cucarachas vivas más otras 2/3 que esporádicamente aparecen muertas, cuando antiguamente y usando otros productos solo las veía (directamente muertas) en épocas determinadas.Es alarmante el hecho de como atrae a las cucarachas en vez de acabar con ellas. Desde que se aplicó el producto veo dirariamente 5-6 cucarachas vivas.Hay productos de otras marcas que sí acaban con ellas. Esté únicamente las atrae.Es totalmente lamentable, debería ser denunciable."
ES,B01G5BLS5I,No funciona,Reviewed in Spain on 10 August 2025,1,"No funciona, he usado el spray en una cucaracha y no ha hecho nada!"
ES,B01G5BLS5I,Decepcionado,Reviewed in Spain on 2 September 2025,1,Promete mucho pero no vale para mater nada siguen viniendo
ES,B01G5BLS5I,no funciona,Reviewed in Spain on 1 August 2025,1,"no elimina nada, no funciona"
ES,B01G5BLS5I,No es efectivo no funciona,Reviewed in Spain on 14 August 2025,1,Nada efectivo
ES,B01G5BLS5I,No dura ni dos dias,Reviewed in Spain on 11 August 2023,1,"Lo he echado varias veces porque vuelven a aparecer, y eso que estoy un tiempo sin fregar el suelo para que haga efecto. Hace tiempo usé uno que duraba un año y efectivamente eliminé las hormigas ya no solo un año sino más de uno, y con este producto estoy decepcionada, a los dos dias han vuelto a aparecer como si nada."
ES,B01G5BLS5I,"Es agua, no se ajusta a lo que dicen",Reviewed in Spain on 22 June 2024,1,"Es agua, los bichos se pasean por donde has hechado la laca. Hasta dos y tres veces hemos hechado mismo sitio y siguen como si nada."
ES,B01G5BLS5I,Malo y caro,Reviewed in Spain on 27 June 2024,1,Y si compras el producto tienes una suscripción por la cara y cada mes te envían un bote que te descuentan del banco
ES,B01G5BLS5I,Máster lac,Reviewed in Spain on 6 October 2023,1,No se si es el mismo producto desde luego el bote no es el que aparece en la imagen y además me vino sin el otro tapo para introducir el producto x ranuras
ES,B01G5BLS5I,Llegó roto,Reviewed in Spain on 20 July 2023,1,"Me ha llegado el paquete. Más veces que lo he pedido ha llegado el tapón roto, pero esta vez está roto también el aplicador por lo que implide su uso y ademas pierde líquido. Muy peligrososo!"
ES,B01G5BLS5I,No sirve,Reviewed in Spain on 20 December 2022,1,He tenido éste verano una plaga de hormigas y este producto no ha servido para nada.Dia tras día entraban por cientos la hormigas.Sólo ae han ido al acabarse el verano.No sirve más que como un simple insecticida ocasional.
ES,B01G5BLS5I,Llego muy tarde,Reviewed in Spain on 2 August 2023,1,"El producto funciona pero creo que es mejor conseguirlo directamente de Amazon que de un intermediario, no se hacen responsables de las devoluciones (porque llegó casi 2 semanas tarde)"
ES,B01G5BLS5I,No sirve para nada,Reviewed in Spain on 13 September 2023,1,"A los tres días de poner el producto, las hormigas vuelven a pasar por el mismo sitio.Es un insecticida normal y corriente sin efecto barrera"
ES,B01G5BLS5I,Insatisfecha,Reviewed in Spain on 13 May 2024,1,"No me sirvió, coloque por todos los lugares pero no me funcionó ."
ES,B01G5BLS5I,No mató ni 1 cucaracha,Reviewed in Spain on 6 July 2023,1,Lo compre por ser un producto de los mas vendidos pero al usarlo no obtuve ningún resultado. Hemos seguido las indicaciones del producto. No lo recomiendo.
ES,B01G5BLS5I,Pésimo,Reviewed in Spain on 14 March 2023,1,"No hace lo que promete, mata a las hormigas pero a los pocos minutos vuelven a salir"
ES,B01G5BLS5I,Las cucarachas siguen vivas,Reviewed in Spain on 29 September 2023,1,La verdad sólo sirve en el momento
ES,B01G5BLS5I,No es lo que esperaba.,Reviewed in Spain on 1 June 2021,1,"Lo comp're pensando en que me desharia de las cucarachas durante un año , como pone en el envase, y a los tres días volvieron a aparecer.Lo utilicé tal y como pone en las indicaciones y no ha sido efectivo"
ES,B01G5BLS5I,Es una falsificación del verdadero producto,Reviewed in Spain on 16 May 2021,1,"Es una falsificación del verdadero máster lac.El verdadero funciona perfectamente y este no funciona , de hecho ahora lo han cambiado de nombre puesto que les han pillado que era una falsificación ."
ES,B01G5BLS5I,Insecticida,Reviewed in Spain on 29 January 2022,1,"No le veo muy eficacia. Las hormigas a los pocos días salen otra vez, te las quitan cuatro dias"
ES,B01G5BLS5I,NO FUNCIONA,Reviewed in Spain on 25 November 2020,1,NO FUNCIONAUn año dice  ja.... en un lugar en concreto encontre un monton (NO ESTA ESPUESTO A AGUA) lo limpio le hecho y a las 48 h ya estan otra vez en el mismo sitio .NO FUNCIONA.
ES,B01G5BLS5I,Dinero tirado,Reviewed in Spain on 28 April 2021,1,"No sirve para nada!! Segui las instrucciones al pie de la letra, incluso lo he puesto 2 veces y no sirve absolutamente para nada, compre 2 botes, dinero tirado"
ES,B01G5BLS5I,No dura lo q anuncian,Reviewed in Spain on 10 August 2020,1,"Pone q 1 sola aplicación protege 1 año de insectis, pero lo echas y las cucarachas pasan por encima como si no hubieras echado nada. Al echarlo varias veces, se nota q disminuyen algo, pero no es tan efectivo como dicen"
ES,B01G5BLS5I,efecto. Perdida de dinero,Reviewed in Spain on 24 August 2021,1,El que venden en los chinos hace más efecto. Por lo menos a mí particularmente no me ha válido y caro
ES,B01G5BLS5I,No efectivo,Reviewed in Spain on 30 September 2022,1,No efectivo
ES,B01G5BLS5I,No sirve para nada,Reviewed in Spain on 5 May 2022,1,Es caro y nos sirve para nada
ES,B01G5BLS5I,No funciona,Reviewed in Spain on 10 November 2020,1,No sirve para nada.. las hormigas andan por encima del producto recién echado. No me ha quitado las hormigas. Sigo igual
ES,B01G5BLS5I,NO VALE PARA ELIMINAR LAS HORMIGAS,Reviewed in Spain on 24 July 2020,1,Dice que mantendrá alejados a los insectos durante un año; las hormigas reaparecieron una semana después.
ES,B01G5BLS5I,No funciona,Reviewed in Spain on 22 July 2019,1,"No ha dado resultado con pequeñas cucarachas que salen por detrás de la cocina. No vemos por donde lo hacen, pero por más que se echa de spray siguen saliendo"
ES,B01G5BLS5I,Ineficaz,Reviewed in Spain on 6 July 2020,1,"Lo compre siguiendo los comentarios, pero a mi no me ha funcionado en absoluto."
ES,B01G5BLS5I,Fecctivo y durdero,Reviewed in Spain on 10 March 2021,1,Para las hormigas
ES,B01G5BLS5I,Ineficaz,Reviewed in Spain on 24 July 2020,1,No hace nada ... siguen paseándose por la casa
ES,B01G5BLS5I,Para las hormigas no vale.,Reviewed in Spain on 30 August 2019,1,Eso de un año sin bichos.... Tararí. A los 3 días siguen las hormigas por donde hacia rociado con el producto.
ES,B01G5BLS5I,Ok,Reviewed in Spain on 14 January 2021,1,Ok
ES,B01G5BLS5I,"No sirve, se lo han cargado",Reviewed in Spain on 28 September 2025,1,"Es un insecticida común y corriente. Era muy muy bueno, excelente para las cucarachas pero se lo han cargado, se nota simplemente en el olor q no es el mismo. Por qué no es tan efectivo como antes y es un insecticida corriente o hasta peor q otros ? La respuesta no es q las cucarachas se hayan hecho más resistentes o hayan mutado pq como digo el olor no es ni la mitad de fuerte q antes. Deberia responder el laboratorio Quimunsa q es el fabricante, motivo???!!!.."
ES,B01G5BLS5I,Malo,Reviewed in Spain on 5 October 2019,1,Las cuacarachas se cagan de la risa !
ES,B01G5BLS5I,Insuficiente,Reviewed in Spain on 23 August 2019,1,A los pocos días vuelven a salir
ES,B01G5BLS5I,No sirve,Reviewed in Spain on 28 June 2019,1,Desde luego para chinches no es efectivo
ES,B01G5BLS5I,Eficaz y duradero,Reviewed in Spain on 21 May 2026,5,"Buen producto, muy eficaz. Me lo recomendaron vecinos. Otros sprays de supermercado no me funcionado"
ES,B01G5BLS5I,Muy buen producto español,Reviewed in Spain on 26 May 2026,5,Producto para profesionales y hay que tener cuidado cuando lo utilizas. Yo me pongo guantes y mascarilla. No lo uso por donde va mi gato.Pero da muy buenos resultados
ES,B01G5BLS5I,EFICAZ,Reviewed in Spain on 29 June 2026,4,"Súper eficaz, pero, eso sí,  ponte mascarilla cuando lo apliques y respira lo menos posible. Es bastante tóxico (al menos para mí)"
ES,B01G5BLS5I,Indispensable,Reviewed in Spain on 2 July 2026,5,Lo utilizamos desde hace años. Muy eficaz.
ES,B01G5BLS5I,Estupendo matarañas!!!,Reviewed in Spain on 1 July 2026,5,"Entregado correctamente, salvo un error y es que yo pedí uno y mandaron dos paquetes con la misma referencia.Lo llevó el repartidor y supongo que se lo quedaran"
ES,B01G5BLS5I,Totalmente efectivo,Reviewed in Spain on 20 June 2026,5,"Muy efectivo, cuando pasan la barrera caen muertas"
ES,B01G5BLS5I,De momento no me ha funcionado,Reviewed in Spain on 20 June 2026,3,"Pues por la mañana lo puse por todo el wc y la cocina, y me fuí. estuvo horas asi, al volver ya no habia olor, pero de esto hace una semana y hoy he visto una, asi que, no ha servido como barrera ni como nada por que lo puse por las esquinas y huecos, pero bueno, supongo que es dificil, volvere a intentarlo otro dia.... es dificil, van por las cañerias...."
ES,B01G5BLS5I,Fiabilidad,Reviewed in Spain on 8 June 2026,5,"He esperado a escribir la reseña para comprobar la fiabilidad del producto; en mi caso, perfecto. Era para ahuyentar 'chinches americanas' y en un plazo de varias semanas, de momento, todo bien; falta ver cuanto tiempo dura el efecto."
ES,B01G5BLS5I,Bueno,Reviewed in Spain on 14 June 2026,4,Caro pero muy efectivo para las hormigas
ES,B01G5BLS5I,Eficaz contra las cucarachas,Reviewed in Spain on 13 June 2026,4,Es eficaz me gusta mucho lo seguiré comprando
ES,B01G5BLS5I,Poco efectivo,Reviewed in Spain on 25 June 2026,2,"No mata nada, ni una araña pequeña. El olor no está mal."
ES,B01G5BLS5I,"Decepcionado con la función ""barrera""",Reviewed in Spain on 30 September 2025,2,"Me ha decepcionado. Teóricamente tiene un efecto ""barrera"" que debería durar un año, sin embargo en menos de una semana y una aplicación en suelo de hormigón, más que generosa, las cucarachas la pasan como si nada.Como insecticida puede que funcione, pero como barrera ya te digo yo que no."
ES,B01G5BLS5I,Partido,Reviewed in Spain on 7 August 2025,2,Veio partido
ES,B01G5BLS5I,Eficacia,Reviewed in Spain on 28 July 2025,2,No es tan eficaz como diceEs cierto que salen menos pero aún salen
ES,B01G5BLS5I,Decepcion,Reviewed in Spain on 1 April 2025,2,Pregunte expresamente si lo de un año sin insectos valia para las hormigas y me dijeron que si... y nada mas lejos de la realidad. Las mata pero a los 3 o 4 dias vuelven a pasar por donde eche el spray...
ES,B01G5BLS5I,Normales,Reviewed in Spain on 28 August 2024,2,Lo de un año para las hormigas no funciona. Al día siguiente andan por encima como si nada. Pensaba que lo echabas y ya esta con una vez. Pero ni con 5 veces. Compré otra marca que parece que funciona mejor.
ES,B01G5BLS5I,"Parecía que si, pero no",Reviewed in Spain on 14 September 2023,2,"Tenía altas expectativas con este producto. Había usado otro de otra marca con muy buenos resultados.Debido a una reforma, unas pequeñas cucarachas se habían instalado en nuestra cocina. Animados por las reseñas decidimos comprarlo y rociar cada esquina y rincón. Al principio aparecían varias muertas y apena las veía por las noches. Sin embargo, de la noche a la mañana parece que dejó de hacer efecto y volvieron a dejarse ver.Total, que al final nos recomendaron los cebos con jeringuilla y ha sido mano de santo."
ES,B01G5BLS5I,No es malo,Reviewed in Spain on 5 April 2023,2,"No es malo pero no soluciona mucho,solo algo temporal y quizás rociando directamente al insecto"
ES,B01G5BLS5I,A mi no me ha servido,Reviewed in Spain on 21 February 2022,2,"Es igual que cualquier matamoscas o flis de toda la vida, las mata al momento si lo echas encima pero no sirve para lo que explica el producto."
ES,B01G5BLS5I,Vuelven a aparecer la hormigas cada poco tiempo,Reviewed in Spain on 27 October 2021,2,Lo utilice para evitar hormigas tanto dentro como fuera de casa. Al final las hormigas acaban volviendo al poco tiempo. Si que es verdad que en interior parece que tardan más en volver. En exterior vuelven al muy pocos días supongo q no será tan efectivo.
ES,B01G5BLS5I,No dura un año el efecto ni de lejos,Reviewed in Spain on 1 November 2020,2,No cumple su función. Las cucarachas siguen
ES,B01G5BLS5I,No es eficaz,Reviewed in Spain on 12 September 2020,2,No es eficaz
ES,B01G5BLS5I,"Las mata, pero solo en el instante",Reviewed in Spain on 23 August 2020,2,"En el instante mata las hormigas, pero a los días vuelvo a verlas tranquilamente... Así que en mi caso ha sido no ha funcionado. Es como un insecticida normal, pero más caro."
ES,B01G5BLS5I,No es ni mucho menos para un año,Reviewed in Spain on 6 July 2020,2,"Lo de que es para un año no es cierto, como mucho una semana y que no le de por llover. Las mata al momento pero luego como si nada."
ES,B01G5BLS5I,No funciona,Reviewed in Spain on 5 July 2020,2,"No es efectivo. Hay menos hormigas, pero siguen apareciendo en diferentes puntos, a pesar de haber echado el productos días anteriores. Al momento las elimina, pero al cabo de los días vuelven.No lo recomiendo"
ES,B01G5BLS5I,Un fraude absoluto,Reviewed in Spain on 22 May 2020,2,"Compré este aerosol porque en casa tenemos muchas hormigas i nos entran en casa. La garantía de 1 año sin hormigas nos ha durado 15 días. A la primera pasada con agua ha desaparecido la laca y ya no da protección.  En menos de 1 mes he gastado todo el bote y sigo teniendo hormigas. Es cierto que no tantas, pero no debería de haber ninguna! No hace lo que promete. No lo recomiendo. Precio por precio me quedo con Letal."
ES,B01G5BLS5I,Venia roto el tapon,Reviewed in Spain on 14 May 2020,2,Vrnia roto el tapon
ES,B01G5BLS5I,Masterlac aerosol,Reviewed in Spain on 4 July 2019,2,No ha cumplido las expectativas porque llegó sin el aplicador con la canula de plástico
ES,B01G5BLS5I,Funciona,Reviewed in Spain on 22 June 2026,5,"Si encuentras cucarachas, estarán muertas o muriendo"
ES,B01G5BLS5I,Eficaz,Reviewed in Spain on 27 June 2026,5,Estupendo.
ES,B01G5BLS5I,Calidad,Reviewed in Spain on 31 May 2026,5,Lo compre porque tenia cucarachas en el coche y a sido mano de santo junto con otros productos y unas trampas también en cuestión de 1 mes deje de tenerlas
ES,B01G5BLS5I,Super Recomendable,Reviewed in Spain on 25 May 2026,5,"Mata las Cucarachas al Instante, No entiendo como hay Gente que habla Mal de este producto y no me llevo comisión por este Comentario. Las Cucarachas de Mi Cocina todas Muertas. Gracias Lac."
ES,B01G5BLS5I,Totalmente recomendable,Reviewed in Spain on 14 June 2026,5,Lo mejor que he probado
ES,B01G5BLS5I,Funciona,Reviewed in Spain on 3 June 2026,5,En este caso siguen apareciendo pero ahora aparecen siempre muertas
ES,B01G5BLS5I,tu y yo,Reviewed in Spain on 5 June 2026,5,gracias por todo todo perfecto
ES,B01G5BLS5I,Recomendable 💯,Reviewed in Spain on 31 May 2026,5,Muy recomendable...cumple 💯 y rápido
ES,B01G5BLS5I,Excelente producto,Reviewed in Spain on 3 June 2026,5,Excelente producto
ES,B01G5BLS5I,"Me he convertido en la muerte, el destructor de mundos",Reviewed in Spain on 31 March 2026,5,"Este producto es devastador. Mata las cucarachas que da gusto. Debería llevar la foto de Chuck Norris en la etiqueta. Combinado con un cebo en gel, es el tratamiento de choque definitivo, el mejor que he probado de lejos. Apenas tiene olor y no es desagradable, solo un puntito justo para saber que está ahí. La cánula viene genial para fumigar en rincones estrechos, como en mi caso que se atrincheraron en el cajón de una puerta corredera cuáles Últimos de Filipinas. Volveré a comprarlo si es se atreven a volver."
ES,B01G5BLS5I,"Muy bueno. No solo para las cucarachas y otros rastreros,... también para las mosquitas.",Reviewed in Spain on 17 April 2026,5,"A mí me funciona muy bien... contra las mosquitas.Con tanto rollo ecológico... los insecticidas ""no matan ni a una mosca"".Cucarachas y otros insectos que han aparecido en España con el 'cambio climático' y la FALTA DE HIGIENE Y LIMPIEZA... Ya no los tengo en casa. Lo utilizo con ecogelnovar en trampas para cucarachas."
ES,B01G5BLS5I,Muy bueno,Reviewed in Spain on 10 May 2026,5,Si encuentras el agujero por donde salen es muy eficaz
ES,B01G5BLS5I,Perfecto para acabar con las cucarachas,Reviewed in Spain on 25 April 2026,5,Perfecto para matar cucarachas es el segundo año que lo compramos porque no sobrevive ninguna y conseguimos mantener a raya los meses de verano la plaga de cucarachas que hay en el barrio
ES,B01G5BLS5I,Efectivo,Reviewed in Spain on 5 May 2026,5,Una maravilla. Se acabaron las cucarachas. Lo recomiendo 100%
ES,B01G5BLS5I,Potente,Reviewed in Spain on 10 May 2026,5,Una buena barrera
ES,B01G5BLS5I,Muy eficiente....,Reviewed in Spain on 9 May 2026,5,Muy eficiente
ES,B01G5BLS5I,Muy eficaz,Reviewed in Spain on 3 May 2026,5,Muy eficaz contra las cucarachas
ES,B01G5BLS5I,Genial matabichos,Reviewed in Spain on 5 May 2026,5,Producto muy duradero y efectivo
ES,B01G5BLS5I,"Muy eficaz, realmente hace lo que dice.",Reviewed in Spain on 31 January 2026,5,"Este producto es realmente eficaz.No necesitas encontrar los ""nidos"" de los insectos, puedes ponerlo por donde hayas visto algun insecto o por donde suelen pasar, no necesitas hacer nada más, este producto se aferrará al insecto y no solo morirá ese insecto, si no que tambien moriran los demás cuando este vaya a su nido, el producto tambien infectara a los demás, por lo que hará un trabajo desde dentro, muy pero que muy eficaz."
ES,B01G5BLS5I,Recomendado,Reviewed in Spain on 12 April 2026,5,"El producto es excelente, recomendado. El efecto es tal cual como lo menciona la descripción."
ES,B01G5BLS5I,Funciona,Reviewed in Spain on 19 April 2026,5,Por ahora parece que está funcionando fenomenal.
ES,B01G5BLS5I,Apto para hormigas,Reviewed in Spain on 19 April 2026,5,Funciona bastante bien con hormigas
ES,B01G5BLS5I,Parece que funciona,Reviewed in Spain on 21 April 2026,5,Todo bien
ES,B01G5BLS5I,Productazo,Reviewed in Spain on 11 April 2026,5,Productazo.para terminar con las plagas
ES,B01G5BLS5I,Muy contento con su compra,Reviewed in Spain on 12 April 2026,5,Realmente funciona bien
ES,B01G5BLS5I,El mejor insecticida para cucarachas,Reviewed in Spain on 28 November 2025,5,"El mejor insecticida para cucarachas. Me lo aconsejaron en una droguería de Madrid de toda la vida y desde entonces es el que utilizo.Es verdad que para plagas muy grandes lo mejor es una fumigación por parte de una empresa especializada, pero para el uso doméstico este es el mejor.Es aconsejable utilizarlo junto con algunas trampas de cebos para controlar y eliminar las cucarachas ya que el insecticida no va a llegar hasta los nidos."
ES,B01G5BLS5I,En primavera lo volveremos a comprar por desgracia para nosotros,Reviewed in Spain on 10 February 2026,5,"Esto es una maravilla para las pu* cucarachas. Hace una barrera invisible que además dura y si cuelan para dentro aparecen ya muertas o medio muertas, incluso es útil para el resto de bichejos"
ES,B01G5BLS5I,Recomendable,Reviewed in Spain on 23 March 2026,5,Recomendable 100%
ES,B01G5BLS5I,5 estrellas porque no hay más.  En mi caso hormigas.,Reviewed in Spain on 2 February 2026,5,5 estrellas porque no hay más.En mi caso hormigas.Una primera pulverización.A los 7 días una segunda y...Nunca más hormigas.
ES,B01G5BLS5I,Perfect,Reviewed in Spain on 15 March 2026,5,Great product
ES,B01G5BLS5I,Perfecto. Buena calidad,Reviewed in Spain on 9 March 2026,5,Muy bueno
ES,B01G5BLS5I,Muy Eficaz,Reviewed in Spain on 14 February 2026,5,Es muy buen producto. Súper Eficaz
ES,B01G5BLS5I,Eficacia,Reviewed in Spain on 8 February 2026,5,El producto más eficaz
ES,B01G5BLS5I,El más efectivo y duradero,Reviewed in Spain on 9 September 2025,5,"Llevo muchos años comprando éste producto y lo único que puedo decir es que no recomiendo otro. Es maravilloso, huele un poco fuerte pero no tan mal como otros. Al rato desaparece el olor pero si efecto dura y dura y dura. Si aparece alguna cuqui, es ya muerta, pero aparecen muy pocas porque hace de barrera"
ES,B01G5BLS5I,Muy efectivo,Reviewed in Spain on 9 January 2026,5,Único. LARGA persistencia y efectividad contra cucas y hormigas
ES,B01G5BLS5I,Mata cucarachas efectivo,Reviewed in Spain on 11 January 2026,5,"Comprado tras recomendarlo un amigo, totalmente efectivo"
ES,B01G5BLS5I,Perfecto.,Reviewed in Spain on 11 August 2025,5,"Es perfecto, lo compro todos los años y lo echo todas las primaveras alrededor de todo el suelo con pared de toda la casa. Es cierto que no ves un bicho en un año. Encontré un escondite de avispas en un adorno del jardín, lo rocié a conciencia y se desplomaron todas-50 de golpe. Una maravilla de producto."
ES,B01G5BLS5I,Súper eficiente,Reviewed in Spain on 17 January 2026,5,Fantástico
ES,B01G5BLS5I,100x100 efectivo,Reviewed in Spain on 3 August 2025,5,"Es el producto mas efectivo que conozco contra las cucarachas que  en verano se cuelan volando en las casas y provenientes del alcantarillado de las calles, sí es carillo, pero merece  mas la pena que otros que cuestan menos pero no valen para nada"
ES,B01G5BLS5I,Funciona contra las chinches apestosas,Reviewed in Spain on 28 September 2025,5,"Lo adquirí para eliminar las chinches apestosas, hay una plaga que se manifiesta ahora en el otoño y funciona. He comprado otro spray para repetir la fumigación más adelante."
ES,B01G5BLS5I,Descansen en paz las cucarachas,Reviewed in Spain on 4 June 2025,5,"La verdad es que tenemos un problema con las cucarachas y donde echamos este insecticida, al día siguiente aparecen con las patas hacia arriba. Y es bastante duradero. Lo echamos en un cuarto de baño que teníamos un auténtico problema y fue una masacre. En mi experiencia con auténticos bichos de gran tamaño me ha ido muy bien."
ES,B01G5BLS5I,No sirve,Reviewed in Spain on 27 August 2025,5,"No sirve, los bichos se ríen de este producto, no veo ningún resultado.Si es verdad que la cánula que lleva va muy bien para pulverizar las grietas o agujeros, pero nada mas"
ES,B01G5BLS5I,Eficacia y durabilidad,Reviewed in Spain on 21 May 2025,5,"Probé este insecticida en laca porque tenía un problema puntual con hormigas en un armario de la cocina, y la verdad es que funcionó mucho mejor de lo que esperaba. Lo apliqué en las zonas estratégicas (esquinas, detrás de electrodomésticos y rendijas) y en pocos días noté una reducción casi total de la actividad."
ES,B01G5BLS5I,Buen producto,Reviewed in Spain on 14 December 2025,5,Buen producto
ES,B01G5BLS5I,Esvefectivo,Reviewed in Spain on 3 September 2025,5,Bastante bien pero no se si es más efectivo que  el de mercadona que también dura un mes el efecto. Este me lo recomendó una casa de plagas.
ES,B01G5BLS5I,Muy efectivo. Usar mascarilla al manipular producto,Reviewed in Spain on 2 August 2025,5,"Es muy buen producto. 10 meses sin bichos...es cañero el olor al echarlo, recomiendo usar mascarilla al manipular el aerosol, supongo que inhalar esto será seriamente tóxico"
ES,B01G5BLS5I,Funciona contra las hormigas en casa,Reviewed in Spain on 13 December 2019,5,"Llevo unos años con hormigas tanto en el salón como en los baños, y he probado de todo, incluso con una prestigiosa empresa contra Plagas, y nada me había funcionado hasta que compre este producto...llevo 6 meses con el ( fue en julio cuando lo eché ) y hasta ayer no vi ni una hormiga más... ayer vi una en el plato de ducha , solo una, pero con eso es suficiente para saber que es hora de un nuevo recordatorio. Así que durante más de 5 meses he tenido paz con las dichosas hormigas. Es posible que en el baño empiecen a salir antes porque se friega mucho más a menudo que el suelo del salón , pero el caso es que ayer ya vi una y bien viva... así que lo dicho, muy contenta pero nada de un año... aún así lo mejor que he probado... y tengo perro y sin problema, cuando lo eche fue un día que nos íbamos fuera, así no hay problema  las primeras horas en las que no se debe ventilar , lo mejor es irse todos y al volver simplemente ventilar buen"
ES,B01G5BLS5I,Positiva,Reviewed in Spain on 11 October 2025,5,"Buen producto. Echando cada dos semanas, desaparecen las hormigas."
ES,B01G5BLS5I,Genial,Reviewed in Spain on 3 August 2025,5,"Insecticida que cumple con lo que dice, solo lo uso una vez al año para prevenir insectos, sobretodo en verano. Va genial"
ES,B01G5BLS5I,Correcto,Reviewed in Spain on 25 October 2025,5,Correcto
ES,B01G5BLS5I,Efectivo y duradero,Reviewed in Spain on 8 July 2023,5,"Me lo recomendó un técnico de fumigación de una empresa que trabaja para grandes hospitales. Es efectivo si se siguen las recomendaciones de la etiqueta. No es para matar las cucarachas que se  ven ( que también sirve). Su función es crear una barrera invisible e inodora, que hace huir a las cucarachas. Ideal para impregnar las paredes de las arquetas de desagües. Aunque publicita una duración de un año, en mi caso no le doy ese tiempo y cada 6 meses, impregno las paredes de las arquetas y no aparece ni una sola cucaracha en las mismas ni en los tubos de desagüe que van a verter en ellas."
ES,B01G5BLS5I,Calidad,Reviewed in Spain on 13 October 2025,5,Lo mejor de lo mejor
ES,B01G5BLS5I,"Rápido, Eficaz y Fácil de Usar",Reviewed in Spain on 25 November 2024,5,"Este spray para cucarachas ha sido increíblemente eficaz, eliminándolas de manera rápida y sin complicaciones. La aplicación es muy sencilla, y su formato permite alcanzar fácilmente los rincones donde suelen esconderse.Aunque el olor puede ser un poco molesto, no es excesivamente fuerte, y es recomendable ventilar varias horas. Es una solución práctica y potente para quienes buscan resultados inmediatos contra las cucarachas."
