Display Order,Product Details,ASIN,Segment,URL,Image URL,Brand,Price  €,Parent Level Sales,ASIN Sales,Recent Purchases,Parent Level Revenue,ASIN Revenue,Title Char. Count,BSR,Seller Country/Region,Fees  €,Active Sellers,Ratings,Review Count,Images,Review velocity,Buy Box,Category,Size Tier,Fulfillment,Dimensions,Weight,ABA Most Clicked,Creation Date,Sponsored,Best Seller,Seller Age (mo),Seller
16.,Veet - Hydrating Miraculous Oil Post Hair Removal and Pre and Post Shave - Based on Natural Oils,B07YVFG9CJ,Check,https://www.amazon.fr/dp/B07YVFG9CJ?psc=1,https://m.media-amazon.com/images/I/61nyX80T4hL._AC_SY355_.jpg,Veet,9.35,"1,179","1,010",800,"14,423.98","8,845.79",96,454,AMZ,4.71,1,4.5,"2,983",5,8,Amazon,Health & Household,Large Envelope,AMZ,13.80 x 2.70 x 4.60 cm,0.11,N/A,"May 12, 2020",,No,71,Amazon
17.,"Uriage Xemose Cleansing Oil for dry skin with atopic tendency I Cleanses and soothes itching. Foaming, Nourishing Gel-en-Oil I Face & Body I Unscented, Soap Free I Physiological pH",B00P9YV0Z6,Wash,https://www.amazon.fr/dp/B00P9YV0Z6?psc=1,https://m.media-amazon.com/images/I/71EWe75PRLL._AC_SY355_.jpg,Uriage,20,216,216,100,"2,772","2,771.5",180,"1,860",CH,8.6,9,4.6,597,9,3,Skincare Expert France,Beauty,Small Parcel,FBA,24.21 x 7.70 x 8.10 cm,1.21,N/A,"Aug 27, 2014",,No,140,Skincare Expert France
18.,WELEDA - Relaxing Lavender Oil - Relaxes and soothes - For a moment of relaxation while nourishing the skin - NATRUE* - Vegan*** - 100 ml,B000ORYDJI,Check,https://www.amazon.fr/dp/B000ORYDJI?psc=1,https://m.media-amazon.com/images/I/51oWFRHd20L._AC_SY355_.jpg,Weleda,13.49,360,360,100,"4,763.73","4,760.78",137,"3,587",AMZ,6.41,2,4.7,"2,531",6,26,Amazon,Beauty,Large Envelope,AMZ,15.60 x 3.71 x 6.10 cm,0.27,N/A,"Aug 9, 2010",,No,188,Amazon
23.,"n2 Aromatherapy Sweet Almond Oil 900ml - For Skin, Hair, Massage, Nails, Cuticles, Ears, Face, Body",B0BTM352LL,Other,https://www.amazon.fr/dp/B0BTM352LL?psc=1,https://m.media-amazon.com/images/I/61G-3WZKNEL._AC_SY355_.jpg,n2 Aromatherapy,12.99,666,558,300,"8,411.08","7,239.98",99,"1,423",GB,7.74,1,4.6,247,7,18,naissance ®,Beauty,Small Parcel,FBA,21.90 x 8.70 x 8.80 cm,0.83,N/A,"May 24, 2023",,No,35,naissance ®
28.,"Corine de Farme Nourishing and Moisturizing After-Sun Oil for Body and Hair, Soothes, Moisturizes, Prolongs Tanning, Repairs Hair, Island Fragrance - 150 ml",B01N1A3PRG,Other,https://www.amazon.fr/dp/B01N1A3PRG?psc=1,https://m.media-amazon.com/images/I/61q+kT+AytL._AC_SY355_.jpg,Corine de Farme,7.49,902,145,50,"5,035.92","1,083.87",156,592,AMZ,4.55,1,4.6,494,5,N/A,Amazon,Beauty,Large Envelope,AMZ,17.50 x 3.00 x 6.60 cm,0.16,N/A,"Mar 15, 2017",,No,109,Amazon
29.,Vibratissimo Hot Moments Heating and Soothing Massage Oil 100ml,B0BRT2T99X,Check,https://www.amazon.fr/dp/B0BRT2T99X?psc=1,https://m.media-amazon.com/images/I/61WaAk5frbL._AC_SY355_.jpg,Vibratissimo,9.99,"1,250",618,400,"16,244.29","7,014.74",63,659,DE,4.76,1,4.2,"4,306",6,28,HaJa GmbH,Health & Household,Large Envelope,FBA,13.20 x 3.60 x 3.90 cm,0.1,N/A,"Mar 15, 2023",,No,37,HaJa GmbH
31.,"MIXA - Multi-purpose Anti-Drying Cream - 48H Hydration & Soothing - 100% Vegetable Oils (Shea, Sweet Almond, Soy) - Dry and Sensitive Skin - 400ml",B0GHPPCY2Y,Cream,https://www.amazon.fr/dp/B0GHPPCY2Y?psc=1,https://m.media-amazon.com/images/I/61cUHwVSzbL._AC_SY355_.jpg,Mixa,5.98,"2,349",369,200,"17,092.8","2,454.92",146,84,AMZ,6.27,1,4.2,3,6,0,Amazon,Beauty,Small Parcel,AMZ,9.10 x 8.80 x 9.00 cm,0.45,N/A,"Jan 19, 2026",,No,3,Amazon
32.,"LE PETIT OLIVIER - Lait Corps Hydratant - Huile D'Olive - Adoucit, Apaise & Hydrate - Peaux Normales A Sèches - 96% D'Origine Naturelle - Sans Silicone - Fabriqué en France - 250 ml",B083J7HTLJ,Check,https://www.amazon.fr/dp/B083J7HTLJ?psc=1,https://m.media-amazon.com/images/I/61maaTQzuRL._AC_SY355_.jpg,Le Petit Olivier,3.95,549,402,200,"2,139.71","1,595.35",181,"2,152",AMZ,4.63,2,4.6,275,8,15,Amazon,Beauty,Extra Large Envelope,AMZ,20.40 x 4.70 x 7.30 cm,0.29,N/A,"Jan 6, 2020",,No,75,Amazon
33.,"WELEDA - Skin Food Body Balm - For dry to very dry skin - Intensely nourishes, moisturizes and soothes the skin - NATRUE - Vegan - 150 ml",B07JKZWSRW,Check,https://www.amazon.fr/dp/B07JKZWSRW?psc=1,https://m.media-amazon.com/images/I/51xhWvtW9lL._AC_SY355_.jpg,Weleda,14.95,382,382,100,"5,310.72","5,308.19",137,"3,292",AMZ,7.31,1,4.7,"6,168",6,58,Amazon,Beauty,Small Parcel,AMZ,7.80 x 7.01 x 7.80 cm,0.29,N/A,"Dec 23, 2018",,No,88,Amazon
34.,"Topicrem - DA Balm Emollient - Moisturizing Cream, Relipid, Nourishes & Soothes - Face and Body Care for Sensitive, Dry, Atopic Skin, Babies, Children & Adults - Made in France - 500ml",B00PAUP3J8,Cream,https://www.amazon.fr/dp/B00PAUP3J8?psc=1,https://m.media-amazon.com/images/I/51sBe8myOhL._AC_SY355_.jpg,Topicrem,12.79,"1,793","1,143","1,000","19,225.5","13,741.35",184,201,AMZ,6.64,7,4.5,"2,234",7,28,Amazon,Beauty,Small Parcel,AMZ,20.40 x 6.10 x 6.30 cm,0.57,N/A,"Nov 6, 2014",,No,137,Amazon
36.,"MAYJAM White Musk Fragrance Oil 100ml, Premium White Musk Fragrance Oil for Essential Oil Diffuser, Aromatherapy, Unwinding",B0FK55ZQP7,Check,https://www.amazon.fr/dp/B0FK55ZQP7?psc=1,https://m.media-amazon.com/images/I/61jsIj-2GYL._AC_SY355_.jpg,MAYJAM,9.99,349,170,300,"3,466.12","1,613.86",123,748,CN,5.4,1,4.2,924,6,38,MAYJAM-FR,Health & Household,Extra Large Envelope,FBA,13.10 x 5.10 x 6.20 cm,0.21,N/A,"Jul 28, 2025",,No,9,MAYJAM-FR
43.,"Le Petit Marseillais – Hydrating Care Milk (400 ml pump) – Body Lotion for Very Dry Skin 24H Hydration – Body Milk with Shea Butter, Sweet Almond and Argan Oil",B0FDKH396F,Cream,https://www.amazon.fr/dp/B0FDKH396F?psc=1,https://m.media-amazon.com/images/I/61Ne-tNbX8L._AC_SY355_.jpg,Le Petit Marseillais,5.11,439,439,200,"2,264.14","2,263.57",159,"1,877",AMZ,4.37,1,4.8,51,7,5,Amazon,Beauty,Large Envelope,AMZ,22.10 x 3.80 x 9.50 cm,0.45,N/A,"Jun 18, 2025",,No,10,Amazon
44.,Lierac - Phytolastil - Massage Oil 100ml - Stretch marks Body Care - Nourishes - Soothes - Improves skin elasticity - 99% ingredients of natural origin - Fragrance free -All skin types,B0CX91SM77,Check,https://www.amazon.fr/dp/B0CX91SM77?psc=1,https://m.media-amazon.com/images/I/51szTOW6-cL._AC_SY445_.jpg,Lierac,12.99,97,97,50,"1,210.98","1,210.61",184,"10,866",AMZ,6.73,1,4.6,23,4,0,Amazon,Beauty,Extra Large Envelope,AMZ,14.80 x 4.80 x 4.80 cm,0.22,N/A,"Feb 15, 2024",,No,26,Amazon
45.,Uriage Xemose Cleansing Oil for Dry Skin - Cleanses and Soothes Itching - Foaming and Nourishing - Face & Body - Unscented - Soap Free - Physiological pH - 500 ml,B06XXWTV3H,Wash,https://www.amazon.fr/dp/B06XXWTV3H?psc=1,https://m.media-amazon.com/images/I/71-h6r86HIL._AC_SY355_.jpg,Uriage,11.41,129,107,N/A,"1,536.15","1,291.42",162,"5,395",N/A,7.5,13,4.6,"1,883",8,245,,Beauty,Small Parcel,FBA,20.50 x 6.30 x 6.40 cm,0.62,N/A,"Mar 7, 2017",,No,109,
46.,Johnson & Johnson Moisturizing Oils 1 Unit 500ml,B01N7L4UMQ,Check,https://www.amazon.fr/dp/B01N7L4UMQ?psc=1,https://m.media-amazon.com/images/I/71hQBlUcoHL._AC_SY355_.jpg,Johnson's Baby,6.32,598,598,200,"3,707.65","3,706.47",48,934,N/A,4.8,2,4.6,"1,246",6,31,,Baby Products,Extra Large Envelope,MFN,18.70 x 5.10 x 8.00 cm,0.46,N/A,"May 7, 2016",,No,119,
50.,"Cyperus Rotundus 100% Pure Natural Hair Removal Oil for Body & Face for Women, Reduces Unwanted Hair Growth After Shaving, Shrinks Pores, Moisturizes, Soothes and",B0F29M8GMG,Check,https://www.amazon.fr/dp/B0F29M8GMG?psc=1,https://m.media-amazon.com/images/I/81UbWmdbXOL._AC_SY355_.jpg,JIUYUANCHUNJJ,9.99,281,141,50,"3,645.72","1,407.24",162,"2,499",CN,5.11,1,4.1,185,7,30,Happy Cart Shop,Health & Household,Extra Large Envelope,FBA,12.50 x 4.19 x 4.29 cm,0.13,N/A,"May 9, 2025",,No,11,Happy Cart Shop
51.,"NIVEA Repair Balm Face, Body & Hands Very Dry Skin (1 x 400ml), Vitamin E & Glycerin Cream for Extra Dry Rough Skin, 72H Moisturizing Body Care",B0CZRN24YX,Cream,https://www.amazon.fr/dp/B0CZRN24YX?psc=1,https://m.media-amazon.com/images/I/61AOUDboWXL._AC_SY355_.jpg,NIVEA,5.85,"1,931","1,642",900,"11,299.4","9,677.29",143,345,AMZ,7.25,4,4.6,553,11,N/A,Amazon,Beauty,Small Parcel,AMZ,9.40 x 9.20 x 9.30 cm,0.45,N/A,"Apr 3, 2024",,No,24,Amazon
52.,"PraNaturals Pure & Natural Moroccan Argan Oil for Face & Body 100 ml - Rich in Vitamin E for Healthy Skin, Hair & Nails - Paraben and SLS Free - Vegan and Cruelty Free",B08DYFPD6F,Other,https://www.amazon.fr/dp/B08DYFPD6F?psc=1,https://m.media-amazon.com/images/I/71rNeZ84S3L._AC_SY355_.jpg,PraNaturals,13.99,142,142,50,"1,991.15","1,989.56",167,"6,108",GB,6.82,1,4.6,"3,203",8,71,Just Beauty UK,Beauty,Extra Large Envelope,FBA,14.00 x 6.00 x 6.80 cm,0.22,N/A,"Aug 7, 2020",,No,68,Just Beauty UK
53.,Pranarôm rosehip organic vegetable oil 50 ml,B000VYP9ZQ,Check,https://www.amazon.fr/dp/B000VYP9ZQ?psc=1,https://m.media-amazon.com/images/I/71RaSvK7BaL._AC_SY355_.jpg,Pranarôm,7.99,"1,582","1,582",800,"12,619.12","12,603.17",44,437,AMZ,4.95,1,4.5,"1,625",6,42,Amazon,Beauty,Extra Large Envelope,AMZ,11.40 x 4.40 x 4.50 cm,0.12,N/A,"Jun 29, 2009",,No,202,Amazon
55.,"Bionoble Gel Aloe Vera Bio 100% Pur Aloe 100ml - Flacon Verre Recyclable + Pompe - Gel Aloe Vera Cheveux Bouclés, Hydratant Crème Aloe Vera Visage, Soin Coup de Soleil Corps - Aloe Vera Gel Bio",B08PPPP1RK,Other,https://www.amazon.fr/dp/B08PPPP1RK?psc=1,https://m.media-amazon.com/images/I/81HXB1uRv+L._AC_SY355_.jpg,BIONOBLE,10.98,624,391,200,"8,486.41","4,289.8",193,"1,288",AMZ,6.95,1,4.5,"3,356",9,37,Amazon,Beauty,Extra Large Envelope,AMZ,14.40 x 4.90 x 5.00 cm,0.22,N/A,"Dec 20, 2020",,No,64,Amazon
57.,"n2 Aromatherapy Grape Seed Oil 900 ml for Massage, Face, Hair",B0C77VSW14,Other,https://www.amazon.fr/dp/B0C77VSW14?psc=1,https://m.media-amazon.com/images/I/71r1bp17P4L._AC_SY355_.jpg,n2 Aromatherapy,11.99,178,178,50,"2,139.22","2,137.32",61,"4,190",GB,7.55,1,4.6,81,7,4,naissance ®,Beauty,Small Parcel,FBA,22.00 x 8.40 x 8.80 cm,0.89,N/A,"Jul 27, 2023",,No,33,naissance ®
58.,Cicabiafine – Nourishing Anti-Irritation Cream (200 ml tube) – Moisturizing cream for extra-dry skin with atopic tendency – Repairing enriched with glycerin,B0052EBJF4,Cream,https://www.amazon.fr/dp/B0052EBJF4?psc=1,https://m.media-amazon.com/images/I/61FnrTTAMJL._AC_SY355_.jpg,Cicabiafine,12.79,"1,138","1,138",600,"14,442","14,431.22",156,751,AMZ,6.64,3,4.6,"1,153",6,26,Amazon,Beauty,Extra Large Envelope,AMZ,19.61 x 5.59 x 7.49 cm,0.24,N/A,"May 24, 2011",,No,179,Amazon
60.,"SVR - Topialyse Crème - Soothing nourishing cream 48H - For dry and sensitive skin - Shea butter, vegetable oils - 200ml",B0BLXN5JDH,Cream,https://www.amazon.fr/dp/B0BLXN5JDH?psc=1,https://m.media-amazon.com/images/I/61hJpVlqK4L._AC_SY355_.jpg,SVR,17.41,312,106,50,"5,317.01","1,673.26",120,"2,332",FR,7.11,1,4.6,529,6,17,Cosmeco,Beauty,Extra Large Envelope,FBA,16.10 x 4.50 x 7.80 cm,0.21,N/A,"Sep 21, 2022",,No,43,Cosmeco
61.,"Foucaud - LA FRICTION - Body Lotion, Relief, Soothes, Relaxes, Refreshes, 7 Essential Oil 100% Natural - Body Oil - French Brand Since 1946 - Glass Bottle 250ml",B002HGSH46,Check,https://www.amazon.fr/dp/B002HGSH46?psc=1,"https://m.media-amazon.com/images/I/61VTK8q5rmL._AC_SX355_PIbundle-250,TopRight,0,0_SH20_.jpg",Foucaud,11.89,558,162,50,"9,156.36","1,922.68",160,"1,221",AMZ,6.19,1,4.7,"2,960",6,32,Amazon,Health & Household,Extra Large Envelope,AMZ,17.10 x 5.90 x 5.90 cm,0.48,N/A,"May 27, 2011",,No,179,Amazon
62.,Professional Body Massage Oil + Free Dispenser Economical Size The Massage You Expect Ayurveda Oil Aromatherapy Spa Massage Oil 1000ml 1 Litre,B0B2KBHHK8,Check,https://www.amazon.fr/dp/B0B2KBHHK8?psc=1,https://m.media-amazon.com/images/I/714lRTTyQJL._AC_SY355_.jpg,bleu & marine Bretania,21.65,357,265,100,"10,260.86","5,674.4",142,"3,088",FR,9.11,2,3.9,438,6,N/A,Amazon,Beauty,Small Parcel,FBA,22.30 x 7.30 x 19.60 cm,0.99,N/A,"May 27, 2022",,No,47,Amazon
64.,"BIONOBLE Organic Pure Black Seed Oil - Cold Pressed, 100% Natural Origin, Hexane Free - Anti-Acne, Purifies - Face, Body, Hair - Vegan Black Seed Oil - Glass Bottle, Pipette, Pump - 50ml",B087WQP8PM,Other,https://www.amazon.fr/dp/B087WQP8PM?psc=1,https://m.media-amazon.com/images/I/81ZceVfmezL._AC_SY355_.jpg,BIONOBLE,11.98,"12,470",346,200,"197,550.1","4,137.96",186,8,AMZ,6.11,1,4.4,"1,236",9,78,Amazon,Beauty,Extra Large Envelope,AMZ,12.70 x 4.30 x 4.40 cm,0.13,N/A,"Jun 24, 2022",,No,46,Amazon
