Display Order,Product Details,ASIN,URL,Image URL,Brand,Price  US$,Parent Level Sales,ASIN Sales,Recent Purchases,Parent Level Revenue,ASIN Revenue,Title Char. Count,BSR,Seller Country/Region,Fees  US$,Active Sellers,Ratings,Review Count,Images,Review velocity,Buy Box,Category,Size Tier,Fulfillment,Dimensions,Weight,ABA Most Clicked,Creation Date,Sponsored,Best Seller,Seller Age (mo),Seller
32.0,"Flowtron Indoor Bug Zapper | Electric Fly & Insect Killer with 80W UV Light, Pheromone Lure Attractant, Shock Kill Grid & Reflector Panels | 1200 Sq Ft for Kitchen, Restaurant & Barn, UL Certified",B0007QLU3S,https://www.amazon.com/dp/B0007QLU3S?psc=1,https://m.media-amazon.com/images/I/81AYWpXdpZL._SX342_.jpg,Flowtron,189.99,22,22,,"4,186.02","4,185.9",196,"288,983",US,45.02,2,3.8,40,9,0,DBROTH,"Patio, Lawn & Garden",Large and Bulky,FBA,20.00 x 8.20 x 18.20 in,14.15,,"Oct 8, 2011",,No,175,DBROTH
33.0,"Buzbug Upgraded Indoor LED Insect Zapper, LED Bulbs Up to 50,000 Hours, 3 Sustainable Lamps Lower Power Consumption, 3800V Powerful Electric Mosquito Zapper",B0DT4BBN16,https://www.amazon.com/dp/B0DT4BBN16?psc=1,https://m.media-amazon.com/images/I/81J9m6H8V2L._AC_SY355_.jpg,Buzbug,31.09,919,919,400.0,"33,026.23","33,025.47",198,"3,151",US,12.78,2,4.4,763,8,15,Amazei America,"Patio, Césped y Jardín",Large Standard-Size,FBA,17.83 x 3.82 x 11.42 in,3.97,,"Mar 1, 2025",,No,14,Amazei America
34.0,"Zevo 2 flying insect traps and 2 refill cartridges. Plug-in Fly Trap and Indoor Insect Catcher for Mosquitoes, House and Fruit Flies, Blue Light and UV Technology, Mess-Free Alternative to Bug Zapper",B0C3PDTYYX,https://www.amazon.com/dp/B0C3PDTYYX?psc=1,https://m.media-amazon.com/images/I/81uxQ4MUSlL._AC_SY355_.jpg,,37.47,"53,692","36,793",20.0,"2,212,875.23","1,378,650.86",255,13,US,11.46,1,4.4,"32,686",9,557,Front Row CPG,"Patio, Césped y Jardín",Large Standard-Size,FBA,9.88 x 4.76 x 7.44 in,0.66,,"May 2, 2023",,No,36,Front Row CPG
35.0,"Mosiller Electric Fly Swatter, Portable 3800V Fly Swatter Racket, Type-C Rechargeable, Mosquito Killer for Indoor and Outdoor, 3-Layer Safety Mesh, Easy to Use, Lightweight",B0F1TTNXML,https://www.amazon.com/dp/B0F1TTNXML?psc=1,https://m.media-amazon.com/images/I/61h3J3ag3iL._AC_SY355_.jpg,Mosiller,15.99,"2,168","1,725",900.0,"33,713.67","25,840.16",192,"2,694",US,8.92,1,4.3,339,8,31,Jisoo Home,"Patio, Césped y Jardín",Large Standard-Size,FBA,17.56 x 1.57 x 8.39 in,0.86,,"May 21, 2025",,No,12,Jisoo Home
36.0,"Zevo Flying Insect Trap and Cartridge - Plug-in Fly Trap and Indoor Insect Catcher for Gnats, House and Fruit Flies - No Mess - Use in Any Room",B07T869RNY,https://www.amazon.com/dp/B07T869RNY?psc=1,https://m.media-amazon.com/images/I/81AnvlATCkL._AC_SY355_.jpg,,17.97,"120,072","37,593",30.0,"3,230,927.75","679,579.65",199,3,US,7.46,1,4.3,"79,297",9,"1,302",Front Row CPG,"Patio, Césped y Jardín",Large Standard-Size,FBA,7.13 x 3.35 x 4.57 in,0.35,,"Jun 20, 2019",,No,83,Front Row CPG
37.0,"Aspectek 20W Electric Fly Swatter Indoor, Kill Mosquitoes, Moths, Wasps, Insects, Fly Killer, Insect Lamp for Home, Restaurant, Office with Mesh Film",B07F3NH96Q,https://www.amazon.com/dp/B07F3NH96Q?psc=1,https://m.media-amazon.com/images/I/81EYlJBfHuL._AC_SY355_.jpg,ASPECTEK,39.99,"6,978",674,400.0,"258,979.42","25,426.94",190,"3,708",US,13.89,1,4.4,"4,210",6,,Store Extra,"Patio, Césped y Jardín",Large Standard-Size,FBA,16.34 x 4.17 x 11.77 in,3.9,,"Aug 28, 2018",,No,93,Store Extra
38.0,"Outdoor Wireless Insect Zapper, 4200V Electric Mosquito Killer Fly Trap, Rechargeable Portable Fly Zapper, Waterproof Mosquito Trap, Indoor Outdoor Insect Killer for Camp, Garden, Backyard, Home",B0GHRXNVZV,https://www.amazon.com/dp/B0GHRXNVZV?psc=1,https://m.media-amazon.com/images/I/71UNDYqFX+L._AC_SY355_.jpg,Xriba,35.99,417,417,1.0,"20,831.29","20,831.27",276,"2,047",US,6.24,1,4.5,126,7,53,Xriba Pest Store,"Patio, Césped y Jardín",Large Standard-Size,FBA,10.16 x 5.31 x 5.35 in,1.46,,"Mar 13, 2026",,No,2,Xriba Pest Store
39.0,"Outdoor Bug Zapper, 3 in 1 Rechargeable Outdoor Mosquito Zapper with 5000mAh Battery and LED Night Light, 4000V Electric Mosquito Swatter for Outdoor, Yard",B0GRYMSYKW,https://www.amazon.com/dp/B0GRYMSYKW?psc=1,https://m.media-amazon.com/images/I/81pDRxOFo2L._AC_SX355_.jpg,GARUTED,35.99,"1,516","1,238",700.0,"87,368.51","74,277.66",199,353,US,6.86,1,4.9,45,8,8,You Kang,"Patio, Césped y Jardín",Large Standard-Size,FBA,10.59 x 5.79 x 5.79 in,1.59,,"Apr 23, 2026",,No,1,You Kang
40.0,"4000V Electric Fly Swatter with 1800mAh Rechargeable Battery, 5-Layer Safety Mesh, Dual Mode, 180° Foldable, Ideal for Indoor or Outdoor Use (White)",B0GMGWJKVB,https://www.amazon.com/dp/B0GMGWJKVB?psc=1,https://m.media-amazon.com/images/I/7176xzSvzoL._AC_SY355_.jpg,WOCVRYY,19.99,101,101,400.0,"2,021.8","2,020.78",178,"4,510",US,5.53,1,4.4,828,9,813,SAMAX INC,"Patio, Césped y Jardín",Large Standard-Size,FBA,10.98 x 2.20 x 8.15 in,0.93,,"Apr 14, 2026",,No,1,SAMAX INC
41.0,"Outdoor and Indoor Insect Zapper, High Power 4200V Electronic Mosquito Killer, Waterproof, 15W UVA Mosquito Lamp Bulb, Fly Traps for Patio (Black and White) (Black and Black)",B0GHF18DLD,https://www.amazon.com/dp/B0GHF18DLD?psc=1,https://m.media-amazon.com/images/I/81TDwBVhroL._AC_SY355_.jpg,Raindot,26.99,"2,621","2,348",1.0,"62,844.61","56,260.13",235,"4,177",US,11.2,1,3.9,99,7,48,Long & Wen,"Patio, Césped y Jardín",Large Standard-Size,FBA,11.06 x 6.42 x 6.73 in,1.9,,"Mar 3, 2026",,No,2,Long & Wen
42.0,"Electric Fly Swatter, Electric Fly Swatter, Mosquito Swatter, Electric Fly Swatter, for Camping, Travel, Outdoor and Indoor Pest Control (2 AA Batteries Included)",B07RQP31ZQ,https://www.amazon.com/dp/B07RQP31ZQ?psc=1,https://m.media-amazon.com/images/I/71ypf2AvWYL._AC_SY355_.jpg,FOBELISK,27.99,413,413,200.0,"10,602.77","10,598.55",178,"10,756",US,10.71,1,4.2,"1,556",9,,FOBELISK,"Patio, Césped y Jardín",Large Standard-Size,FBA,17.56 x 1.65 x 7.20 in,0.66,,"Aug 28, 2019",,No,81,FOBELISK
43.0,"GAIATOP Electric Fly Swatter, 3800V Fly Swatter with Portable Battery, Insect Zapper Racket with 3 Layer Protection for Home, Bedroom, Kitchen, Office, Patio, Indoor and Outdoor",B0BPNRQ5CW,https://www.amazon.com/dp/B0BPNRQ5CW?psc=1,https://m.media-amazon.com/images/I/81OvIs0lIkL._AC_SY355_.jpg,Gaiatop,21.99,"6,647",968,300.0,"95,050.96","21,279.44",192,"20,959",US,9.31,1,4.4,911,8,,LuckyMax Direct,"Patio, Césped y Jardín",Large Standard-Size,FBA,17.68 x 2.64 x 11.93 in,1.76,,"Mar 29, 2023",,No,38,LuckyMax Direct
44.0,Electric Fly Swatter [Set of 2] Handheld Fly Swatter Racket for Indoor/Outdoor - Powerful 1500 Volts Kills Flies/Insects and Mosquitoes Instantly - Portable Battery Powered Fly Swatter (Batteries,B0D1SH7ZXN,https://www.amazon.com/dp/B0D1SH7ZXN?psc=1,https://m.media-amazon.com/images/I/81nHiMj7IXL._AC_SY355_.jpg,SEWANTA,19.99,"7,125","1,127",,"178,985.22","22,526.4",200,"5,996",US,8.66,1,4.2,372,9,54,SA sales,"Patio, Césped y Jardín",Large Standard-Size,FBA,17.60 x 1.65 x 7.32 in,0.93,,"Apr 15, 2024",,No,25,SA sales
45.0,"Electric Bug Zapper Indoor＆Outdoor, 1000V High-Efficiency Mosquito Killer with Replaceable Purple UVA Bulbs, Fly Zapper Killer Detachable Collecting Tray for Home Patio Backyard",B0H1B6LYVQ,https://www.amazon.com/dp/B0H1B6LYVQ?psc=1,https://m.media-amazon.com/images/I/81yMfcPbf-L._AC_SY355_.jpg,STABLEP,19.99,115,115,,"2,490.79","2,489.62",177,"2,172",,9.48,1,2.0,2,7,0,Amira's Appliances,"Patio, Césped y Jardín",Large Standard-Size,FBA,11.54 x 5.67 x 5.75 in,1.57,,"May 14, 2026",,No,0,Amira's Appliances
46.0,"Wondercide - Flying Insect and Fly Trap - Indoor Insect Catcher for Fruit Flies and House Flies, Mosquitoes, Moths and Gnats - Starter Kit for Home and Garden",B0CJMYL7D3,https://www.amazon.com/dp/B0CJMYL7D3?psc=1,https://m.media-amazon.com/images/I/81lPtZXicPL._AC_SY355_.jpg,Wondercide,18.99,"1,567",495,200.0,"31,071.91","9,399.39",196,"9,805",US,7.61,1,3.9,"1,221",6,4,Wondercide,"Patio, Césped y Jardín",Large Standard-Size,FBA,6.18 x 3.46 x 5.08 in,0.37,,"Sep 27, 2023",,No,32,Wondercide
47.0,"Black Flag 2 Pack Electric Bug Zapper Racket, Fly Swatter and Mosquito Killer, Battery Operated (Black)",B0728KFVFD,https://www.amazon.com/dp/B0728KFVFD?psc=1,https://m.media-amazon.com/images/I/71nWBMBzDGL._AC_SY355_.jpg,Black Flag,24.05,428,428,200.0,"10,302.85","10,298.44",125,"18,530",US,16.21,2,4.4,"2,074",9,3,Greenscapes Home & Garden Products,"Patio, Césped y Jardín",Large and Bulky,MFN,20.24 x 4.56 x 10.33 in,1.92,,"May 31, 2017",,No,108,Greenscapes Home & Garden Products
48.0,Faicuk 2 Pack Electric Fly Swatter Rackets,B07VQT6B3R,https://www.amazon.com/dp/B07VQT6B3R?psc=1,https://m.media-amazon.com/images/I/81htk0pYIkL._AC_SY355_.jpg,Faicuk,23.99,"3,857",379,300.0,"61,527.71","8,889.1",49,"1,028",US,9.91,1,4.2,"8,624",7,,FAICUK,"Patio, Césped y Jardín",Large Standard-Size,FBA,17.44 x 2.05 x 9.09 in,1.38,,"Sep 28, 2019",,No,80,FAICUK
49.0,"DynaTrap DT1130SR 1/2 Acre Outdoor Mosquito and Flying Insect Trap and Killer – Kills Mosquitoes, Flies, Wasps, Gnats, and Other Flying Insects – Alternative to Mosquito Killer",B0CQ8S58ZF,https://www.amazon.com/dp/B0CQ8S58ZF?psc=1,https://m.media-amazon.com/images/I/71i0S+Rvi8L._AC_SY355_.jpg,DynaTrap,68.98,"6,335","5,107",4.0,"452,342.04","364,748.15",199,412,AMZ,20.92,5,4.1,"1,564",10,45,Amazon,"Patio, Césped y Jardín",Large and Bulky,AMZ,12.24 x 9.17 x 9.25 in,3.6,,"Mar 17, 2024",,No,26,Amazon
50.0,Electric Mosquito Swatter Racket with Rotating Head and Telescopic Handle Indoor 2 in 1 USB Rechargeable UV Insect Zapper Indoor Outdoor Mosquito Killer,B0GGQPZ1Y7,https://www.amazon.com/dp/B0GGQPZ1Y7?psc=1,https://m.media-amazon.com/images/I/61j-mLQTpIL._AC_SY355_.jpg,WowCatch,29.99,"1,943","1,943",1.0,"55,676.13","55,656.6",200,"5,291",US,12.9,1,4.3,55,7,35,WowCatch USA,"Patio, Césped y Jardín",Large Standard-Size,FBA,16.65 x 2.44 x 10.55 in,1.83,,"Feb 12, 2026",,No,3,WowCatch USA
51.0,"Outdoor Solar Bug Zapper, Type-C Waterproof Mosquito Zapper and Solar Powered, Auto On/Off, 4200V Cordless Electric Mosquito Swatter, 5000mAh Rechargeable Mosquito Swatter for Backyard Camping",B0GF272GFZ,https://www.amazon.com/dp/B0GF272GFZ?psc=1,https://m.media-amazon.com/images/I/71AGC6-l8nL._AC_SY355_.jpg,PhatroyYee,49.99,"1,123","1,016",400.0,"69,337.41","62,755.51",270,496,US,14.99,1,4.0,192,9,16,KuccHero,"Patio, Césped y Jardín",Large Standard-Size,FBA,10.87 x 6.06 x 7.05 in,3.24,,"Jan 13, 2026",,No,4,KuccHero
52.0,"15W Bug Zapper Replacement Bulb with 4 Pin Base, Ful 15W-BL U Shape Double Tube Bulb for Outdoor Mosquito Zapper, 1 Pack",B09V85G7CF,https://www.amazon.com/dp/B09V85G7CF?psc=1,https://m.media-amazon.com/images/I/51Lv4d3pH2L._AC_SY355_.jpg,Dichroma,9.99,"1,390","1,390",1.0,"13,881.97","13,867.93",183,"5,965",US,4.41,1,4.4,"1,607",6,43,Dichroma USA,"Patio, Césped y Jardín",Large Standard-Size,FBA,8.50 x 1.26 x 2.01 in,0.2,,"Mar 4, 2022",,No,50,Dichroma USA
53.0,"Dynatrap DT3007W Flying Insect Indoor Plug Trap for Flies, Fruit Flies, Moths, Mosquitoes and Other Flying Insects - 1 White Device + 2 Sticky Cards",B0CQ8VR9XL,https://www.amazon.com/dp/B0CQ8VR9XL?psc=1,https://m.media-amazon.com/images/I/71hPcYqcAtL._AC_SY355_.jpg,DynaTrap,13.87,"1,342",699,400.0,"16,887.8","9,424.88",199,"4,789",AMZ,7.42,5,4.5,860,16,227,Amazon,"Patio, Césped y Jardín",Large Standard-Size,AMZ,7.24 x 2.44 x 4.29 in,0.37,,"Feb 12, 2024",,No,27,Amazon
54.0,"2 Pcs Electric Indoor Bug Zapper with 20W Replacement Bulbs, Blue Light, Powerful 2800V, Attracts Fly and Mosquito Traps with Circuit, No-Load Protection, Plug-in Outdoor Pest Control",B0BN8C3934,https://www.amazon.com/dp/B0BN8C3934?psc=1,https://m.media-amazon.com/images/I/819KUnsJmuL._AC_SY355_.jpg,Qualirey,52.99,246,246,100.0,"13,264.32","13,264.15",227,"26,597",US,17.42,1,4.0,247,7,1,SwayDot,"Patio, Césped y Jardín",Large Standard-Size,FBA,15.98 x 7.09 x 10.79 in,6.15,,"Jan 11, 2023",,No,40,SwayDot
55.0,"ASPECTEK Electric Bug Zapper and Bug Zapper Kills Mosquitoes, Flies and Other Pests, Powerful 2800V Grid 20W Bulbs, Indoor Use Only",B09NM4WNJY,https://www.amazon.com/dp/B09NM4WNJY?psc=1,https://m.media-amazon.com/images/I/71XbmPzi34L._AC_SY355_.jpg,ASPECTEK,39.99,283,127,100.0,"9,135.91","5,078.45",161,"31,176",US,13.7,1,4.4,574,7,3,Store Extra,"Patio, Césped y Jardín",Large Standard-Size,FBA,16.54 x 4.17 x 11.81 in,3.95,,"Dec 15, 2021",,No,53,Store Extra
56.0,"Terro Fruit Fly Trap, 2-Pack",B01MRHXM0I,https://www.amazon.com/dp/B01MRHXM0I?psc=1,https://m.media-amazon.com/images/I/81F5uQH3fyL._AC_SY355_.jpg,,12.9,"47,394","34,044",20.0,"675,916.49","451,521.79",56,21,AMZ,5.99,12,4.0,"24,461",9,331,Amazon,"Patio, Césped y Jardín",Large Standard-Size,AMZ,7.09 x 2.05 x 4.65 in,0.42,,"Nov 10, 2016",,No,114,Amazon
57.0,"Homesuit Bug Zapper 15W Outdoor and Indoor, 4000V High Power Electric Mosquito Killer, Mosquito Killer, Electronic Bulb Lamp for Home Backyard",B08H1KQRSR,https://www.amazon.com/dp/B08H1KQRSR?psc=1,https://m.media-amazon.com/images/I/71LY0TOWKUL._AC_SY355_.jpg,Homesuit,24.63,176,176,100.0,"5,090.98","5,089.1",186,"36,009",US,11.96,1,4.2,"5,021",8,,Artman Direct USA Store,"Patio, Césped y Jardín",Large Standard-Size,FBA,12.01 x 5.83 x 5.83 in,1.74,,"Oct 15, 2020",,No,67,Artman Direct USA Store
58.0,Faicuk 2 in 1 Handheld Rechargeable Electric Fly Swatter Racket (2 in 1 Green),B0CMXBMCDF,https://www.amazon.com/dp/B0CMXBMCDF?psc=1,https://m.media-amazon.com/images/I/71LUv3yaN5L._AC_SY355_.jpg,Faicuk,18.99,"3,857","1,146",700.0,"61,527.71","20,749.47",76,"1,028",US,8.98,1,4.2,"8,624",7,32,FAICUK,"Patio, Césped y Jardín",Large Standard-Size,FBA,17.24 x 1.73 x 8.90 in,0.99,,"May 16, 2024",,No,24,FAICUK
59.0,"Outdoor and Indoor Bug Zapper, Wireless Portable Mosquito Zapper with 4800mAh Rechargeable Battery and Auto On/Off, Outdoor Patio Mosquito Repellent, Electric Fly Trap for Camping, Kitchen, Backyard, Patio",B0GHNMJQ2C,https://www.amazon.com/dp/B0GHNMJQ2C?psc=1,https://m.media-amazon.com/images/I/71oEA7ZhCJL._AC_SY355_.jpg,otlotrte,35.99,"1,270","1,405",1.0,"52,222.02","58,940.24",291,"1,934",US,12.97,1,4.4,187,7,77,Otlotrte Pest Store,"Patio, Césped y Jardín",Large Standard-Size,FBA,11.15 x 6.65 x 6.65 in,1.38,,"Mar 11, 2026",,No,2,Otlotrte Pest Store
60.0,"Indoor Mosquito Zapper with Safety Grid, USB Mosquito Trap with Small Brush, Radiation-Free LED Mosquito Killer for Indoor, Home, Office, Car, Patio, Gray",B0GRZCVFS4,https://www.amazon.com/dp/B0GRZCVFS4?psc=1,https://m.media-amazon.com/images/I/61aWhDwwsTL._AC_SY355_.jpg,TWOHHACC,12.99,296,296,200.0,"3,843.03","3,839.94",200,"18,154",US,5.9,1,2.7,13,8,8,PENGSHOULIANG CO,"Patio, Césped y Jardín",Large Standard-Size,FBA,5.67 x 3.94 x 4.09 in,0.31,,"Mar 15, 2026",,No,2,PENGSHOULIANG CO
61.0,"WowCatch Upgraded Indoor Outdoor LED Bug Zapper, Up to 50,000 Hours Lifespan (No Bulb Replacement), Powerful 4200V Mosquito Zapper, Electric Fly Swatter for Patio, Backyard, Home, Camp",B0GJBT1127,https://www.amazon.com/dp/B0GJBT1127?psc=1,https://m.media-amazon.com/images/I/71vnguzo9-L._AC_SY355_.jpg,WowCatch,29.99,320,320,100.0,"11,646.4","11,645.43",248,"3,189",US,12.71,1,4.6,45,8,12,WowCatch USA,"Patio, Césped y Jardín",Large Standard-Size,FBA,12.20 x 7.56 x 8.70 in,2.45,,"Feb 12, 2026",,No,3,WowCatch USA
62.0,"Solar Bug Zapper Outdoor, Mosquito Zapper 4500V Wireless Waterproof Auto On/Off Portable Type-C Solar Powered Bug Zapper, Electric Mosquito Trap Fly Killer for Patio Garage Backyard Camp",B0D1VP26D1,https://www.amazon.com/dp/B0D1VP26D1?psc=1,https://m.media-amazon.com/images/I/81NQBl4pbeL._AC_SY355_.jpg,PhatroyYee,79.99,"4,258","3,351",3.0,"325,989.45","245,124.47",269,814,US,20.26,1,4.3,653,9,32,KuccHero,"Patio, Césped y Jardín",Large Standard-Size,FBA,14.96 x 3.70 x 11.46 in,4.85,,"May 2, 2024",,No,24,KuccHero
63.0,20W Indoor Electric Bug Zapper Mosquito Trap with UV Light Bug Zapper for Home Office Restaurant,B0FT84X82N,https://www.amazon.com/dp/B0FT84X82N?psc=1,https://m.media-amazon.com/images/I/71U9K-cOIfL._AC_SY355_.jpg,BAIMNOCM,53.54,"2,165",822,300.0,"71,542.19","53,478.91",148,"3,021",US,17.32,1,4.1,61,9,10,MTP LIGHTING,"Patio, Césped y Jardín",Large Standard-Size,FBA,16.50 x 6.42 x 11.06 in,5.45,,"Nov 29, 2025",,No,6,MTP LIGHTING
64.0,"Indoor Bug Zapper, 20W Bug Zapper and Mosquito Trap with UV Light, 3 Lamp Electric Mosquito Killer for Home Kitchen Bedroom RV",B0GT5194ZD,https://www.amazon.com/dp/B0GT5194ZD?psc=1,https://m.media-amazon.com/images/I/71NAUkwmR-L._AC_SY355_.jpg,Handylit,37.99,249,249,,"9,325.75","9,325.65",185,"9,135",,14.15,1,5.0,3,7,0,Bruvacs Essentials,"Patio, Césped y Jardín",Large Standard-Size,FBA,14.61 x 3.31 x 10.35 in,2.01,,"May 2, 2026",,No,0,Bruvacs Essentials
65.0,"Powerful Outdoor Large Solar Fly Swatter for 3000 Square Feet, Rechargeable Portable Mosquito Zapper with High Power, Wireless Solar Fly Swatter for Patio, Garden, Yard",B0FKB2H4H5,https://www.amazon.com/dp/B0FKB2H4H5?psc=1,https://m.media-amazon.com/images/I/81vz3WqkXtL._AC_SY355_.jpg,coospider-repta,89.99,"2,673",438,100.0,"383,971.08","39,416.85",193,"1,593",US,22.42,1,4.0,488,9,39,Sunshine 100,"Patio, Césped y Jardín",Large Standard-Size,FBA,17.32 x 4.57 x 10.12 in,6.97,,"Dec 17, 2025",,No,5,Sunshine 100
