segment,brand,asin,rating,title,review,date
Lure,Terro,B0BX4GQF68,1,Product doesnt work .. Please refund our money back,The product didnt work at all. Not even a single fruit fly is catched. We are totally disappointed with this product.,2026-01-24
Lure,Terro,B0BX4GQF68,3,Try something else,Suppose to kill fruit flies. Did not work too well.,2025-09-12
Lure,Terro,B0BX4GQF68,3,Make your own in description! No need to waste $$$,"These traps don't last as long as they say, but don't worry! I bought a gallon of apple cider vinegar and a big bottle of unscented dish soap to make my own refills! And you can too! If you have a fruit fly problem, these are really just containers for the solution. I do love terro brand to an extent, but selling for this price for plastic, apple cider vinegar, and unscented dish soap is clownin.",2025-10-26
Lure,Terro,B0BX4GQF68,3,Not worth the cost,"Definitely worked but this is supposed to be a six pack and 270 day supply of liquid. I purchased them 10/13/25 and by 11/2/25, all six traps are dried out completely.",2025-11-04
Lure,Terro,B0BX4GQF68,3,no good,they attract fruit flies but that's all no good to trap them,2025-10-10
Lure,Terro,B0BX4GQF68,3,Fly,Not helpful..,2025-10-11
Lure,Terro,B0BX4GQF68,3,Easy to use,Takes a while to actually kill the flys most dont even go into the container but ill update a lil longer into the use of the product.,2025-05-27
Lure,Terro,B0BX4GQF68,3,"They don't seem to TAKE the bait, but just hang out on top of the fake apple.",The traps are not very good at actually trapping the flies. They sort of just lay on top of the trap and sniff the vinegar from above. Maybe reformulate?,2025-03-17
Lure,Terro,B0BX4GQF68,3,"Works, but bottles leak","Yes, the product is effective, BUT! watch out when you’re adding the liquid into the little apples - the seals on the bottles are bad. All of them leaked - either slowly onto the top of the apple, or sprayed enough to hit me. I wasn’t squeezing hard either—so just be careful as you’re filling the apples up!",2024-12-19
Lure,Terro,B0BX4GQF68,3,It Worked but Only Lasted 2 Weeks,"These traps were easy to set up and work great at catching fruit flies. Huge downside is, the concentrate you put in them dried out in about 2 weeks and there's no way to buy concentrate refills. We ended up purchasing a plugin fruit fly trap. The price of the traps is too high for how long they last.",2024-11-18
Lure,Terro,B0BX4GQF68,3,Works but has drawbacks,I swear by Terro ant products so decided to try these for fruit flies. Came with no instructions but was easy to figure out. Pour 1/2 bottle of liquid into trap. It attracted fruit flies but it took them a while to go from top of trap into the holes on the trap. Traps stink but that is what attracts the fruit flies. Two were set out in different areas. Both got tipped over spilling smelly contents and dead fruit flies. Would be better if they were weighted instead of lightweight plastic.,2023-11-27
Lure,Super Ninja,B0D5DJ7V4P,1,Super Ninja Fruit Fly Traps: bait useless for my fruit flies while Terro brand bait has worked well.,"I tried 3 different brands of liquid fruit fly attractant: in this home for 25 yrs but had never had a fruit fly problem in my life, they must have come in w/fruit which we don't buy a lot of: found out one female lays 500 eggs...This product, Super Ninja Fruit fly traps- I put several of these pre-filled bottles out for days but SUPER NINJA FRUIT FLY TRAPS DID NOT CATCH A SINGLE FRUIT FLY, compared to Terro brand used in the red plastic tomatoes, which worked well. I even tried the Super Ninja bait in the red Terro plastic tomatoe containers as some ads claimed the color + shape of the vessel played a role in attracting bugs but still no luck. The excellent Terro brand even worked well in a clear glass baby food jar. Terro works well, I see several of the fruit flies in the liquid. However, the tomatoe shaped plastic holders can tip easy, its a sticky, stinky liquid for which the company in South America would not tell me if it has a percent of poison in it- many of their products do, + they only give the number of poison control, + insist that the formula is 'proprietary information'. But after trying 3 brands, will stick w/Terro even though it does not sell a large container of liquid (I do not need more plastic tomatoe holders plus glass baby food jars worked just as well) Have put the Terro liquid bait-filled plastic tomatoes in clear plastic cups (clear so insects could see the red fruit shape), as the tomatoes have many preferations, which is good, but they are light-weight, tip + spill easily. However, the flat rectangular shape of the bottles of the Super Ninja Fruit fly Traps, though the liquid they came with is useless, the bottles w/their flat walls can be attached to any flat surface or wall w/a sticky strip; That had been my intent when I ordered them so I did not have to worry about containers spilling or space to put them down in or my cat getting to one... As the Ninja contents have proved useless, I will empty + rinse them out so I can fill them w/Terro attractant. will report if the insects will use these glass containers. While I had planned to take advantage of the flat walls of the Ninja glass containers + a photo in the Ad may have suggested they could be stuck to a wall, I was surprised that they came w/a pre-attached silicone sticky strip pre-attached for that purpose (one should use a spatula to remove the sticky strip and bottle intact from the wall (they are silicone w/adhesive + residue can be easily removed). There was one other brand of 25 vials which also did not catch a single fruit fly- even when used in Terro's tomatoe shape, which I also do not recommend, 'Qualirey 20 Pack Fruit Fly Trap Refill Liquid'... Do not recommend the Super Ninja Fly Traps because the bait does not work, at least for my fruit flies in Connecticut; but I still need to substitute Terro liquid bait in their their rectangular glass containers a+ see if the insects will then use them before I formally recommend the containers themselves- they have a yellow funnel on top. However, $39.99 plus tax is a high price to pay for the 12 glass containers which I will need to empty out to use with Terro brand liquid- if the bugs will use that container w/Terro bait.",2025-11-14
Lure,Super Ninja,B0D5DJ7V4P,1,DISAPPOINTING - USE STICKY TRAPS,I got these for my plants. They're very inconsistent. Two places in the same affected area had different yet still disappointing results. They've sat for some time now and we're on our 3rd wave of sticky traps while these bottles have sat collecting barely any. Save money and time- GO WITH THE STICKY TRAPS!!! Even the cheap light sticky trap is phenomenal compared to these bottles.,2026-02-07
Lure,Super Ninja,B0D5DJ7V4P,1,spending money on the hopes someone is telling you the truth,so far two days in 4 strategic pl;aces not a single sign of working I am doing the work as I find them and I kill them by hand. Still waiting for something thats supposed to work to start working. keep ypu posted,2026-02-15
Lure,Super Ninja,B0D5DJ7V4P,1,MUST READ MY REVIEW AWFUL PRODUCT,"This is pure trash DO NOT BUY OR BE FOOLED BY ANY GOOD REVIEWS ALL IT IS , IS APPLE CIDER VINEGAR WITH WATER IN A PLASTIC JAR. SAVE UR TIME N MONEY AND SPEND 2$ AT WALMART FOR A HUGE BOTTLE OF THE APPLE CIDER VIG AND MIX IT N BOWLS OF WATER WITH SQUIRTS OF DISH SOAP WORKS WAYYYY BETTER AND IMMEDIATELY U WILL THANK MI LATER PLACE YHE BOWLS WHEREVER UR SEEING OR HAVING GNATS IT CLEARED MINE UP IN MY KITCHEN N 2 DAYS. ALSO PUT THE VIG DOWN UR GARBAGE DISPOSAL WITH DISH SIAP AND LET IT SIT FOR A FEW HOURS THEN TURN WATER ON. ALSO MALE SURE THERE IS NO WATER LEAKS CLEAN OUT DISH WAsher filter make sure u have no water leaks or no house plants r being over watered also wipe up water sitting any where such as fridge water dishes countertop ice machines all things where water can sit. Good luck!",2025-08-24
Lure,Super Ninja,B0D5DJ7V4P,1,Fruit flies. Do not enter the trap and can get right out if they do.,"I don’t believe after multiple days that I’ve got one fruit fly. I have seen them bent attracted to these scent, but they just don’t go in or if they go in they fly out you’re almost have to stand by the traps and swap them. This product was absolutely useless for me.",2026-01-18
Lure,Super Ninja,B0D5DJ7V4P,1,If your from TikTok .. yeah Don’t believe the hype,I saw these traps on TikTok and I’m honestly in very disappointed because they are cheaper on TikTok but me personally I feel like Amazon ships things faster and I paid extra to get this product the delivered the next day . I put these in my house i ordered the 12 pack all for these to not be so affective … I put 4 traps out and didn’t catch now one single fly … I stay damn near in a Forrest so these little fruit flies have been taking completely over I really was super excited to use these but unfortunately this just broke my hope … idk how I will ever get rid of these things .. this product is wack and not effective… maybe I should’ve order it from TikTok and just waited because all the reviews on there glorified these traps but don’t believed the hype if you are about to purchase these !,2025-06-24
Lure,Super Ninja,B0D5DJ7V4P,1,Not worth it,"Doesn’t work. I’ve had these set out for a few days, around where I see them migrate the most and not a single one has been caught. Waste of money",2026-02-03
Lure,Super Ninja,B0D5DJ7V4P,1,"Save your time, money and hope",This did not work at all. The ONE fruit fly would just sit at the top. This is just apple cider vinegar inside a well marketed container. I think my issue is not fruit flies but drain flies. HARD PASS.,2026-01-07
Lure,Super Ninja,B0D5DJ7V4P,1,Help! Im being coma kazeed,"You asked for the review too early… 1st day was yesterday… today is the 2nd day…and Im still getting coma kazeed in the face by fruit flies. They are more attracted to my kitchen light above my table than your fly trap. There is no food out… kitchen pretty clean… I believe they came in a bag of grapefruits I bought weeks ago… the grapefruits were always refrigerated in the garage!? So far your trap is not working…the trap is attached to the kitchen shutters frame the height of the kitchen light. Ask again, next week… so far ☹️",2025-11-04
Lure,Super Ninja,B0D5DJ7V4P,1,Waste of money and time.,A complete waste of money. I’ve had this for multiple days and have watched annoying fruit flies fly near and around this trap but never wasted time actually flying in. Save yourself the money and buy something else. This has been completely useless for my home.,2025-12-22
Lure,Super Ninja,B0D5DJ7V4P,2,Not worth the money,"Put these around our office as we have a lot of trash trucks on site. They barely killed any fruit flies compared to other more potent liquid traps. Sure the mainstream ones have a strong vinegar smell, but they also worked a million times better then these tiny things. Never buying these again",2026-01-16
Lure,Super Ninja,B0D5DJ7V4P,2,"Less than average product, look elsewhere","Pros: the liquids scent to me wasn't overpowering, the size of the bottle makes it easy to overlook if you don't want it to be noticed by others, and I like the stick on part on the back of the bottle for a quick and easy install. Cons: Biggest problem I found was it only caught a few fruitflies despite having installed it right above my open lid trashcan. The adhesive part doesn't work on every surface unless you don't mind having to scrape it off. Due to the fact that I bought a four pack instead of a two pack to test out, I ended up spending too much on a product that does very little. The only reason it isn't power than two is because it did catch some of the flies and didn't smell abnormal. Next time, I'll stick with the Terro Fruit Fly Traps instead for it performed with better results.",2025-07-24
Lure,Super Ninja,B0D5DJ7V4P,2,Not sure its working,Sorry they arent working for me I'm being patient it's only been a few days but no fruit flies at all,2026-01-17
Lure,Super Ninja,B0D5DJ7V4P,2,Stop falsifying this product. Period,This product doesn’t work at all. No gnats are attracted to fruit flies trap. I order two set of fours. What a waste of money.,2026-01-08
Lure,Super Ninja,B0D5DJ7V4P,2,Not worth the money,Worked ok. Took weeks for the fruit fly to be attracted to it. Honestly I bout clear sticky tap for fly/fruit flys put on a window and those wked 100% better,2025-12-24
Lure,Super Ninja,B0D5DJ7V4P,2,Looks nicer less efficient,Not catching much. But looks better since I can stick it to the wall,2026-01-13
Lure,Super Ninja,B0D5DJ7V4P,2,It’s okay.,"Works kinda, but has only caught a few of the little fruit flies.. like 2-3 over a 48hr period. Not that impressed but it’s better than nothing .",2025-12-22
Lure,Super Ninja,B0D5DJ7V4P,2,Not good,Didn't do good,2026-02-05
Lure,Super Ninja,B0D5DJ7V4P,2,Doesn’t beat the old method,"It caught some gnats, but the home made traps worked a lot better (I mix a little dish soap, apple cider vinegar, and spoonful of sugar). When I tried to remove one I’d pulled all of the paint and a bit of drywall off with it They did offer me a refund, which I appreciate :)",2025-11-09
Lure,Super Ninja,B0D5DJ7V4P,2,"They work, kind of","They did catch fruit flies, just not as many as I would like.",2026-01-03
Lure,Terro,B0BX4GQF68,2,Did not catch any knats,These did not catch and knats and the yellow stickers you can buy are better off. Will not be buying these again. They also evaporate very quickly.,2023-08-16
Lure,Terro,B0BX4GQF68,2,Just do it yourself.,This seems to be just vinegar and dish soap with little plastic holders for the solution….,2023-12-04
Lure,Terro,B0BX4GQF68,2,Easy to use. Doesn’t work.,Set these all around my house for the fly Nats. Didn’t collect any.,2024-01-14
Lure,Terro,B0BX4GQF68,2,Not working for me,Flys gather around the top surface and as a matter a fact i see more flies around the house since i started to use these.,2023-07-18
Lure,Terro,B0BX4GQF68,2,Nothing more than my comment,I thought it would attract more than it did. Disappointed,2023-12-02
Lure,Terro,B0BX4GQF68,2,Don’t work,Not worth the money. Does not last. The liquid evaporates. Would not buy again,2023-08-14
Lure,Terro,B0BX4GQF68,2,Not as Effective As You’d Think,"Flies are attracted to the area, but don’t necessarily fly into the trap…",2023-03-06
Lure,Terro,B0BX4GQF68,2,Not satisfied.,Not satisfied with purchase. All of the bottles came half empty.,2022-06-07
Lure,Terro,B0BX4GQF68,2,Buyer beware - it works but it is not 100% effective,"I bought the 6 container version, I have all the six around the kitchen and the adjacent room. I can see the bugs hover but not all of them go inside. It does catch the bugs but they have not be eliminated completely. The description says it's a year long supply but I don't see it will last for 3 months.",2024-10-02
Lure,Terro,B0BX4GQF68,2,just not enough,"These are just ok, but they don't stop the problem. Only reduce it. I tried for months. Also refils are not available in bulk or inexpensive quantity. You should be able to order a half gallon of the stuff to put inside at a discounted price. it evaporates off too quickly. I bought 3 electric machines with fans and purple lights and the fruit flies disappeared.",2021-10-26
Lure,Terro,B0BX4GQF68,2,Not worth the price- Doesn’t really work!,"This is expensive for what it is/what it’s worth. It’s just a small plastic red apple container that comes with “special food based liquid” to put inside the container to lure fruit flies. However, the liquid is essentially just apple cider vinegar. ALL IN ALL, this is exactly like those DIY how to get rid of fruit flies videos/articles you always see online. You can easily diy this by cutting up water bottles and putting apple cider vinegar inside. I wouldn’t spend money purchasing this product!",2024-08-10
Lure,Terro,B0BX4GQF68,2,Flies don’t go in?!,"It does a really good job of attracting the flies on top of it, but non of them go in and get trapped…they just sit on the top but don’t go down into the holes. So far I’ve caught 1 fly with 3 active traps.",2025-04-04
Lure,Terro,B0BX4GQF68,2,Didn't Solve My Knat Problem,Its been two weeks and the trap only killed maybe 2 or 3 knats. I was expecting better results than that. I'm very disappointed in this product and the reviews of others claiming this product works effectively.,2024-11-05
Lure,Terro,B0BX4GQF68,2,Doesn't work for white flies in my hydroponic garden,"Never caught a fly. Maybe good for fruit flies, but not white flies.",2024-12-26
Lure,Terro,B0BX4GQF68,2,Missing a bottle of liquid for the traps.,I purchased a pack of 6 terro fruit fly traps. I received 6 apples but only two bottles of feed. I now have to repackage the item and take it to return and order a new one. Should’ve been an easy purchase and instead I’m frustrated!,2023-11-05
Lure,Terro,B0BX4GQF68,2,Kinda??,"I put 4 out around my plants, been having gnat issues. I think in total I've seen 6 lil gnat bodies. I'm wondering if I should try using a different solution.",2024-03-29
Lure,Terro,B0BX4GQF68,2,Are they real?,I���ve used this product for years and this is the first time I’ve bought this big pack. Didn’t catch a single one. In any trap! It’s looks/smells normal so I can’t explain that but I doubt the flies figured it out lol I don’t know what to think.,2023-07-31
Lure,Terro,B0BX4GQF68,2,had nats not friut flys,had nats not friut flys,2024-09-20
Lure,Terro,B0BX4GQF68,2,A complete waste of your money!,We bought a bunch of these traps for our kitchen and bathroom and they do not seem to work at all. Don't waste your money. Better off with vineagar-soap solution in bowl with covering.,2023-09-05
Lure,Terro,B0BX4GQF68,2,Doesn’t seem to trap.,"I watched the fruit flies fly in and out of these traps. After several days, only a few were in the traps. Is there something we aren’t doing correctly? Doesn’t seem to work for us.",2023-06-10
Lure,Terro,B01MRHXM0I,1,"Do not buy, make's the problem worse.","I bought these along with the other brand to see if they worked better than the homemade traps, they do very good catching them but the problem is the holes are way too big. My problem got worse as they continued to breed and I could not find out how I poured boiling hot water down my drains everything was clean until last night I noticed upstair's in the bathroom they were going in and out of the trap especially the large center hole and there was larvae in it. I threw all traps away and am using my diy traps and the issue is already getting better. Search diy fruit fly traps and you will have much better luck I like to rinse out and drill small holes and I mean small not like this companies in 2 liter bottles along the top sides and the cap and put apple cider vinegar with a drop of dish soap and some sugar in it if you have some fermented juice they love it too basically anything fermented you can add to the mix. It also helps to wrap or stick sticky traps around the traps to catch even more. Be aware they breed in house plant soil (how I got mine but I've sense taken them outside), drains, trash cans and keep everything clean you can also pour bleach down drains. This company is just trying to get you to keep buying these things because you can't reuse them they just keep breeding and you just keep buying more it's a never ending cycle even though your killing them they just multiply. I can't speak for the other company that sells a similar product but I think the same thing happens with that.",2025-07-09
Lure,Terro,B01MRHXM0I,1,Stinky and Ineffective,"Absolutely. Turning the sarcasm dial to *unreasonable*: --- I am currently living in an active infestation. I have no idea where these creatures came from or how they managed to establish a thriving civilization so quickly, having deep-cleaned my room and offering absolutely no food, water, or emotional support to these bugs. And yet, they have moved in and declared sovereignty. In a panic, I bought several traps. This one now lives on my work desk, because nothing says “professional” like taking meetings while insects launch themselves into your face like kamikaze pilots. The trap smells VILE, like rotting fruit and decay. I can smell it the moment I enter the room. The bugs are clearly obsessed with the scent, but instead of going inside the trap like advertised, they just loiter around it like it’s a sketchy bar. After more than 24 hours, one trap caught **five** bugs. The other caught **none**. Meanwhile, a different brand trap elsewhere has racked up a body count, which confirms this product’s only real function is making my room smell awful. Would not buy again unless I decide my room needs to smell like death **and** still have bugs.",2025-12-14
Lure,Terro,B01MRHXM0I,1,Does not work at all,"So I purchased the Terro fruit fly traps based on all the positive reviews. They arrived promptly and was very excited to try them at our ice cream and smoothies store. We sometimes have 1-2 fruit flies but not very often. Either way doesn't look good, no customer wants to be bother by little pesky flies. We keep everything in the store spotless, but we'll still get a couple of those little visitors from time to time. I placed 2 traps and after a week, zero got caught. I then added the other 2 traps that came in the package. It has been a few more days since that, and still none has fallen into the trap. They liquid in them smells 100% like vinegar so that is the predominant smell in the room / area where the traps are placed. Looks like I'll be trying a different product because as I said, this one did not work for us at all.",2026-01-20
Lure,Terro,B01MRHXM0I,1,Does not attract or trap fruit flies--dish soap or plug-in light works much better,"DOES NOT WORK. I have a gnat infestation in my indoor office plants. Because they are in my office, where I spend 8 hours per day, I needed them gone, stat. I tried 3 different methods of gnat elimination: (1) Terro apple-shaped fly traps; (2) Shallow dishes of liquid dish soap; (3) Zevo plug-in flying insect trap. After 3 days, here are the results: (1) Terro apple-shaped fly traps: Easy to set up and fill with their ""special"" gnat-attracting formula which I am sure is just apple cider vinegar. The apple containers are small and cute. But, they don't work. I CAUGHT 1 (ONE) GNAT using 4 different traps placed on top of soil in my plant containers. (2) Shallow dishes of dawn dish soap: Easy to set up and fill. However, the liquid soap starts to dry out and harden after several days. They are a bit of a pain to wash out and refill, icks me out, plus I think it's a waste of dish soap. I CAUGHT 50 GNATS using this method--I used 4 different shallow containers placed on top of soil in my plant containers. (3) Zevo plug-in flying insect trap. This plug-in fly trap was super easy to set up. It's basically a blue light that attracts the insects and super sticky paper (comes with replacement inserts) to trap them. I CAUGHT 40 GNATS using this method. This trap is the furthest from my plants--it's about 6 feet away. If I move it closer, it will probably work even better. This is my favorite scent-free, mess-free method that actually works. If I didn't use the other 2 methods, I would have about 100 more gnats still flying around my office space, ick. Save your money and don't buy.",2024-06-04
Lure,Terro,B01MRHXM0I,1,"Doesn't work for ""fungus flies"" - tiny black fliers...","Two weeks of use, ZERO dead gnats. If you have fungus flies / gnats, this product won't help. Fruit flies seem to be attracted to the Apple cider vinegar and soap concoction, but overall not impressed for use against ""fungus flies"" (*aka tiny black flying bugs that buzz randomly around your face...). Would not recommend for this type of invasion. Next step will be throwing away all the house plants and starting over.",2026-02-07
Lure,Terro,B01MRHXM0I,1,Did I receive a bad batch? Caught a grand total of ONE fruit fly,"I've been using this product successfully for a couple of years. This year was an exception. The product had its sinus-clearing vinegar smell, but the fruit flies weren't buying it. I am not exaggerating -- I caught a single fruit fly in a month. I'm writing this review to encourage you to ask for a replacement product ASAP if you're not catching anything in the first couple of days. In the past, there are multiple fruit flies floating in the apple within the first 24 hours and, at minimum, multiple fruit flies congregating on the surface of the ""apple."" Or did they change the formula this year? Maybe I received a bad batch? Who knows. Until next summer when the fruit flies come back.",2025-11-18
Lure,Terro,B01MRHXM0I,1,not as described and ineffective,"worthless. save your money. 1. The liguid solution that's supposed to last 180 days is not resealable, but is a twist off cap top. Once the cap top is removed there is no way to reseal it. 2. the product doesn't work. Caught no flies in 48 hours even though I deployed it in 4 locations in my house 3. Product is not eligible for returns Buy at electric fly zapper instead. They work great",2026-01-18
Lure,Terro,B01MRHXM0I,1,Did not work at all,"Completely ineffective. I followed the instructions exactly and placed the traps near fruit and trash areas, but they did nothing to reduce or eliminate fruit flies. After giving them plenty of time, there was no noticeable improvement at all. Unfortunately, this product was a waste of money for me and did not work as advertised.",2026-02-04
Lure,Terro,B01MRHXM0I,1,The only thing this traps is you because it looks cute,"I was very dissatisfied with this product. It did not attract nor catch the flies. The fluid they give you isn't very much and it evaporates quickly - like a little over a week. I will not buy this product again. I have tried other products and should have stuck to just purchasing them, but I thought, ""How cute, a little apple to sit on my counter.",2026-01-20
Lure,Terro,B01MRHXM0I,1,Does not work _ do not waste your money!,Would Rate a zero if I could. Do not waste money on this product. Does not work. Did not catch a single gnat I installed zevo plug in insect traps instead and very quickly have captured thousands ofgnats around around my home. Apparently this Terro product is not returnable or refundable.,2026-02-06
Lure,Super Ninja,B0D5DJ7V4P,3,"Meh, I Wouldn't Buy Again","The Super Ninja Fruit Fly Traps are just okay. They do catch some fruit flies, so they aren’t completely ineffective, but they don’t attract nearly as many as I expected. Even when I placed them right next to the problem areas, I still saw flies buzzing around that never went near the traps. They’re easy to set up and they do work to a degree, just not as strongly as the product description or other reviews made it seem. Overall, they’re fine in a pinch, but I wouldn’t call them highly effective",2025-12-09
Lure,Super Ninja,B0D5DJ7V4P,3,I went with something else.,I really wanted to like these. But they just didn't work well for me like they did others. I did catch a few fruit flies but for me they just weren't working. The smell of them wasn't bad. They are small so they can fit in small spaces. They may work for you but they didn't for me.,2026-01-11
Lure,Super Ninja,B0D5DJ7V4P,3,Okay,"Just got these today. They smell strongly of vinegar. Very tiny bottles for the price. But thats my fault for not reading. Put them out, have got a few trapped.",2026-01-15
Lure,Super Ninja,B0D5DJ7V4P,3,Would like for product to be bigger in size,Expected that product would be a lot bigger than actual size delivered. Over all it does have some advantage in minimizing the elimination of fruit flys and knats,2026-01-03
Lure,Super Ninja,B0D5DJ7V4P,3,Works but others work better,"Does trap flies, seems to be only be effective for a couple days at most. Have had more success with other brand though.",2026-01-02
Lure,Super Ninja,B0D5DJ7V4P,3,"Tiny bottles, but eventually worked. 3.5 stars","These are TINY but after a day of the fruit flies just hovering over the little containers, they finally went inside. I’d say this is 3.5 stars. I’d like a little larger size and to work quicker, but they did end up doing the job",2025-11-09
Lure,Super Ninja,B0D5DJ7V4P,3,Decent,Does a good job trapping the fruit flies that land inside the container however I feel like because the containers are so small they aren’t attracting as many fruit flies as I hoped. Very easy set up.,2025-11-03
Lure,Super Ninja,B0D5DJ7V4P,3,"They worked ok. Basically, apple cider vinegar.","These are just ok. I had some fruit flies that found their way in on some fruit from a outdoor market. I stuck these near the windows, the fruit bowl, and near my plants. They smell like apple cider vinegar. It took a day or two but they did catch a handful of flies. They are very small and easy to hide but because they are so small they don't catch alot of flies. I ended up buying a little bug fan.",2025-09-09
Lure,Super Ninja,B0D5DJ7V4P,3,Customer service will make it right.,****UPDATE**** Was contacted by customer service and refunded and they are sending a different product to see if they will work better for me. Great customer service. These dont work. I have placed them in 2 locations that have several fruit flies and have not had a single fruit fly caught in over 2 weeks. Do not recommend buying.,2025-10-05
Lure,Super Ninja,B0D5DJ7V4P,3,Works eventually,It worked by not as quickly as I thought,2025-12-13
