Display Order,Product Details,ASIN,Segment,URL,Image URL,Brand,Price  £,Parent Level Sales,ASIN Sales,Recent Purchases,Parent Level Revenue,ASIN Revenue,Title Char. Count,BSR,Seller Country/Region,Fees  £,Active Sellers,Ratings,Review Count,Images,Review velocity,Buy Box,Category,Size Tier,Fulfillment,Dimensions,Weight,ABA Most Clicked,Creation Date,Sponsored,Best Seller,Seller Age (mo),Seller
57.,"Head & Shoulders DermaXPro Soothing Comfort Anti Dandruff Shampoo 500ml with Aloe Vera Extract and Ceramide Complex. Soothes Dry, Itchy Scalp and Helps Reinforce the Skin Barrier",B0BRCXJHNM,Irritated / Atopic,https://www.amazon.co.uk/dp/B0BRCXJHNM?psc=1,https://m.media-amazon.com/images/I/51rLC5RhtnL._AC_SY355_.jpg,Head & Shoulders,5.54,"6,061","6,061","5,000","40,921.6","40,921.57",178,594,AMZ,3.97,3,4.6,"2,781",7,47,Amazon,Beauty,Extra Large Envelope,AMZ,21.70 x 4.75 x 8.00 cm,0.56,N/A,"Dec 30, 2022",,No,42,Amazon
66.,"Aveeno Scalp Soothing Haircare Daily Moisture Shampoo, Oat Milk Blend, for Dry Hair, Soothes Dry, Itchy & Flaky Scalp, Clinically Proven, Sulfate Free, 300ml",B0BQTDD9RF,Irritated / Atopic,https://www.amazon.co.uk/dp/B0BQTDD9RF?psc=1,https://m.media-amazon.com/images/I/61asACT9PCL._AC_SY355_.jpg,Aveeno,3.98,"6,578","6,578","5,000","35,918.1","35,918.11",157,539,AMZ,3.65,6,4.5,"2,546",9,30,,Beauty,Extra Large Envelope,AMZ,17.30 x 4.10 x 8.20 cm,0.35,N/A,"Feb 1, 2023",,No,40,
20.,"Sea Magik - Salicylic Acid Shampoo for Psoriasis & Itchy Scalp Relief, Soothing Antibacterial Seaweed Treatment for Medicated Conditions Like Folliculitis, Eczema & Scalp Acne, Cruelty-Free (300ml)",B08NPPK4CX,Irritated / Atopic,https://www.amazon.co.uk/dp/B08NPPK4CX?psc=1,https://m.media-amazon.com/images/I/61RGjHqAEyL._AC_SY355_.jpg,Sea Magik,9.79,"3,881","2,768","2,000","55,807.71","32,426.86",197,947,GB,4.74,9,4.3,"1,110",9,37,Sea Magik,Beauty,Extra Large Envelope,FBA,19.80 x 5.10 x 5.10 cm,0.34,N/A,"Nov 17, 2020",,No,67,Sea Magik
67.,"Vichy Dercos Anti-Dandruff Dermatological Shampoo for Dry Hair & Sensitive Scalp, with Salicylic Acid & Selenium Sulfide, 200ml, Soothes Itchiness & Nourishes.",B00VTQXCAE,Irritated / Atopic,https://www.amazon.co.uk/dp/B00VTQXCAE?psc=1,https://m.media-amazon.com/images/I/41EUHaCZ0nL._AC_SX342_.jpg,,11.62,"2,772","2,772","2,000","32,036.09","32,036.08",159,"3,193",AMZ,4.72,1,4.6,"6,896",1,131,Amazon,Beauty,Extra Large Envelope,AMZ,17.40 x 5.20 x 5.50 cm,0.24,N/A,"May 8, 2008",,No,217,Amazon
43.,"Kérastase Symbiose, Moisturising Anti-Dandruff Cellular Shampoo, For Dry, Sensitive Scalps Prone To Dandruff, Sulphate-Free, Silicone-Free, Bain Crème Anti-Pelliculaire, 250 ml",B0BNNV8K2D,Irritated / Atopic,https://www.amazon.co.uk/dp/B0BNNV8K2D?psc=1,https://m.media-amazon.com/images/I/51Yhs+38vYL._AC_SX342_.jpg,KÉRASTASE,21.7,"1,370","1,370","1,000","31,877.66","31,877.67",176,"2,479",AMZ,6.24,1,4.6,"1,780",10,38,Amazon,Beauty,Extra Large Envelope,AMZ,14.20 x 4.20 x 6.50 cm,0.29,N/A,"Jan 2, 2023",,No,41,Amazon
65.,"The Body Shop Ginger Anti-Dandruff Shampoo (1x 250ml), Clarifying Shampoo for Dry, Itchy and Flaky Scalp, Vegan Haircare, Suitable for Sensitive Scalps",B0DLKXPB3X,Irritated / Atopic,https://www.amazon.co.uk/dp/B0DLKXPB3X?psc=1,https://m.media-amazon.com/images/I/718HtWV+JpL._AC_SY355_.jpg,The Body Shop,10,"8,025","2,849","2,000","115,113.73","31,392.8",151,473,GB,4.78,2,4.6,"2,621",6,63,The Body Shop UK,Beauty,Extra Large Envelope,FBA,13.40 x 5.20 x 5.30 cm,0.29,N/A,"Nov 22, 2024",,No,19,The Body Shop UK
58.,"Neutrogena T/Gel 2 in 1 Anti-Dandruff Shampoo and Conditioner (1x 250ml), Shampoo and Conditioner to Help Fight Dandruff From First Wash, Haircare for Soft, Shiny Healthy-Looking Hair and Scalp",B07N1FF7CS,Irritated / Atopic,https://www.amazon.co.uk/dp/B07N1FF7CS?psc=1,https://m.media-amazon.com/images/I/71zlDE-lQ6L._AC_SY355_.jpg,Neutrogena,5,"5,878","4,480","3,000","40,775.19","30,285.16",193,540,AMZ,2.97,15,4.6,"5,942",5,46,Amazon,Beauty,Large Envelope,AMZ,18.20 x 3.70 x 6.80 cm,0.31,N/A,"Jan 22, 2019",,No,89,Amazon
73.,"Neutrogena T/Gel Anti Dandruff Shampoo for Oily Scalp and Hair (1x 250ml), Daily Anti-Dandruff Shampoo with Salicylic Acid to Remove Excess Oils from First Wash",B07N1DQ9QW,Irritated / Atopic,https://www.amazon.co.uk/dp/B07N1DQ9QW?psc=1,https://m.media-amazon.com/images/I/71mj1s8Q55L._AC_SY355_.jpg,Neutrogena,5,"4,260","4,260","3,000","30,198.32","30,198.32",160,779,AMZ,2.97,10,4.6,"3,100",6,40,Amazon,Beauty,Large Envelope,AMZ,18.00 x 3.80 x 6.90 cm,0.31,N/A,"May 22, 2019",,No,85,Amazon
22.,"Psoriasis & Folliculitis Scalp Treatment Shampoo: Seborrheic Dermatitis Formula, Anti-Dandruff, Itchy and Dry Scalp Care with Salicylic Acid, Piroctone Olamine, Biotin, Rosemary, Coconut Oil",B0GL2T9QSZ,Irritated / Atopic,https://www.amazon.co.uk/dp/B0GL2T9QSZ?psc=1,https://m.media-amazon.com/images/I/71laOpg4JjL._AC_SY355_.jpg,Recuren Plus,21.66,"1,180","1,180",900,"26,986.15","26,986.15",190,"6,320",GB,6.88,2,4.7,261,8,27,Regeneration Store,Beauty,Extra Large Envelope,FBA,21.50 x 5.20 x 5.50 cm,0.35,N/A,"Feb 2, 2026",,No,4,Regeneration Store
61.,"Aveeno Skin Relief Soothing Shampoo, With Soothing Oat, Suitable For very dry sensitive Scalp, Suitable for Thin & Fragile Hair, Soap Free, High Tolerance Formula, 300ml",B017TFCRHC,Irritated / Atopic,https://www.amazon.co.uk/dp/B017TFCRHC?psc=1,https://m.media-amazon.com/images/I/51xlwpwxr+L._AC_SY355_.jpg,Aveeno,6.67,"2,818","2,818","2,000","25,599","25,598.98",169,"1,472",AMZ,3.2,10,4.5,"4,874",6,7,Amazon,Beauty,Extra Large Envelope,AMZ,17.30 x 4.10 x 8.30 cm,0.37,N/A,"Nov 10, 2015",,No,127,Amazon
38.,"Eucerin DermoCapillaire Calming Urea Shampoo 250ml, Psoriasis and Dermatitis Shampoo for Dry, Itchy Scalp, Fragrance-Free, Moisturising with Urea, Lactate, Paraben- and Silicon-Free",B009P0V9UQ,Irritated / Atopic,https://www.amazon.co.uk/dp/B009P0V9UQ?psc=1,https://m.media-amazon.com/images/I/6176baICuVL._AC_SY355_.jpg,Eucerin,8.33,"2,161","2,250","1,000","23,775.26","24,753.89",181,"2,117",AMZ,5.16,25,4.5,"1,852",6,5,,Beauty,Large Envelope,AMZ,19.30 x 3.00 x 6.90 cm,0.3,N/A,"Oct 11, 2012",,No,164,
27.,"Seborrheic Dermatitis & Psoriasis Scalp Shampoo: Folliculitis Shampoo, Anti-Dandruff Shampoo for Itchy, Redness-Prone Scalp, with Salicylic Acid, Sulfate-Free",B0GLQ3K3B2,Irritated / Atopic,https://www.amazon.co.uk/dp/B0GLQ3K3B2?psc=1,https://m.media-amazon.com/images/I/71QCJZbhIzL._AC_SY355_.jpg,Kopa Haiku,21.66,846,846,600,"21,993.32","21,993.32",158,"5,610",CN,6.88,1,4.8,266,7,45,FreshLui,Beauty,Extra Large Envelope,FBA,19.70 x 5.50 x 5.50 cm,0.35,N/A,"Feb 5, 2026",,No,4,FreshLui
54.,"Nizoral Scalp Soothing Itchy & Sensitive Shampoo, 24 Hour Soothing Care, Ongoing Relief for Dry, Itchy and Flaky Scalps, For Healthy Looking, Shiny Hair, Contains Aloe Vera, 1 x 200ml",B0CW9YBY2T,Irritated / Atopic,https://www.amazon.co.uk/dp/B0CW9YBY2T?psc=1,https://m.media-amazon.com/images/I/618xTrQ36-L._AC_SY355_.jpg,Nizoral,5.32,"10,249","3,552","3,000","62,585.72","21,833.88",183,168,AMZ,3.2,11,4.3,"1,781",8,23,Amazon,Beauty,Extra Large Envelope,AMZ,16.60 x 4.80 x 7.50 cm,0.23,N/A,"Feb 23, 2024",,No,28,Amazon
56.,"Aveeno Scalp Soothing Haircare Colour Protect Shampoo, Blackberry & Quinoa Blend, for Colour Treated Hair, Soothes Dry, Itchy & Flaky Scalp, Clinically Proven, Sulfate Free, 300ml",B0BQTX44S5,Irritated / Atopic,https://www.amazon.co.uk/dp/B0BQTX44S5?psc=1,https://m.media-amazon.com/images/I/61vK2-V-LdL._AC_SY355_.jpg,Aveeno,3.98,"5,157","3,803","3,000","28,320.17","20,895.16",179,562,AMZ,3.13,6,4.6,962,12,21,Amazon,Beauty,Extra Large Envelope,AMZ,17.40 x 4.20 x 8.30 cm,0.35,N/A,"Feb 1, 2023",,No,40,Amazon
44.,"MooGoo Milk Shampoo - For Itchy, Dry, Sensitive Scalps Prone to Eczema & Psoriasis – Sulphate-Free, Silicone-Free, Paraben-Free - Natural Gentle Formula – 500 ml",B00NJRTVFG,Irritated / Atopic,https://www.amazon.co.uk/dp/B00NJRTVFG?psc=1,https://m.media-amazon.com/images/I/61HWUPDa32L._AC_SY355_.jpg,MooGoo,11.25,"1,473","1,473","1,000","19,883.72","19,883.75",161,"3,511",GB,5.12,2,4.4,746,9,7,MooGoo EU Ltd,Beauty,Small Parcel,FBA,17.30 x 7.80 x 8.20 cm,0.58,N/A,"Feb 29, 2016",,No,124,MooGoo EU Ltd
37.,"Oilatum Soothing Scalp Shampoo, For Itchy, Flaking Scalps Caused by Dandruff, Soothes Itchy Scalps, pH Balanced, 1 x 100ml",B001EASOJY,Irritated / Atopic,https://www.amazon.co.uk/dp/B001EASOJY?psc=1,https://m.media-amazon.com/images/I/61sGB4pc9KL._AC_SY355_.jpg,Oilatum,8.66,"1,889","1,889","1,000","19,624.25","19,624.23",122,"3,198",AMZ,4.3,9,4.6,"1,530",7,5,Amazon,Beauty,Large Envelope,AMZ,15.30 x 3.20 x 7.20 cm,0.14,N/A,"Aug 14, 2008",,No,214,Amazon
65.,"Head & Shoulders Cooling Itch Rescue 400ml Selenium Sulphide Anti-Dandruff Shampoo, Clinical Strength, Fights Stubborn Dandruff and Itch, with Intense Cooling Menthol",B0DVCFK9C5,Irritated / Atopic,https://www.amazon.co.uk/dp/B0DVCFK9C5?psc=1,https://m.media-amazon.com/images/I/71xZKX8GrKL._AC_SY355_.jpg,Head & Shoulders,9.45,"1,445","1,445","1,000","18,623.2","18,623.2",166,"2,774",AMZ,4.46,3,4.4,902,8,42,,Beauty,Extra Large Envelope,AMZ,20.90 x 4.10 x 7.60 cm,0.45,N/A,"Feb 25, 2025",,No,16,
53.,"Aveeno Scalp Soothing Haircare Volumising Shampoo, Fresh Green Blend, with Colloidal Oat Extract, for Fine Hair, Soothes Dry, Itchy & Flaky Scalp, pH Balanaced, Clinically Proven, 300ml",B0BQSZ1LZM,Irritated / Atopic,https://www.amazon.co.uk/dp/B0BQSZ1LZM?psc=1,https://m.media-amazon.com/images/I/61oJehkIGGL._AC_SY355_.jpg,Aveeno,3.98,"2,787","2,787","2,000","15,218.23","15,218.24",185,"1,353",AMZ,2.9,9,4.5,"1,308",11,13,Amazon,Beauty,Extra Large Envelope,AMZ,17.50 x 4.10 x 7.90 cm,0.34,N/A,"Feb 1, 2023",,No,40,Amazon
67.,"Neutrogena T/Gel Anti Dandruff Shampoo for Sensitive Scalp (1x 150ml), Daily Anti-Dandruff Shampoo with Salicylic Acid, Fragrance-Free, for Sensitive Skin to Fight Dandruff from First Wash",B08S8DKWWP,Irritated / Atopic,https://www.amazon.co.uk/dp/B08S8DKWWP?psc=1,https://m.media-amazon.com/images/I/71jFT8PmiXL._AC_SY355_.jpg,Neutrogena,3.75,"2,639","2,639","2,000","14,461.15","14,461.16",188,"1,427",AMZ,2.82,12,4.6,"1,487",7,9,Amazon,Beauty,Large Envelope,AMZ,16.30 x 3.60 x 5.60 cm,0.14,N/A,"Jan 6, 2021",,No,65,Amazon
37.,"Kérastase Specifique, Cleansing & Rebalancing Shampoo, For Sensitive Scalps & Combination Hair, With Calophyllum Oil & Glycerine, Bain Vital Dermo-Calm, 250ml",B01HYOB0LC,Irritated / Atopic,https://www.amazon.co.uk/dp/B01HYOB0LC?psc=1,https://m.media-amazon.com/images/I/51+gbImb7+L._AC_SX342_.jpg,KÉRASTASE,22.88,526,526,400,"13,106.46","13,106.44",158,"6,972",AMZ,6.41,1,4.4,"3,302",9,17,Amazon,Beauty,Extra Large Envelope,AMZ,14.20 x 4.30 x 6.40 cm,0.29,N/A,"Apr 7, 2011",,No,182,Amazon
13.,"Nizoral Scalp Soothing Dry and Eczema Prone Shampoo, 24 Hour Soothing Care, Ongoing Relief for Dry, Itchy & Flaky Scalps, Get Soft and Silky Hair, Moisturising Care for All Hair Types, 1 x 200ml",B0D5SJBMVT,Irritated / Atopic,https://www.amazon.co.uk/dp/B0D5SJBMVT?psc=1,https://m.media-amazon.com/images/I/61aIwVDIu8L._AC_SY355_.jpg,Nizoral,5.32,"10,249","1,782","2,000","62,585.72","10,183.82",194,168,AMZ,N/A,7,4.4,614,8,44,Amazon,Beauty,Extra Large Envelope,AMZ,16.70 x 4.70 x 7.80 cm,0.02,N/A,"May 31, 2024",,No,25,Amazon
71.,"Philip Kingsley | Flaky/Itchy Scalp Shampoo | Anit-Dandruff Shampoo For Flaky, Itchy, Dry, Oily Scalps | Cleansing Scalp Care | Hair Shampoo that Hydrates, Soothes and Calms | 1000ml Refill Pouch",B0DT2M4YSY,Irritated / Atopic,https://www.amazon.co.uk/dp/B0DT2M4YSY?psc=1,https://m.media-amazon.com/images/I/61nShh+BdsL._AC_SY355_.jpg,Philip Kingsley,65,127,127,100,"9,937.72","9,937.7",195,"25,375",GB,14.75,1,4.6,19,6,0,Philip Kingsley,Beauty,Small Parcel,FBA,24.50 x 5.20 x 14.70 cm,1.02,N/A,"Jan 14, 2025",,No,17,Philip Kingsley
69.,Head & Shoulders DermaXPro Sensitive Care Anti Dandruff Shampoo 300ml with Manuka Honey and Ceramide Complex. Gently Moisturises Dry Scalp and Helps Reinforce the Skin Barrier for Flake-Free Hair,B0D1Y75D35,Irritated / Atopic,https://www.amazon.co.uk/dp/B0D1Y75D35?psc=1,https://m.media-amazon.com/images/I/714kcL0C4hL._AC_SY355_.jpg,Head & Shoulders,2.5,"2,463","2,487","2,000","9,692.13","9,789.54",195,"1,325",AMZ,2.78,2,4.6,555,7,25,Amazon,Beauty,Large Envelope,AMZ,19.20 x 3.70 x 6.50 cm,0.34,N/A,"Apr 17, 2024",,No,26,Amazon
74.,"Vichy Dercos Technique Anti-Dandruff Purifying Shampoo, With 1% Salicylic Acid & Selenium Disulfide, For Sensitive Dry Hair & Scalp, Removes Visible Flakes, 390ml",B01BPHAD1W,Irritated / Atopic,https://www.amazon.co.uk/dp/B01BPHAD1W?psc=1,https://m.media-amazon.com/images/I/51YUyXCW9wL._AC_SX342_.jpg,VICHY,21.5,600,600,400,"9,121.92","9,121.91",162,"3,369",AMZ,6.21,1,4.7,"3,614",6,134,Amazon,Beauty,Extra Large Envelope,AMZ,20.00 x 6.00 x 6.10 cm,0.45,N/A,"Feb 12, 2016",,No,124,Amazon
53.,"Philip Kingsley | Flaky/Itchy Scalp Shampoo | Anit-Dandruff Shampoo For Flaky, Itchy, Dry, Oily Scalps | Cleansing Scalp Care | Hair Shampoo that Hydrates, Soothes and Calms | 250ml",B000GI3UGW,Irritated / Atopic,https://www.amazon.co.uk/dp/B000GI3UGW?psc=1,https://m.media-amazon.com/images/I/51oMBmy5jzL._AC_SY355_.jpg,Philip Kingsley,26.67,"1,065",283,300,"29,155.35","9,069.41",181,"4,398",GB,8.6,1,4.3,"1,540",6,4,Philip Kingsley,Beauty,Small Parcel,FBA,15.80 x 7.10 x 7.30 cm,0.28,N/A,"Dec 4, 2006",,No,234,Philip Kingsley
70.,"Philip Kingsley | Flaky/Itchy Scalp Shampoo | Anit-Dandruff Shampoo For Flaky, Itchy, Dry, Oily Scalps | Cleansing Scalp Care | Hair Shampoo that Hydrates, Soothes and Calms | 75ml",B01LWNR8HZ,Irritated / Atopic,https://www.amazon.co.uk/dp/B01LWNR8HZ?psc=1,https://m.media-amazon.com/images/I/511dAv+0ZQL._AC_SY355_.jpg,Philip Kingsley,11.65,"1,065",618,300,"29,155.35","8,796.35",180,"4,398",GB,4.86,2,4.3,"1,540",6,4,Philip Kingsley,Beauty,Large Envelope,FBA,13.40 x 3.40 x 4.90 cm,0.09,N/A,"Oct 1, 2013",,No,152,Philip Kingsley
46.,"Healpsorin Psoriasis Anti Dandruff Shampoo. Flaky Scalp Psoriasis Treatment. Helps with Eczema, Dermatitis & Itchy Dry Scalp. Salicylic Acid Shampoo. Contains Dermosoft® 1%. 500ml",B074DWRGLK,Irritated / Atopic,https://www.amazon.co.uk/dp/B074DWRGLK?psc=1,https://m.media-amazon.com/images/I/61CW9rYdqNL._AC_SY355_.jpg,Dermz,21.67,552,320,200,"15,915.44","8,314.22",179,"6,810",GB,6.99,2,4,"3,765",8,16,Dermz Laboratories,Beauty,Small Parcel,FBA,17.10 x 7.40 x 7.50 cm,0.54,N/A,"Nov 7, 2017",,No,103,Dermz Laboratories
80.,"Vichy Dercos Anti-Dandruff Dermatological Shampoo for Normal to Oily Hair & Itchy Scalp, with Salicylic Acid & Selenium Disulfide, 200ml, Clinically Proven Dandruff Treatment & Oily Scalp Care",B09QQT41TP,Irritated / Atopic,https://www.amazon.co.uk/dp/B09QQT41TP?psc=1,https://m.media-amazon.com/images/I/712q9m++biL._AC_SX342_.jpg,,11.62,679,679,500,"8,068.89","8,068.88",192,"3,623",AMZ,4.72,1,4.7,821,6,52,Amazon,Beauty,Extra Large Envelope,AMZ,17.20 x 4.90 x 4.90 cm,0.25,N/A,"Mar 14, 2024",,No,27,Amazon
57.,"Vosene Anti-dandruff shampoo 300ml, reduces dandruff and scalp itch; suitable for daily use",B097CKD7N9,Irritated / Atopic,https://www.amazon.co.uk/dp/B097CKD7N9?psc=1,https://m.media-amazon.com/images/I/51CG7LIea4L._AC_SY355_.jpg,Vosene,1.16,"5,494","5,406","4,000","8,310.63","7,877.63",91,570,AMZ,2.71,15,4.5,"2,040",5,18,Amazon,Beauty,Large Envelope,AMZ,19.30 x 3.80 x 6.76 cm,0.34,N/A,"Jun 16, 2021",,No,60,Amazon
45.,"Seborrheic Dermatitis & Folliculitis Scalp Shampoo: For Scalp Prone to Dandruff & Psoriasis – Soothes Itchy, Flaky Scalp – with Tea Tree, Rosemary, Biotin & Caffeine – Sulphate-Free 280ml",B0FV8KHQJ2,Irritated / Atopic,https://www.amazon.co.uk/dp/B0FV8KHQJ2?psc=1,https://m.media-amazon.com/images/I/71E9jxzkvjL._AC_SY355_.jpg,Swiftalyn,24.99,298,298,200,"7,017.16","7,017.16",187,N/A,CN,7.48,2,4.4,68,7,0,Steady Roots,,Extra Large Envelope,FBA,17.90 x 4.40 x 8.00 cm,0.38,N/A,"Oct 8, 2025",,No,8,Steady Roots
63.,Dove Scalp + Hair Therapy Soothing Hydration Shampoo hair care with Hyaluron-Complex and Pharma-Grade Glycerin for up to 100 hours of hydrated hair* 400 ml,B0G3X1LSJQ,Irritated / Atopic,https://www.amazon.co.uk/dp/B0G3X1LSJQ?psc=1,https://m.media-amazon.com/images/I/61guijXUh7L._AC_SY355_.jpg,Dove,2.77,"2,104","1,426","1,000","9,060.97","6,948.29",155,"2,188",AMZ,3.01,2,4.4,112,7,13,Amazon,Beauty,Extra Large Envelope,AMZ,21.70 x 4.20 x 6.80 cm,0.46,N/A,"Jan 25, 2026",,No,5,Amazon
62.,"Philip Kingsley | Flaky/Itchy Scalp Shampoo | Anit-Dandruff Shampoo For Flaky, Itchy, Dry, Oily Scalps | Cleansing Scalp Care | Hair Shampoo that Hydrates, Soothes and Calms | 1000ml",B01M5HM4RV,Irritated / Atopic,https://www.amazon.co.uk/dp/B01M5HM4RV?psc=1,https://m.media-amazon.com/images/I/519jEYA9ZtL._AC_SY355_.jpg,Philip Kingsley,70,"1,065",83,50,"29,155.35","6,883.47",182,"4,398",GB,15.7,1,4.3,"1,540",6,4,Philip Kingsley,Beauty,Small Parcel,FBA,24.90 x 8.90 x 9.10 cm,1.07,N/A,"Feb 20, 2009",,No,208,Philip Kingsley
